Size,Insulation,Voltage,Type,FROM,FROM_SWITCH,TO,TO_SWITCH
120SQ.MM,PILC,11KV,HTCF SECTION,JUHU TARA NO.1,5409,JUHU TARA NO.3,12956
120SQ.MM,PILC,11KV,HTCF SECTION,JUHU TARA NO.4,9057,JUHU TARA NO.1,9058
225+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,KHOTWADI NO.2,13558,KHOTWADI SOUTH,9080
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GUJRAT BHAVAN,37565,AMBIVLI HOUSING NO.2,7714
120+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,ARMY WELFARE NO.1,11302,GUJRAT BHAVAN,37564
120SQ.MM,PILC,11KV,HTCF SECTION,LOKHANDWALA NORTH NO.1,7615,MOVIE TOWER,7621
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240SQ.MM,PILC,11KV,HTCF SECTION,OBEROI SKY GARDEN,18761,DENZIL APARTMENT,13243
120+300SQ.MM,XLPE,11KV,HTCF SECTION,M H A D A NO.2,13923,AMBIVLI HOUSING NO.3,7493
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,PARVATI SOCIETY,35523,PEARL HEIGHT NO.2,32122
120SQ.MM,PILC,11KV,HTCF SECTION,YARI ROAD,2628,HARMINDER SINGH ROAD,11632
120SQ.MM,PILC,11KV,HTCF SECTION,LOKHANDWALA NO.4,9630,LOKHANDWALA CENTRAL,10179
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,DEEP TOWER,18982,MARBLE ARCH,12087
120SQ.MM,PILC,11KV,HTCF SECTION,MILLAT NAGAR NO.1,13255,YAMUNA NAGAR NO.1,7862
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,DANDA CENTRAL,6862,DANDA VILLAGE NO.3,16026
300SQ.MM,XLPE,11KV,HTCF SECTION,24TH ROAD RS,31553,LINKS,37785
120SQ.MM,PILC,11KV,HTCF SECTION,DANDA VILLAGE NO.2,14672,JUHU TELECOM HOUSING,14544
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,RIZVI CHAMBERS,10435,HILL ROAD NO.3,28960
240SQ.MM,PILC,11KV,HTCF SECTION,BANDRA TANK NO.1,7034,RIZVI CHAMBERS,10437
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,RUBY LIGHT CHS,35013,AMBEDKAR ROAD NO.1,2058
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,RUBY LIGHT CHS,35013,AMBEDKAR ROAD NO.1,2058
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,HI-CONS RESIDENCY,31117,SIXTEENTH (16TH) ROAD NO 2,31334
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,HI-CONS RESIDENCY,31117,SIXTEENTH (16TH) ROAD NO 2,31334
70+120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,AMBOLI NO.3,15645,AMBOLI NO.2,6818
120+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
120+150SQ.MM,PILC+XLPE,11KV,HTCF SECTION,AMBOLI NO.4,13208,AMBOLI NO.3,15643
120+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
120+150SQ.MM,PILC+XLPE,11KV,HTCF SECTION,AAREY NO.2,18066,AAREY UNIT NO.7 KIOSK,18008
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300+400SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,SHIVTEKADI,12250,PRATAP NAGAR NO.1,13867
240SQ.MM,PILC,11KV,HTCF SECTION,RAJESHWARI SOCIETY,18573,DYNA CRAFT,19010
240SQ.MM,PILC,11KV,HTCF SECTION,RAJESHWARI SOCIETY,18573,DYNA CRAFT,19010
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,S C BROTHERS,2995,PRATAP NAGAR PUMP HOUSE,15519
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
120SQ.MM,PILC,11KV,HTCF SECTION,TECNIS INDUSTRIES,18431,ACCUMAX,10670
300SQ.MM,XLPE,11KV,HTCF SECTION,SAI SHRADHA,25697,BRITTO WARE HOUSE,19377
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,TIFR,12509,CHEETA CAMP 5,32786
120+150SQ.MM,PILC+XLPE,11KV,HTCF SECTION,PAYALIPADA,26809,TROMBAY HOSPITAL,11688
240SQ.MM,PILC,11KV,HTCF SECTION,ANUGIRI,17597,BHARAT NGR 2,12372
240SQ.MM,PILC,11KV,HTCF SECTION,BHARAT NGR 2,12374,MAHATMA PHULE NGR,12151
240SQ.MM,PILC,11KV,HTCF SECTION,TROMBAY TOWNSHIP 2,29252,MANDALA,14389
,PILC,33KV,HTCF SECTION,,,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SAHAR RD NO 3,28454,HUMPHREY & GLASSGOW,16297
240SQ.MM,PILC,11KV,HTCF SECTION,SAHAR VILLAGE NORTH,15400,SAHAR CHURCH,10832
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240SQ.MM,PILC,11KV,HTCF SECTION,SEJAL,10632,ANDHERI SEWAGE,5956
240SQ.MM,PILC,11KV,HTCF SECTION,SEJAL,10632,ANDHERI SEWAGE,5956
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240SQ.MM,PILC,11KV,HTCF SECTION,VERSOVA VIEW,32854,FOUR BUNGLOW ROAD NO.2,18508
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,VERSOVA VIEW,7117,VERSOVA PUSHPAK,37387
120+150+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,VERSOVA VIEW,7117,VERSOVA PUSHPAK,37387
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,VERSOVA PUSHPAK,37388,PADMINI,12454
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,INCOME TAX COLONY,15801,RATNAGAR,34616
240SQ.MM,PILC,11KV,HTCF SECTION,RAHEJA CLASSIC,15577,AMBIVLI HOUSING NO.1,10154
240SQ.MM,PILC,11KV,HTCF SECTION,,,,
240SQ.MM,PILC,11KV,HTCF SECTION,VERSOVA R D P NO.2,14474,CHAITANYA HOUSING,14259
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
120SQ.MM,PILC,11KV,HTCF SECTION,MOHID,28218,VERSOVA MTNL,14135
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
120+150SQ.MM,PILC+XLPE,11KV,HTCF SECTION,ESIC NAGAR,6303,SHIV NAGAR,25416
120SQ.MM,PILC,11KV,HTCF SECTION,D N NAGAR NO.2,6931,ESIC NAGAR,6301
120SQ.MM,PILC,11KV,HTCF SECTION,GULISTAN NO.1,4314,KARACHI CITIZEN,10017
120+150SQ.MM,PILC+XLPE,11KV,HTCF SECTION,LAXMI INDUSTRIAL ESTATE NO.1,19605,MOHAN BAKERY,19780
120+150+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,WOOD ROW,32308,AFCONS,25210
120+150+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SUPREME INDUSTRIES,4722,SHASTRI NAGAR NO.5,12368
120+150+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,WOOD ROW,32308,AFCONS,25210
120+150+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SHASTRI NAGAR NO.5,12368,SUPREME INDUSTRIES,4722
120+150+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SHASTRI NAGAR NO.5,12368,SUPREME INDUSTRIES,4722
120+150+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,WOOD ROW,32308,AFCONS,25210
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,CHITRA LEKHA,11397,BEHRAMBAUG JAMATKHANA,37949
0.15+185+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,JOGESHWARI NORTH NO.3,13998,AYESHA TOWER,25339
300SQ.MM,XLPE,11KV,HTCF SECTION,SATYA HOUSE,30169,MARUTI CHAMBER,29453
300+120SQ.MM,PILC+XLPE,11KV,HTCF SECTION,ANDHERI WADAR SOCIETY,32688,VEERA DESAI ROAD,12390
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
120+150SQ.MM,PILC,11KV,HTCF SECTION,CRYSTAL PARADISE,25870,VISHAKHA ARCADE,31660
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
120+150SQ.MM,PILC+XLPE,11KV,HTCF SECTION,VISHAKHA ARCADE,31662,BHAIRAV,14109
120SQ.MM,PILC,11KV,HTCF SECTION,D N NAGAR NO.1,4187,INDIAN OIL NAGAR,9565
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
120SQ.MM,PILC,11KV,HTCF SECTION,D N NAGAR NO.1,4189,ESIC NAGAR,15483
120SQ.MM,PILC,11KV,HTCF SECTION,VERSOVA ROAD NO.1,6179,MUDRAN KAMGAR,18954
120SQ.MM,PILC,11KV,HTCF SECTION,VERSOVA ROAD NO.1,6179,MUDRAN KAMGAR,18954
120+150SQ.MM,PILC+XLPE,11KV,HTCF SECTION,VERSOVA ROAD NO.1,6178,G-7 MALL,29136
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SUNIL NIWAS,6359,MUDRAN KAMGAR,18952
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SUNIL NIWAS,6359,MUDRAN KAMGAR,18952
300+120SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SUNIL NIWAS,6359,MUDRAN KAMGAR,18952
120+150SQ.MM,PILC+XLPE,11KV,HTCF SECTION,OBEROI CHAMBER,29710,MONGINIS BAKERY BUS 2,17579
120+150SQ.MM,PILC+XLPE,11KV,HTCF SECTION,MAYFAIR HOUSING,30721,BHARDA WADI NO.2,14044
300SQ.MM,XLPE,11KV,HTCF SECTION,TELLY GALY,5136,PANTHOKI BAUG,18440
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,JUHU CROSS LANE,7105,HERITAGE HEIGHTS,30028
225+240SQ.MM,PILC,11KV,HTCF SECTION,FIDAI BAUG,4701,ANDHERI CO-OP SOCIETY,29365
300SQ.MM,XLPE,11KV,HTCF SECTION,JUHU CROSS LANE,37677,LALANI DIVINE,37675
225+240SQ.MM,PILC,11KV,HTCF SECTION,JEEVAN SEWA,9522,ST FRANCIS ROAD,13952
240SQ.MM,PILC,11KV,HTCF SECTION,RAM ZAROKA,15020,BARFIWALA LANE NO.1,14990
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,CENTRE SQUARE,29221,RAM ZAROKA,18936
120+150SQ.MM,PILC+XLPE,11KV,HTCF SECTION,ANDHERI SPORTS COMPLEX,9027,DEEPALI SOCIETY,28663
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GAZDHAR PUMPING,34683,PEARL PLAZA,36383
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,MEMON,26743,SUVIDHA SQUARE,37112
120+150SQ.MM,PILC+XLPE,11KV,HTCF SECTION,ETERNIA,29997,AMBIVLI VILLAGE,6606
120SQ.MM,PILC,11KV,HTCF SECTION,AMBIVLI VILLAGE,6607,GEETANJALI APARTMENT,15881
120+300+150SQ.MM,PILC+XLPE,11KV,HTCF SECTION,FORTUNE APARTMENT,38305,AMBOLI VILLAGE NO.2,34044
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,VERTEX,15853,NAGARDAS ROAD NO.1,429
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
120+150SQ.MM,PILC+XLPE,11KV,HTCF SECTION,AKSHAY GIRIKUNJ,28543,CAMA ROAD,7182
120+150+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,BINDRA SUIPES,36639,OM VIRAJ,29407
120SQ.MM,PILC,11KV,HTCF SECTION,GAVDEVI DONGRI NO.2,14815,GAVDEVI DONGRI,13197
120+150+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
120+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,PURAB PASHCCHIM,10951,KINDER GARDEN,26425
120+300+150SQ.MM,PILC+XLPE,11KV,HTCF SECTION,AMBOLI NO.1,76,PREM INDUSTRIES NO.1,6861
240SQ.MM,PILC,11KV,HTCF SECTION,,,,
240SQ.MM,PILC,11KV,HTCF SECTION,,,,
300+225SQ.MM,XLPE,11KV,HTCF SECTION,WADHAWALI,26215,GOLF CLUB,2169
120SQ.MM,PILC,11KV,HTCF SECTION,AYODHYA NGR,16438,NAGABABA NGR 1,25462
120SQ.MM,PILC,11KV,HTCF SECTION,AYODHYA NGR,16438,NAGABABA NGR 1,25462
70SQ.MM,PILC,11KV,HTCF SECTION,INDIAN OIL 1,5585,ONGC,16943
240SQ.MM,PILC,11KV,HTCF SECTION,,,,
120+150SQ.MM,PILC+XLPE,11KV,HTCF SECTION,STANDARD DRUM,17968,GAVAN VILLEGE,34505
240SQ.MM,PILC,11KV,HTCF SECTION,,,,
120+150SQ.MM,PILC+XLPE,11KV,HTCF SECTION,STANDARD DRUM,17968,GAVAN VILLEGE,34505
70SQ.MM,PILC,11KV,HTCF SECTION,INDIAN OIL 1,5585,ONGC,16943
225+240SQ.MM,PILC,11KV,HTCF SECTION,CHARAI CEMETRY,11408,REPUBLIC,2190
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,INLACK HOSPITAL,9991,WADHAWALI NORTH,1068
225+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,FERTILIZER STAFF,835,R.C.MARG,9043
225SQ.MM,PILC,11KV,HTCF SECTION,R.C.MARG,5115,REPUBLIC,2191
225+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,FERTILIZER STAFF,835,R.C.MARG,9043
300+120+70SQ.MM,XLPE,11KV,HTCF SECTION,INDIAN OIL 1,5585,ONGC,16943
300SQ.MM,XLPE,11KV,HTCF SECTION,ARYAMAN TRANSIT,37990,ARYAMAN TRANSIT CAMP NO. 2,37995
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,BANDRA TALKIES,18896,BANDRA NORTH,2890
120SQ.MM,PILC,11KV,HTCF SECTION,MANGAL ARCHANA,7676,KHAR GYMKHANA,13318
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,THIRTY THIRD ROAD (33RD),26905,KHAR EXCHANGE,1011
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,KALPAK GAYATREE,36364,36 TURNER ROAD,34851
300+240+185SQ.MM,PILC+XLPE,11KV,HTCF SECTION,THIRD ROAD (3RD),30975,FORTUNE PARADISE,36876
120SQ.MM,PILC,11KV,HTCF SECTION,BANDRA (W) RAILWAY QUARTERS,18925,KHAR PUMPING,4117
300SQ.MM,XLPE,11KV,HTCF SECTION,RAGHUNATH ROAD,35458,BHOIWADA ROAD,9022
225+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,BANDRA BUS DEPOT,31397,BANDRA TANK NO.3,15113
225+240SQ.MM,PILC,11KV,HTCF SECTION,BANDRA BUS DEPOT,31397,BANDRA TANK NO.3,15113
185+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,THIRTEENTH ROAD (13TH),6583,F. A. CLASSIQUE,36966
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GOLIBAR NO.1,2403,ANAND MANGAL,28165
300SQ.MM,XLPE,11KV,HTCF SECTION,BANDRA TERMINUS,25162,DYMA ROAD,32283
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,DYMA ROAD,16232,KHERWADI RAILWAY QUARTERS,18892
120+150SQ.MM,XLPE,11KV,HTCF SECTION,KHERWADI NO.1,2670,GOVERNMENT POLYTECHNIC,7189
300SQ.MM,XLPE,11KV,HTCF SECTION,BANDRA TERMINUS,25162,DYMA ROAD,32283
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
120+150SQ.MM,XLPE,11KV,HTCF SECTION,KHERWADI NO.1,4086,ARTS AND CRAFTS COLLEGE,29061
120SQ.MM,PILC,11KV,HTCF SECTION,M I UDYOG,6232,MARUDHAR IND EST,10842
120SQ.MM,PILC,11KV,HTCF SECTION,VINU INDUSTRIES,36159,M I UDYOG,6233
120+300+240SQ.MM,XLPE,11KV,HTCF SECTION,GHODEV GARDEN,32193,BADRI NARAYANDHAM,9074
120+300+150SQ.MM,PILC+XLPE,11KV,HTCF SECTION,M I UDYOG,16141,BALAJI IND EST NO 1,6955
120+150SQ.MM,PILC,11KV,HTCF SECTION,MAYURESHWAR PARK,29777,VISHAL IND EST,12386
300+120SQ.MM,XLPE,11KV,HTCF SECTION,SATYAM APARTMENT NO 2,35431,RNP PARK,17684
120SQ.MM,PILC,11KV,HTCF SECTION,ASHA NAGAR NO 3,25242,SONAL PARK,17713
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SITA NAGAR,9608,GHODEV NORTH,10523
300SQ.MM,XLPE,11KV,HTCF SECTION,BHAYANDAR PUMP,6763,SITA NAGAR,9609
300SQ.MM,XLPE,11KV,HTCF SECTION,BHAYANDAR PUMP,6761,BHAYANDAR TELEPHONE EXCHANGE,15480
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,CHANDRESH NIKETAN,15676,CHHEDA ENCLAVE,29415
240SQ.MM,PILC,11KV,HTCF SECTION,LODHA COMPLEX,17358,CONCORD,17060
240SQ.MM,PILC,11KV,HTCF SECTION,LODHA COMPLEX,17358,CONCORD,17060
300SQ.MM,XLPE,11KV,HTCF SECTION,CABIN ROAD,11257,JESAL PARK NO 4,17106
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,BLOSSOM EDUCATION SOCIETY,32034,BALKRISHNA NAGAR,29674
120SQ.MM,PILC,11KV,HTCF SECTION,VIKAS INDUSTRIES NO 2,10125,RAVAL NAGAR,11339
120SQ.MM,PILC,11KV,HTCF SECTION,VIKAS INDUSTRIES NO 2,10125,RAVAL NAGAR,11339
120SQ.MM,PILC,11KV,HTCF SECTION,VIKAS INDUSTRIES NO 1,5547,A1 INDUSTRIES,12122
240SQ.MM,PILC,11KV,HTCF SECTION,BHARAT NAGAR NO 5,19093,AMAR IND EST,31979
240SQ.MM,PILC,11KV,HTCF SECTION,BHAYANDAR UDYOG NAGAR,16716,AMBA MATA INDUSTRIES,19489
300SQ.MM,XLPE,11KV,HTCF SECTION,GAUTAM ESTATES,38255,NAKSHATRA APARTMENT,37782
300SQ.MM,XLPE,11KV,HTCF SECTION,NAKSHATRA APARTMENT,37781,BHAIRAV SHRISTI,31924
300SQ.MM,XLPE,11KV,HTCF SECTION,MBMC SEWAGE,30150,DHAVGI DONGAR NORTH,30509
70+120SQ.MM,PILC,11KV,HTCF SECTION,MORVA CEMETERY,13781,TARODI,6871
120+70SQ.MM,PILC,11KV,HTCF SECTION,ALI BAUG,11574,DEV TALAV,17460
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,BHAYANDAR WEST NO 1,34902,SAI RATH TOWER,30640
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,BHAYANDAR WEST NO 1,34902,SAI RATH TOWER,30640
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,BHAYANDAR WEST NO 1,5088,MURDHE VILLAGE,16144
120SQ.MM,PILC,11KV,HTCF SECTION,KHARI NORTH NO 2,10234,KHARI NORTH NO 1,35726
120+150SQ.MM,XLPE,11KV,HTCF SECTION,R M PRABODHINI NO 2,16546,JIDICIARY ACADEMY,32312
120SQ.MM,PILC,11KV,HTCF SECTION,BOMBAY STONE,12340,VARSHA NGR 3,19048
185+120SQ.MM,PILC+XLPE,11KV,HTCF SECTION,MOUNT MARY,2643,KADESHWARI MANDIR ROAD,16912
300+240SQ.MM,XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
120SQ.MM,PILC,11KV,HTCF SECTION,KANE ROAD,5376,GOL MAHAL,14826
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,BEAU PRIDE,37191,CHINCHPOKALI ROAD,13534
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
120SQ.MM,PILC,11KV,HTCF SECTION,MEHBOOB,344,VINDYACHAL,9375
120+150SQ.MM,XLPE,11KV,HTCF SECTION,,,,
120SQ.MM,PILC,11KV,HTCF SECTION,VAISHALI NAGAR NO 5,17756,DHARKHADI,26686
300+120+150SQ.MM,PILC+XLPE,11KV,HTCF SECTION,RAHEJA ESTATE WEST,12246,SHUBH SARITA,39093
240SQ.MM,PILC,11KV,HTCF SECTION,KRISHNA NAGRI,25095,SAMBHAV DARSHAN,19313
300+240+400SQ.MM,XLPE,11KV,HTCF SECTION,,,,
240SQ.MM,PILC,11KV,HTCF SECTION,KRISHNA NAGRI,25095,SAMBHAV DARSHAN,19313
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
300+225+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
300+225+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
120+150+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,BACON FACTORY,2905,NATIONAL PARK,29523
300+240SQ.MM,XLPE,11KV,HTCF SECTION,AMBROSIA NO 2,36129,BACON FACTORY,18727
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
185+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,MAGATHANE NO 1,7902,TCS NO 1,12274
300+240+185SQ.MM,PILC+XLPE,11KV,HTCF SECTION,CRYSTAL HEIGHTS,37032,DESAI ROAD,2356
120SQ.MM,PILC,11KV,HTCF SECTION,ANUKSHA,13060,PRATIKSHA TOWER,25074
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,RAJ ARCADE,26952,ANUKSHA,13061
120+150SQ.MM,PILC+XLPE,11KV,HTCF SECTION,PRATIKSHA TOWER,25076,VASANT HOUSING 2,19531
120+150SQ.MM,PILC+XLPE,11KV,HTCF SECTION,PRATIKSHA TOWER,25076,VASANT HOUSING 2,19531
185+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,TULJAI,32454,SURESH SADAN,38495
240SQ.MM,PILC,11KV,HTCF SECTION,SUKUR WADI,38696,DWARKA APARTMENT,28725
300+240SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300+400SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
300+400SQ.MM,XLPE,11KV,HTCF SECTION,,,,
+300240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
300+120+150SQ.MM,PILC+XLPE,11KV,HTCF SECTION,CAMA NO.2,9958,BABULAL AVASTHI COMPOUND,28622
120SQ.MM,PILC,11KV,HTCF SECTION,CAMA NO.3,5324,N C DYING,11684
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
300+400SQ.MM,XLPE,11KV,HTCF SECTION,GOREGAON MHADA NO.1,11384,OBEROI MALL,28760
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,NATIONAL ECHO,1090,MAHAKALI CAVES ROAD WEST,13510
185+300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
0.3+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
0.1+120SQ.MM,PILC,11KV,HTCF SECTION,FRANCO INDIA,15657,HOECHST,7673
300SQ.MM,XLPE,11KV,HTCF SECTION,LAXMI NARAYAN 3,6969,MOHILI VILLEGE 2,11840
120SQ.MM,PILC,11KV,HTCF SECTION,KHERANI RD 1,9326,JUNGLESHWAR TEMPLE,10292
300SQ.MM,XLPE,11KV,HTCF SECTION,CHANDIVALI REHAB HSG NO.1,28756,CHANDIVALI REHAB HSG NO.7,28949
120SQ.MM,PILC,11KV,HTCF SECTION,R.K.POLYMER,15629,CHANDIVALI ICE & COLD,10744
300SQ.MM,XLPE,11KV,HTCF SECTION,F.F.CAMBEL,4591,R.K.POLYMER,15627
120SQ.MM,PILC,11KV,HTCF SECTION,ASHA PICTURE,14004,TROMBAY 4,12561
240SQ.MM,PILC,11KV,HTCF SECTION,AERB OFFICE COMPLEX,12967,ASHA PICTURE,14003
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,ASHA PICTURE,14006,TROMBAY TOWNSHIP 2,6752
240SQ.MM,PILC,11KV,HTCF SECTION,,,,
240SQ.MM,PILC,11KV,HTCF SECTION,AERB OFFICE COMPLEX,12967,ASHA PICTURE,14003
240SQ.MM,PILC,11KV,HTCF SECTION,AERB OFFICE COMPLEX,12967,ASHA PICTURE,14003
240SQ.MM,PILC,11KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,PANJARPOLE 2,36822,MOUNT RESORT,36745
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,K STAR MALL,30747,SHRI KRISHNA SOCIETY,32853
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
120SQ.MM,PILC,11KV,HTCF SECTION,GHATLA VILLEGE,11288,KHARDEO NGR 1,9215
120SQ.MM,PILC,11KV,HTCF SECTION,GHATLA VILLEGE,11288,KHARDEO NGR 1,9215
225+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,MAJETHIA IND EST,5071,GANESH IND,9951
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GOOD RELATION,18289,RAM NIWAS,32470
225+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,MAJETHIA IND EST,5071,GANESH IND,9951
300+240SQ.MM,XLPE,11KV,HTCF SECTION,SANJEEVANI CHS,34930,JYOTI HOMES,38774
120+150SQ.MM,PILC+XLPE,11KV,HTCF SECTION,NAGESH IND EST,26422,GOVANDI VILLEGE,4954
120SQ.MM,PILC,11KV,HTCF SECTION,NIMBONI BAUG 1,5512,SLAUGHTER HOUSE 2,11620
70+120+150SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SARAS BAUG,4971,STERLING APARTMENT,30635
225+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
