SWITCH_NO,STATION_NAME,STD_CABLE_SIZE,CABLE_TYPE,TIME_OUTAGE,SOURCE_SS,FROM_SWITCH,DESTINATION_SS,TO_SWITCH,VOLTAGE,TIME_DIFFERENCE_HOURS,RELAY_FUSE_B,DIVISION,RELAY_FUSE,FAULT_MONTH,PREV_FAULT_TIME,DAYS_SINCE_PREV,REPEAT_FAULT_1M,SOURCE_SWITCH_ID,DESTINATION_SWITCH_ID,MEASUREDLENGTH,PATH,CABLETYPE,NUMBEROFCORES,ARMOURED,NEUTRALMATERIAL,CABLEID,CABLECONDUCTORMATERIAL,DIVISIONCODE,ZONECODE,REMARKS,SOURCE_SS_cable,DESTINATION_SS_cable,DATECREATED,NO_OF_SEGMENT,SWNO_x,I_Month_01,PEAK_Month_01,CYCLE_Month_01,OVR_Month_01,Num_Faults,SWITCH_NO_cable,FAULT_FROM_SWITCH,FAULT_TO_SWITCH,FAULT_TIME_DIFFERENCE_HOURS_AVG,FAULT_LATEST_OUTAGE_TIME,IR_Measurement_MOhm,Tan_Delta,Partial_Discharge_Frequency,MONTH,PEAK_LOAD,MEAN_LOAD,STD_LOAD,CYCLE_COUNT,MONTH_NUM
220AAR77,220kV AAREY REC-STN,400,XLPE,2018-01-20 09:59:00+00:00,220KV AAREY REC-STN,220AAR77,VILE-PARLE REC-STN,33138,33KV,1.2227777777777775,,VANDRE,2.0,2018-01,2017-12-12 04:55:00+00:00,39.0,False,220AAR77,33138,6922.222,JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.03A -> JT.NO.03A → JT.NO.04 -> JT.NO.04 → JT.NO.04A -> JT.NO.04A → JT.NO.05C -> JT.NO.05 → JT.NO.05A -> JT.NO.05A → JT.NO.06 -> JT.NO.05B → JT.NO.05 -> JT.NO.05C → JT.NO.05B -> JT.NO.06 → JT.NO.06A -> JT.NO.06A → JT.NO.07 -> JT.NO.07 → JT.NO.07A -> JT.NO.07A → JT.NO.07B -> JT.NO.07B → JT.NO.07C -> JT.NO.07C → JT.NO.08 -> JT.NO.08 → JT.NO.08C -> JT.NO.08A → JT.NO.08B -> JT.NO.08B → JT.NO.09 -> JT.NO.08C → JT.NO.08A -> JT.NO.09 → JT.NO.09A -> JT.NO.09A → JT.NO.10A -> JT.NO.10 → JT.NO.11 -> JT.NO.10A → JT.NO.10 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13A -> JT.NO.13A → JT.NO.13 -> JT.NO.13A → JT.NO.14A -> JT.NO.14A → JT.NO.14B -> JT.NO.14B → JT.NO.15 -> JT.NO.15 → JT.NO.15A -> JT.NO.15A → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.17A -> JT.NO.17A → JT.NO.17B -> JT.NO.17B → JT.NO.18A -> JT.NO.18 → JT.NO.19 -> JT.NO.18A → JT.NO.18 -> JT.NO.19 → JT.NO.20 -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → JT.NO.21A -> JT.NO.21A → JT.NO.22 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.25 -> JT.NO.25 → JT.NO.26 -> JT.NO.26 → JT.NO.27 -> JT.NO.27 → JT.NO.27A -> JT.NO.27A → JT.NO.27B -> JT.NO.27B → JT.NO.28 -> JT.NO.28 → JT.NO.29 -> JT.NO.29 → JT.NO.29A -> JT.NO.29A → JT.NO.29B -> JT.NO.29B → JT.NO.30 -> JT.NO.30 → JT.NO.31 -> JT.NO.31 → JT.NO.32 -> JT.NO.32 → JT.NO.32A -> JT.NO.32A → JT.NO.32B -> JT.NO.32B → JT.NO.32C -> JT.NO.32C → JT.NO.33A -> JT.NO.33 → JT.NO.34 -> JT.NO.33A → JT.NO.33B -> JT.NO.33B → JT.NO.33 -> JT.NO.34 → JT.NO.34D -> JT.NO.34D → SWNO_33138 -> SWNO_220AA77 → JT.NO.01,XLPE,3.0,Y,AL,HT33KV6908561Q0Y,AL,2000.0,2023.0,NAN,220 kV AAREY EHV STATION,VILE-PARLE REC-STN,2009-08-05 00:00:00+00:00,67.0,33138.0,103.876,208.85,0.0,2.0,8.0,220AAR77,220AAR77,33138,0.87,2024-12-21 18:14:00+00:00,,,,,,,,,1
220AAR77,220kV AAREY REC-STN,400,XLPE,2018-08-20 16:48:00+00:00,220KV AAREY REC-STN,220AAR77,VILE-PARLE REC-STN,33138,33KV,0.0333333333333333,11.0,VANDRE,2.0,2018-08,2018-01-20 09:59:00+00:00,212.0,False,220AAR77,33138,6922.222,JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.03A -> JT.NO.03A → JT.NO.04 -> JT.NO.04 → JT.NO.04A -> JT.NO.04A → JT.NO.05C -> JT.NO.05 → JT.NO.05A -> JT.NO.05A → JT.NO.06 -> JT.NO.05B → JT.NO.05 -> JT.NO.05C → JT.NO.05B -> JT.NO.06 → JT.NO.06A -> JT.NO.06A → JT.NO.07 -> JT.NO.07 → JT.NO.07A -> JT.NO.07A → JT.NO.07B -> JT.NO.07B → JT.NO.07C -> JT.NO.07C → JT.NO.08 -> JT.NO.08 → JT.NO.08C -> JT.NO.08A → JT.NO.08B -> JT.NO.08B → JT.NO.09 -> JT.NO.08C → JT.NO.08A -> JT.NO.09 → JT.NO.09A -> JT.NO.09A → JT.NO.10A -> JT.NO.10 → JT.NO.11 -> JT.NO.10A → JT.NO.10 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13A -> JT.NO.13A → JT.NO.13 -> JT.NO.13A → JT.NO.14A -> JT.NO.14A → JT.NO.14B -> JT.NO.14B → JT.NO.15 -> JT.NO.15 → JT.NO.15A -> JT.NO.15A → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.17A -> JT.NO.17A → JT.NO.17B -> JT.NO.17B → JT.NO.18A -> JT.NO.18 → JT.NO.19 -> JT.NO.18A → JT.NO.18 -> JT.NO.19 → JT.NO.20 -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → JT.NO.21A -> JT.NO.21A → JT.NO.22 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.25 -> JT.NO.25 → JT.NO.26 -> JT.NO.26 → JT.NO.27 -> JT.NO.27 → JT.NO.27A -> JT.NO.27A → JT.NO.27B -> JT.NO.27B → JT.NO.28 -> JT.NO.28 → JT.NO.29 -> JT.NO.29 → JT.NO.29A -> JT.NO.29A → JT.NO.29B -> JT.NO.29B → JT.NO.30 -> JT.NO.30 → JT.NO.31 -> JT.NO.31 → JT.NO.32 -> JT.NO.32 → JT.NO.32A -> JT.NO.32A → JT.NO.32B -> JT.NO.32B → JT.NO.32C -> JT.NO.32C → JT.NO.33A -> JT.NO.33 → JT.NO.34 -> JT.NO.33A → JT.NO.33B -> JT.NO.33B → JT.NO.33 -> JT.NO.34 → JT.NO.34D -> JT.NO.34D → SWNO_33138 -> SWNO_220AA77 → JT.NO.01,XLPE,3.0,Y,AL,HT33KV6908561Q0Y,AL,2000.0,2023.0,NAN,220 kV AAREY EHV STATION,VILE-PARLE REC-STN,2009-08-05 00:00:00+00:00,67.0,33138.0,103.876,208.85,0.0,2.0,8.0,220AAR77,220AAR77,33138,0.87,2024-12-21 18:14:00+00:00,,,,,,,,,8
220AAR77,220 kV AAREY EHV STATION,400,XLPE,2022-07-03 12:40:00+00:00,220 KV AAREY EHV STATION,220AAR77,VILE-PARLE REC-STN,33138,33KV,0.4747222222222222,,VANDRE,2.0,2022-07,2018-08-20 16:48:00+00:00,1412.0,False,220AAR77,33138,6922.222,JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.03A -> JT.NO.03A → JT.NO.04 -> JT.NO.04 → JT.NO.04A -> JT.NO.04A → JT.NO.05C -> JT.NO.05 → JT.NO.05A -> JT.NO.05A → JT.NO.06 -> JT.NO.05B → JT.NO.05 -> JT.NO.05C → JT.NO.05B -> JT.NO.06 → JT.NO.06A -> JT.NO.06A → JT.NO.07 -> JT.NO.07 → JT.NO.07A -> JT.NO.07A → JT.NO.07B -> JT.NO.07B → JT.NO.07C -> JT.NO.07C → JT.NO.08 -> JT.NO.08 → JT.NO.08C -> JT.NO.08A → JT.NO.08B -> JT.NO.08B → JT.NO.09 -> JT.NO.08C → JT.NO.08A -> JT.NO.09 → JT.NO.09A -> JT.NO.09A → JT.NO.10A -> JT.NO.10 → JT.NO.11 -> JT.NO.10A → JT.NO.10 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13A -> JT.NO.13A → JT.NO.13 -> JT.NO.13A → JT.NO.14A -> JT.NO.14A → JT.NO.14B -> JT.NO.14B → JT.NO.15 -> JT.NO.15 → JT.NO.15A -> JT.NO.15A → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.17A -> JT.NO.17A → JT.NO.17B -> JT.NO.17B → JT.NO.18A -> JT.NO.18 → JT.NO.19 -> JT.NO.18A → JT.NO.18 -> JT.NO.19 → JT.NO.20 -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → JT.NO.21A -> JT.NO.21A → JT.NO.22 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.25 -> JT.NO.25 → JT.NO.26 -> JT.NO.26 → JT.NO.27 -> JT.NO.27 → JT.NO.27A -> JT.NO.27A → JT.NO.27B -> JT.NO.27B → JT.NO.28 -> JT.NO.28 → JT.NO.29 -> JT.NO.29 → JT.NO.29A -> JT.NO.29A → JT.NO.29B -> JT.NO.29B → JT.NO.30 -> JT.NO.30 → JT.NO.31 -> JT.NO.31 → JT.NO.32 -> JT.NO.32 → JT.NO.32A -> JT.NO.32A → JT.NO.32B -> JT.NO.32B → JT.NO.32C -> JT.NO.32C → JT.NO.33A -> JT.NO.33 → JT.NO.34 -> JT.NO.33A → JT.NO.33B -> JT.NO.33B → JT.NO.33 -> JT.NO.34 → JT.NO.34D -> JT.NO.34D → SWNO_33138 -> SWNO_220AA77 → JT.NO.01,XLPE,3.0,Y,AL,HT33KV6908561Q0Y,AL,2000.0,2023.0,NAN,220 kV AAREY EHV STATION,VILE-PARLE REC-STN,2009-08-05 00:00:00+00:00,67.0,33138.0,103.876,208.85,0.0,2.0,8.0,220AAR77,220AAR77,33138,0.87,2024-12-21 18:14:00+00:00,,,,,,,,,7
220AAR77,220 kV AAREY EHV STATION,400,XLPE,2022-08-04 21:08:00+00:00,220 KV AAREY EHV STATION,220AAR77,VILE-PARLE REC-STN,33138,33KV,0.4338888888888889,4.2,VANDRE,2.0,2022-08,2022-07-03 12:40:00+00:00,32.0,False,220AAR77,33138,6922.222,JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.03A -> JT.NO.03A → JT.NO.04 -> JT.NO.04 → JT.NO.04A -> JT.NO.04A → JT.NO.05C -> JT.NO.05 → JT.NO.05A -> JT.NO.05A → JT.NO.06 -> JT.NO.05B → JT.NO.05 -> JT.NO.05C → JT.NO.05B -> JT.NO.06 → JT.NO.06A -> JT.NO.06A → JT.NO.07 -> JT.NO.07 → JT.NO.07A -> JT.NO.07A → JT.NO.07B -> JT.NO.07B → JT.NO.07C -> JT.NO.07C → JT.NO.08 -> JT.NO.08 → JT.NO.08C -> JT.NO.08A → JT.NO.08B -> JT.NO.08B → JT.NO.09 -> JT.NO.08C → JT.NO.08A -> JT.NO.09 → JT.NO.09A -> JT.NO.09A → JT.NO.10A -> JT.NO.10 → JT.NO.11 -> JT.NO.10A → JT.NO.10 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13A -> JT.NO.13A → JT.NO.13 -> JT.NO.13A → JT.NO.14A -> JT.NO.14A → JT.NO.14B -> JT.NO.14B → JT.NO.15 -> JT.NO.15 → JT.NO.15A -> JT.NO.15A → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.17A -> JT.NO.17A → JT.NO.17B -> JT.NO.17B → JT.NO.18A -> JT.NO.18 → JT.NO.19 -> JT.NO.18A → JT.NO.18 -> JT.NO.19 → JT.NO.20 -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → JT.NO.21A -> JT.NO.21A → JT.NO.22 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.25 -> JT.NO.25 → JT.NO.26 -> JT.NO.26 → JT.NO.27 -> JT.NO.27 → JT.NO.27A -> JT.NO.27A → JT.NO.27B -> JT.NO.27B → JT.NO.28 -> JT.NO.28 → JT.NO.29 -> JT.NO.29 → JT.NO.29A -> JT.NO.29A → JT.NO.29B -> JT.NO.29B → JT.NO.30 -> JT.NO.30 → JT.NO.31 -> JT.NO.31 → JT.NO.32 -> JT.NO.32 → JT.NO.32A -> JT.NO.32A → JT.NO.32B -> JT.NO.32B → JT.NO.32C -> JT.NO.32C → JT.NO.33A -> JT.NO.33 → JT.NO.34 -> JT.NO.33A → JT.NO.33B -> JT.NO.33B → JT.NO.33 -> JT.NO.34 → JT.NO.34D -> JT.NO.34D → SWNO_33138 -> SWNO_220AA77 → JT.NO.01,XLPE,3.0,Y,AL,HT33KV6908561Q0Y,AL,2000.0,2023.0,NAN,220 kV AAREY EHV STATION,VILE-PARLE REC-STN,2009-08-05 00:00:00+00:00,67.0,33138.0,103.876,208.85,0.0,2.0,8.0,220AAR77,220AAR77,33138,0.87,2024-12-21 18:14:00+00:00,,,,,,,,,8
220AAR77,220 kV AAREY EHV STATION,400,XLPE,2024-05-30 23:55:00+00:00,220 KV AAREY EHV STATION,220AAR77,VILE-PARLE REC-STN,33138,33KV,2.5436111111111117,,VANDRE,3.0,2024-05,2022-08-04 21:08:00+00:00,665.0,False,220AAR77,33138,6922.222,JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.03A -> JT.NO.03A → JT.NO.04 -> JT.NO.04 → JT.NO.04A -> JT.NO.04A → JT.NO.05C -> JT.NO.05 → JT.NO.05A -> JT.NO.05A → JT.NO.06 -> JT.NO.05B → JT.NO.05 -> JT.NO.05C → JT.NO.05B -> JT.NO.06 → JT.NO.06A -> JT.NO.06A → JT.NO.07 -> JT.NO.07 → JT.NO.07A -> JT.NO.07A → JT.NO.07B -> JT.NO.07B → JT.NO.07C -> JT.NO.07C → JT.NO.08 -> JT.NO.08 → JT.NO.08C -> JT.NO.08A → JT.NO.08B -> JT.NO.08B → JT.NO.09 -> JT.NO.08C → JT.NO.08A -> JT.NO.09 → JT.NO.09A -> JT.NO.09A → JT.NO.10A -> JT.NO.10 → JT.NO.11 -> JT.NO.10A → JT.NO.10 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13A -> JT.NO.13A → JT.NO.13 -> JT.NO.13A → JT.NO.14A -> JT.NO.14A → JT.NO.14B -> JT.NO.14B → JT.NO.15 -> JT.NO.15 → JT.NO.15A -> JT.NO.15A → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.17A -> JT.NO.17A → JT.NO.17B -> JT.NO.17B → JT.NO.18A -> JT.NO.18 → JT.NO.19 -> JT.NO.18A → JT.NO.18 -> JT.NO.19 → JT.NO.20 -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → JT.NO.21A -> JT.NO.21A → JT.NO.22 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.25 -> JT.NO.25 → JT.NO.26 -> JT.NO.26 → JT.NO.27 -> JT.NO.27 → JT.NO.27A -> JT.NO.27A → JT.NO.27B -> JT.NO.27B → JT.NO.28 -> JT.NO.28 → JT.NO.29 -> JT.NO.29 → JT.NO.29A -> JT.NO.29A → JT.NO.29B -> JT.NO.29B → JT.NO.30 -> JT.NO.30 → JT.NO.31 -> JT.NO.31 → JT.NO.32 -> JT.NO.32 → JT.NO.32A -> JT.NO.32A → JT.NO.32B -> JT.NO.32B → JT.NO.32C -> JT.NO.32C → JT.NO.33A -> JT.NO.33 → JT.NO.34 -> JT.NO.33A → JT.NO.33B -> JT.NO.33B → JT.NO.33 -> JT.NO.34 → JT.NO.34D -> JT.NO.34D → SWNO_33138 -> SWNO_220AA77 → JT.NO.01,XLPE,3.0,Y,AL,HT33KV6908561Q0Y,AL,2000.0,2023.0,NAN,220 kV AAREY EHV STATION,VILE-PARLE REC-STN,2009-08-05 00:00:00+00:00,67.0,33138.0,103.876,208.85,0.0,2.0,8.0,220AAR77,220AAR77,33138,0.87,2024-12-21 18:14:00+00:00,,,,2024-05,252.5880585,164.66422046448514,40.173327432315816,2292.0,5
220AAR77,220 kV AAREY EHV STATION,400,XLPE,2024-06-24 13:17:00+00:00,220 KV AAREY EHV STATION,220AAR77,VILE-PARLE REC-STN,33138,33KV,1.2652777777777775,,VANDRE,2.0,2024-06,2024-05-30 23:55:00+00:00,24.0,True,220AAR77,33138,6922.222,JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.03A -> JT.NO.03A → JT.NO.04 -> JT.NO.04 → JT.NO.04A -> JT.NO.04A → JT.NO.05C -> JT.NO.05 → JT.NO.05A -> JT.NO.05A → JT.NO.06 -> JT.NO.05B → JT.NO.05 -> JT.NO.05C → JT.NO.05B -> JT.NO.06 → JT.NO.06A -> JT.NO.06A → JT.NO.07 -> JT.NO.07 → JT.NO.07A -> JT.NO.07A → JT.NO.07B -> JT.NO.07B → JT.NO.07C -> JT.NO.07C → JT.NO.08 -> JT.NO.08 → JT.NO.08C -> JT.NO.08A → JT.NO.08B -> JT.NO.08B → JT.NO.09 -> JT.NO.08C → JT.NO.08A -> JT.NO.09 → JT.NO.09A -> JT.NO.09A → JT.NO.10A -> JT.NO.10 → JT.NO.11 -> JT.NO.10A → JT.NO.10 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13A -> JT.NO.13A → JT.NO.13 -> JT.NO.13A → JT.NO.14A -> JT.NO.14A → JT.NO.14B -> JT.NO.14B → JT.NO.15 -> JT.NO.15 → JT.NO.15A -> JT.NO.15A → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.17A -> JT.NO.17A → JT.NO.17B -> JT.NO.17B → JT.NO.18A -> JT.NO.18 → JT.NO.19 -> JT.NO.18A → JT.NO.18 -> JT.NO.19 → JT.NO.20 -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → JT.NO.21A -> JT.NO.21A → JT.NO.22 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.25 -> JT.NO.25 → JT.NO.26 -> JT.NO.26 → JT.NO.27 -> JT.NO.27 → JT.NO.27A -> JT.NO.27A → JT.NO.27B -> JT.NO.27B → JT.NO.28 -> JT.NO.28 → JT.NO.29 -> JT.NO.29 → JT.NO.29A -> JT.NO.29A → JT.NO.29B -> JT.NO.29B → JT.NO.30 -> JT.NO.30 → JT.NO.31 -> JT.NO.31 → JT.NO.32 -> JT.NO.32 → JT.NO.32A -> JT.NO.32A → JT.NO.32B -> JT.NO.32B → JT.NO.32C -> JT.NO.32C → JT.NO.33A -> JT.NO.33 → JT.NO.34 -> JT.NO.33A → JT.NO.33B -> JT.NO.33B → JT.NO.33 -> JT.NO.34 → JT.NO.34D -> JT.NO.34D → SWNO_33138 -> SWNO_220AA77 → JT.NO.01,XLPE,3.0,Y,AL,HT33KV6908561Q0Y,AL,2000.0,2023.0,NAN,220 kV AAREY EHV STATION,VILE-PARLE REC-STN,2009-08-05 00:00:00+00:00,67.0,33138.0,103.876,208.85,0.0,2.0,8.0,220AAR77,220AAR77,33138,0.87,2024-12-21 18:14:00+00:00,,,,2024-06,223.4472351,149.7624447742857,42.28656354692029,2310.0,6
220AAR77,220 kV AAREY EHV STATION,400,XLPE,2024-12-21 18:14:00+00:00,220 KV AAREY EHV STATION,220AAR77,VILE-PARLE REC-STN,33138,33KV,0.0166666666666666,4.0,VANDRE,2.0,2024-12,2024-06-24 13:17:00+00:00,180.0,False,220AAR77,33138,6922.222,JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.03A -> JT.NO.03A → JT.NO.04 -> JT.NO.04 → JT.NO.04A -> JT.NO.04A → JT.NO.05C -> JT.NO.05 → JT.NO.05A -> JT.NO.05A → JT.NO.06 -> JT.NO.05B → JT.NO.05 -> JT.NO.05C → JT.NO.05B -> JT.NO.06 → JT.NO.06A -> JT.NO.06A → JT.NO.07 -> JT.NO.07 → JT.NO.07A -> JT.NO.07A → JT.NO.07B -> JT.NO.07B → JT.NO.07C -> JT.NO.07C → JT.NO.08 -> JT.NO.08 → JT.NO.08C -> JT.NO.08A → JT.NO.08B -> JT.NO.08B → JT.NO.09 -> JT.NO.08C → JT.NO.08A -> JT.NO.09 → JT.NO.09A -> JT.NO.09A → JT.NO.10A -> JT.NO.10 → JT.NO.11 -> JT.NO.10A → JT.NO.10 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13A -> JT.NO.13A → JT.NO.13 -> JT.NO.13A → JT.NO.14A -> JT.NO.14A → JT.NO.14B -> JT.NO.14B → JT.NO.15 -> JT.NO.15 → JT.NO.15A -> JT.NO.15A → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.17A -> JT.NO.17A → JT.NO.17B -> JT.NO.17B → JT.NO.18A -> JT.NO.18 → JT.NO.19 -> JT.NO.18A → JT.NO.18 -> JT.NO.19 → JT.NO.20 -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → JT.NO.21A -> JT.NO.21A → JT.NO.22 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.25 -> JT.NO.25 → JT.NO.26 -> JT.NO.26 → JT.NO.27 -> JT.NO.27 → JT.NO.27A -> JT.NO.27A → JT.NO.27B -> JT.NO.27B → JT.NO.28 -> JT.NO.28 → JT.NO.29 -> JT.NO.29 → JT.NO.29A -> JT.NO.29A → JT.NO.29B -> JT.NO.29B → JT.NO.30 -> JT.NO.30 → JT.NO.31 -> JT.NO.31 → JT.NO.32 -> JT.NO.32 → JT.NO.32A -> JT.NO.32A → JT.NO.32B -> JT.NO.32B → JT.NO.32C -> JT.NO.32C → JT.NO.33A -> JT.NO.33 → JT.NO.34 -> JT.NO.33A → JT.NO.33B -> JT.NO.33B → JT.NO.33 -> JT.NO.34 → JT.NO.34D -> JT.NO.34D → SWNO_33138 -> SWNO_220AA77 → JT.NO.01,XLPE,3.0,Y,AL,HT33KV6908561Q0Y,AL,2000.0,2023.0,NAN,220 kV AAREY EHV STATION,VILE-PARLE REC-STN,2009-08-05 00:00:00+00:00,67.0,33138.0,103.876,208.85,0.0,2.0,8.0,220AAR77,220AAR77,33138,0.87,2024-12-21 18:14:00+00:00,,,,,,,,,12
220AAR88,220kV AAREY REC-STN,400,XLPE,2017-04-27 15:33:00+00:00,220KV AAREY REC-STN,220AAR88,RAHEJA I.T. PARK REC-STN,33139,33KV,1.903333333333333,,MALAD,2.0,2017-04,,,False,33211,33139,2862.7,JT.NO.28 → JT.NO.29 -> JT.NO.28A → JT.NO.28 -> JT.NO.28B → JT.NO.28A -> JT.NO.28C → JT.NO.28B -> JT.NO.28D → JT.NO.28C -> JT.NO.28E → JT.NO.28C -> JT.NO.28G → JT.NO.28F -> JT.NO.28H → JT.NO.28G -> JT.NO.28J → JT.NO.28H -> JT.NO.29 → JT.NO.29A -> JT.NO.29A → JT.NO.29B -> JT.NO.29C → JT.NO.30 -> JT.NO.30 → JT.NO.31 -> JT.NO.31 → JT.NO.32 -> JT.NO.32 → JT.NO.33 -> JT.NO.33 → JT.NO.34 -> JT.NO.34 → JT.NO.35 -> JT.NO.35 → JT.NO.36 -> JT.NO.36 → SWNO_33139 -> SWNO_33211 → JT.NO.28J,XLPE,3.0,Y,AL,HT11KV6908561QGK,AL,3000.0,3033.0,NAN,GOKULDHAM REC-STN,RAHEJA I.T. PARK REC-STN,2016-09-20 00:00:00+00:00,21.0,33139.0,55.647,99.19,0.0,0.0,0.0,,,,,,,,,,,,,,4
220AAR88,220kV AAREY REC-STN,400,XLPE,2017-05-19 15:32:00+00:00,220KV AAREY REC-STN,220AAR88,RAHEJA I.T. PARK REC-STN,33139,33KV,0.0166666666666666,,MALAD,2.0,2017-05,2017-04-27 15:33:00+00:00,21.0,True,33211,33139,2862.7,JT.NO.28 → JT.NO.29 -> JT.NO.28A → JT.NO.28 -> JT.NO.28B → JT.NO.28A -> JT.NO.28C → JT.NO.28B -> JT.NO.28D → JT.NO.28C -> JT.NO.28E → JT.NO.28C -> JT.NO.28G → JT.NO.28F -> JT.NO.28H → JT.NO.28G -> JT.NO.28J → JT.NO.28H -> JT.NO.29 → JT.NO.29A -> JT.NO.29A → JT.NO.29B -> JT.NO.29C → JT.NO.30 -> JT.NO.30 → JT.NO.31 -> JT.NO.31 → JT.NO.32 -> JT.NO.32 → JT.NO.33 -> JT.NO.33 → JT.NO.34 -> JT.NO.34 → JT.NO.35 -> JT.NO.35 → JT.NO.36 -> JT.NO.36 → SWNO_33139 -> SWNO_33211 → JT.NO.28J,XLPE,3.0,Y,AL,HT11KV6908561QGK,AL,3000.0,3033.0,NAN,GOKULDHAM REC-STN,RAHEJA I.T. PARK REC-STN,2016-09-20 00:00:00+00:00,21.0,33139.0,55.647,99.19,0.0,0.0,0.0,,,,,,,,,,,,,,5
220AAR88,220kV AAREY REC-STN,400,XLPE,2017-11-28 17:34:00+00:00,220KV AAREY REC-STN,220AAR88,RAHEJA I.T. PARK REC-STN,33139,33KV,0.0166666666666666,,MALAD,2.0,2017-11,2017-05-19 15:32:00+00:00,193.0,False,33211,33139,2862.7,JT.NO.28 → JT.NO.29 -> JT.NO.28A → JT.NO.28 -> JT.NO.28B → JT.NO.28A -> JT.NO.28C → JT.NO.28B -> JT.NO.28D → JT.NO.28C -> JT.NO.28E → JT.NO.28C -> JT.NO.28G → JT.NO.28F -> JT.NO.28H → JT.NO.28G -> JT.NO.28J → JT.NO.28H -> JT.NO.29 → JT.NO.29A -> JT.NO.29A → JT.NO.29B -> JT.NO.29C → JT.NO.30 -> JT.NO.30 → JT.NO.31 -> JT.NO.31 → JT.NO.32 -> JT.NO.32 → JT.NO.33 -> JT.NO.33 → JT.NO.34 -> JT.NO.34 → JT.NO.35 -> JT.NO.35 → JT.NO.36 -> JT.NO.36 → SWNO_33139 -> SWNO_33211 → JT.NO.28J,XLPE,3.0,Y,AL,HT11KV6908561QGK,AL,3000.0,3033.0,NAN,GOKULDHAM REC-STN,RAHEJA I.T. PARK REC-STN,2016-09-20 00:00:00+00:00,21.0,33139.0,55.647,99.19,0.0,0.0,0.0,,,,,,,,,,,,,,11
