SWITCH_NO,STATION_NAME,STD_CABLE_SIZE,CABLE_TYPE,TIME_OUTAGE,SOURCE_SS,FROM_SWITCH,DESTINATION_SS,TO_SWITCH,VOLTAGE,TIME_DIFFERENCE_HOURS,RELAY_FUSE_B,DIVISION,RELAY_FUSE,FAULT_MONTH,PREV_FAULT_TIME,DAYS_SINCE_PREV,REPEAT_FAULT_1M,SOURCE_SWITCH_ID,DESTINATION_SWITCH_ID,MEASUREDLENGTH,PATH,CABLETYPE,NUMBEROFCORES,ARMOURED,NEUTRALMATERIAL,CABLEID,CABLECONDUCTORMATERIAL,DIVISIONCODE,ZONECODE,REMARKS,SOURCE_SS_cable,DESTINATION_SS_cable,DATECREATED,NO_OF_SEGMENT,SWNO_x,I_Month_01,PEAK_Month_01,CYCLE_Month_01,OVR_Month_01,Num_Faults,SWITCH_NO_cable,FAULT_FROM_SWITCH,FAULT_TO_SWITCH,FAULT_TIME_DIFFERENCE_HOURS_AVG,FAULT_LATEST_OUTAGE_TIME,IR_Measurement_MOhm,Tan_Delta,Partial_Discharge_Frequency,MONTH,PEAK_LOAD,MEAN_LOAD,STD_LOAD,CYCLE_COUNT,MONTH_NUM
T22VIK07_04,TATA S VIKHROLI REC-STN,300+400,XLPE,2023-11-06 04:11:00+00:00,TAGORE NGR. REC-STN,01103,SHIVAJI NAGAR REC-STN,22001,22KV,2.5694444444444446,,POWAI,2.0,2023-11,2022-09-24 14:17:00+00:00,407.0,False,T22VIK0704,22001,6469.413,JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → JT.NO.22 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.25 -> JT.NO.25 → JT.NO.26 -> JT.NO.26 → JT.NO.27 -> JT.NO.27 → JT.NO.28 -> JT.NO.28 → JT.NO.29 -> JT.NO.29 → JT.NO.30 -> JT.NO.30 → JT.NO.31 -> JT.NO.31 → JT.NO.32 -> JT.NO.32 → JT.NO.33 -> JT.NO.33 → JT.NO.34 -> JT.NO.34 → JT.NO.34A -> JT.NO.34A → JT.NO.34B -> JT.NO.34B → JT.NO.37 -> JT.NO.37 → JT.NO.38 -> JT.NO.38 → JT.NO.39 -> JT.NO.39 → JT.NO.40 -> JT.NO.40 → JT.NO.41 -> JT.NO.41 -> SWNO_T22VIK0704 → JT.NO.01,XLPE,3.0,Y,AL,HT22KV6908561P13,AL,6000.0,6063.0,NAN,TATA'S VIKHROLI REC-STN,SHIVAJI NAGAR REC-STN,2019-02-06 00:00:00+00:00,42.0,22001.0,112.096,158.75,3.0,0.0,1.0,T22VIK0704,T22VIK0704,01103,0.462,2025-03-11 01:46:00+00:00,,,,,,,,,11
T33VEROG11H1,TATA S VERSOVA REC-STN,400,XLPE,2020-10-13 23:46:00+00:00,TATA S VERSOVA REC-STN,T33VEROG11H18,JUHU NORTH REC-STN,33001,33KV,2.410277777777778,,VANDRE,2.0,2020-10,,,False,T33VEROG11H18,33001,3030.1,JT.NO.15 -> JT.NO.15 → JT.NO.15A -> JT.NO.15 → JT.NO.16B -> JT.NO.16 → JT.NO.17B -> JT.NO.16A → JT.NO.16 -> JT.NO.16B → JT.NO.16A -> JT.NO.17 → JT.NO.18 -> JT.NO.17A → JT.NO.17B -> JT.NO.17B → JT.NO.17 -> JT.NO.17B → JT.NO.17A -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → JT.NO.22 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → JT.NO.23A -> JT.NO.23A → JT.NO.23B -> JT.NO.23B → JT.NO.24 -> JT.NO.24 → JT.NO.25 -> JT.NO.25 → JT.NO.26 -> JT.NO.26 → JT.NO.26A -> JT.NO.26A → JT.NO.26B -> JT.NO.26B → JT.NO.27 -> JT.NO.27 → JT.NO.28 -> JT.NO.28 → JT.NO.29 -> JT.NO.29 → JT.NO.30 -> JT.NO.30 → SWNO_33001,XLPE,3.0,Y,AL,HT33KV6908561KJO,AL,2000.0,2022.0,NAN,TATA'S VERSOVA REC-STN,JUHU NORTH REC-STN,2018-06-20 00:00:00+00:00,27.0,33001.0,102.706,243.88,1.0,132.0,4.0,T33VEROG11H18,T33VEROG11H18,33001,0.858,2024-05-14 07:23:00+00:00,,,,,,,,,10
T33VEROG11H18,TATA S VERSOVA REC-STN,400,XLPE,2021-09-04 05:54:00+00:00,TATA S VERSOVA REC-STN,T33VEROG11H18,JUHU NORTH REC-STN,33001,33KV,0.4072222222222222,3.8,VANDRE,3.0,2021-09,2020-10-13 23:46:00+00:00,325.0,False,T33VEROG11H18,33001,3030.1,JT.NO.15 -> JT.NO.15 → JT.NO.15A -> JT.NO.15 → JT.NO.16B -> JT.NO.16 → JT.NO.17B -> JT.NO.16A → JT.NO.16 -> JT.NO.16B → JT.NO.16A -> JT.NO.17 → JT.NO.18 -> JT.NO.17A → JT.NO.17B -> JT.NO.17B → JT.NO.17 -> JT.NO.17B → JT.NO.17A -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → JT.NO.22 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → JT.NO.23A -> JT.NO.23A → JT.NO.23B -> JT.NO.23B → JT.NO.24 -> JT.NO.24 → JT.NO.25 -> JT.NO.25 → JT.NO.26 -> JT.NO.26 → JT.NO.26A -> JT.NO.26A → JT.NO.26B -> JT.NO.26B → JT.NO.27 -> JT.NO.27 → JT.NO.28 -> JT.NO.28 → JT.NO.29 -> JT.NO.29 → JT.NO.30 -> JT.NO.30 → SWNO_33001,XLPE,3.0,Y,AL,HT33KV6908561KJO,AL,2000.0,2022.0,NAN,TATA'S VERSOVA REC-STN,JUHU NORTH REC-STN,2018-06-20 00:00:00+00:00,27.0,33001.0,102.706,243.88,1.0,132.0,4.0,T33VEROG11H18,T33VEROG11H18,33001,0.858,2024-05-14 07:23:00+00:00,,,,,,,,,9
T33VEROG11H18,TATA S VERSOVA REC-STN,400,XLPE,2021-11-09 12:48:00+00:00,TATA S VERSOVA REC-STN,T33VEROG11H18,JUHU NORTH REC-STN,33001,33KV,0.0425,,VANDRE,2.0,2021-11,2021-09-04 05:54:00+00:00,66.0,False,T33VEROG11H18,33001,3030.1,JT.NO.15 -> JT.NO.15 → JT.NO.15A -> JT.NO.15 → JT.NO.16B -> JT.NO.16 → JT.NO.17B -> JT.NO.16A → JT.NO.16 -> JT.NO.16B → JT.NO.16A -> JT.NO.17 → JT.NO.18 -> JT.NO.17A → JT.NO.17B -> JT.NO.17B → JT.NO.17 -> JT.NO.17B → JT.NO.17A -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → JT.NO.22 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → JT.NO.23A -> JT.NO.23A → JT.NO.23B -> JT.NO.23B → JT.NO.24 -> JT.NO.24 → JT.NO.25 -> JT.NO.25 → JT.NO.26 -> JT.NO.26 → JT.NO.26A -> JT.NO.26A → JT.NO.26B -> JT.NO.26B → JT.NO.27 -> JT.NO.27 → JT.NO.28 -> JT.NO.28 → JT.NO.29 -> JT.NO.29 → JT.NO.30 -> JT.NO.30 → SWNO_33001,XLPE,3.0,Y,AL,HT33KV6908561KJO,AL,2000.0,2022.0,NAN,TATA'S VERSOVA REC-STN,JUHU NORTH REC-STN,2018-06-20 00:00:00+00:00,27.0,33001.0,102.706,243.88,1.0,132.0,4.0,T33VEROG11H18,T33VEROG11H18,33001,0.858,2024-05-14 07:23:00+00:00,,,,,,,,,11
T33VEROG11H18,TATA S VERSOVA REC-STN,400,XLPE,2024-04-09 13:29:00+00:00,TATA S VERSOVA REC-STN,T33VEROG11H18,JUHU NORTH REC-STN,33001,33KV,0.4666666666666667,,VANDRE,4.0,2024-04,2021-11-09 12:48:00+00:00,882.0,False,T33VEROG11H18,33001,3030.1,JT.NO.15 -> JT.NO.15 → JT.NO.15A -> JT.NO.15 → JT.NO.16B -> JT.NO.16 → JT.NO.17B -> JT.NO.16A → JT.NO.16 -> JT.NO.16B → JT.NO.16A -> JT.NO.17 → JT.NO.18 -> JT.NO.17A → JT.NO.17B -> JT.NO.17B → JT.NO.17 -> JT.NO.17B → JT.NO.17A -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → JT.NO.22 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → JT.NO.23A -> JT.NO.23A → JT.NO.23B -> JT.NO.23B → JT.NO.24 -> JT.NO.24 → JT.NO.25 -> JT.NO.25 → JT.NO.26 -> JT.NO.26 → JT.NO.26A -> JT.NO.26A → JT.NO.26B -> JT.NO.26B → JT.NO.27 -> JT.NO.27 → JT.NO.28 -> JT.NO.28 → JT.NO.29 -> JT.NO.29 → JT.NO.30 -> JT.NO.30 → SWNO_33001,XLPE,3.0,Y,AL,HT33KV6908561KJO,AL,2000.0,2022.0,NAN,TATA'S VERSOVA REC-STN,JUHU NORTH REC-STN,2018-06-20 00:00:00+00:00,27.0,33001.0,102.706,243.88,1.0,132.0,4.0,T33VEROG11H18,T33VEROG11H18,33001,0.858,2024-05-14 07:23:00+00:00,,,,2024-04,596.0,143.01929865354822,38.59709878861486,3692.0,4
T33VEROG11H18,TATA S VERSOVA REC-STN,400,XLPE,2024-05-14 07:23:00+00:00,TATA S VERSOVA REC-STN,T33VEROG11H18,JUHU NORTH REC-STN,33001,33KV,2.516111111111111,,VANDRE,3.0,2024-05,2024-04-09 13:29:00+00:00,34.0,False,T33VEROG11H18,33001,3030.1,JT.NO.15 -> JT.NO.15 → JT.NO.15A -> JT.NO.15 → JT.NO.16B -> JT.NO.16 → JT.NO.17B -> JT.NO.16A → JT.NO.16 -> JT.NO.16B → JT.NO.16A -> JT.NO.17 → JT.NO.18 -> JT.NO.17A → JT.NO.17B -> JT.NO.17B → JT.NO.17 -> JT.NO.17B → JT.NO.17A -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → JT.NO.22 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → JT.NO.23A -> JT.NO.23A → JT.NO.23B -> JT.NO.23B → JT.NO.24 -> JT.NO.24 → JT.NO.25 -> JT.NO.25 → JT.NO.26 -> JT.NO.26 → JT.NO.26A -> JT.NO.26A → JT.NO.26B -> JT.NO.26B → JT.NO.27 -> JT.NO.27 → JT.NO.28 -> JT.NO.28 → JT.NO.29 -> JT.NO.29 → JT.NO.30 -> JT.NO.30 → SWNO_33001,XLPE,3.0,Y,AL,HT33KV6908561KJO,AL,2000.0,2022.0,NAN,TATA'S VERSOVA REC-STN,JUHU NORTH REC-STN,2018-06-20 00:00:00+00:00,27.0,33001.0,102.706,243.88,1.0,132.0,4.0,T33VEROG11H18,T33VEROG11H18,33001,0.858,2024-05-14 07:23:00+00:00,,,,2024-05,220.1865997,152.33658360202222,28.090506799503974,3511.0,5
220VER64,220Kv VERSOVA REC-STN,400,XLPE,2016-09-20 08:00:00+00:00,220KV VERSOVA REC-STN,220VER64,JUHU NORTH REC-STN,33002,33KV,11.508333333333333,,VANDRE,2.0,2016-09,,,False,220VER64,33002,5676.302,JT.NO.01 → JT.NO.01A -> JT.NO.01A → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.05A -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15C -> JT.NO.15 → JT.NO.16B -> JT.NO.15A → JT.NO.15 -> JT.NO.15B → JT.NO.15A -> JT.NO.15C → JT.NO.15B -> JT.NO.16A → JT.NO.17E -> JT.NO.16B → JT.NO.16A -> JT.NO.17A → JT.NO.18 -> JT.NO.17B → JT.NO.17 -> JT.NO.17C → JT.NO.17B -> JT.NO.17D → JT.NO.17C -> JT.NO.17E → JT.NO.17D -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → JT.NO.22 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.25B -> JT.NO.25 → JT.NO.26 -> JT.NO.25A → JT.NO.25 -> JT.NO.25B → JT.NO.25A -> JT.NO.26 → JT.NO.26Y -> JT.NO.26Y → JT.NO.26Z -> JT.NO.26Z → JT.NO.27 -> JT.NO.27 → JT.NO.28 -> JT.NO.28 → JT.NO.29 -> JT.NO.29 → JT.NO.30 -> JT.NO.30 → SWNO_33002 -> SWNO_220VE64 → JT.NO.01,XLPE,3.0,Y,AL,HT33KV690856161H,AL,2000.0,2022.0,NAN,220kV VERSOVA REC-STN,JUHU NORTH REC-STN,2010-12-06 00:00:00+00:00,45.0,33002.0,117.16,243.9,1.0,22.0,6.0,220VER64,220VER64,33002,14.85,2022-05-26 23:54:00+00:00,,,,,,,,,9
220VER64,220Kv VERSOVA REC-STN,400,XLPE,2016-11-28 15:03:00+00:00,220KV VERSOVA REC-STN,220VER64,JUHU NORTH REC-STN,33002,33KV,0.0416666666666666,,VANDRE,3.0,2016-11,2016-09-20 08:00:00+00:00,69.0,False,220VER64,33002,5676.302,JT.NO.01 → JT.NO.01A -> JT.NO.01A → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.05A -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15C -> JT.NO.15 → JT.NO.16B -> JT.NO.15A → JT.NO.15 -> JT.NO.15B → JT.NO.15A -> JT.NO.15C → JT.NO.15B -> JT.NO.16A → JT.NO.17E -> JT.NO.16B → JT.NO.16A -> JT.NO.17A → JT.NO.18 -> JT.NO.17B → JT.NO.17 -> JT.NO.17C → JT.NO.17B -> JT.NO.17D → JT.NO.17C -> JT.NO.17E → JT.NO.17D -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → JT.NO.22 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.25B -> JT.NO.25 → JT.NO.26 -> JT.NO.25A → JT.NO.25 -> JT.NO.25B → JT.NO.25A -> JT.NO.26 → JT.NO.26Y -> JT.NO.26Y → JT.NO.26Z -> JT.NO.26Z → JT.NO.27 -> JT.NO.27 → JT.NO.28 -> JT.NO.28 → JT.NO.29 -> JT.NO.29 → JT.NO.30 -> JT.NO.30 → SWNO_33002 -> SWNO_220VE64 → JT.NO.01,XLPE,3.0,Y,AL,HT33KV690856161H,AL,2000.0,2022.0,NAN,220kV VERSOVA REC-STN,JUHU NORTH REC-STN,2010-12-06 00:00:00+00:00,45.0,33002.0,117.16,243.9,1.0,22.0,6.0,220VER64,220VER64,33002,14.85,2022-05-26 23:54:00+00:00,,,,,,,,,11
220VER64,220kV VERSOVA REC-STN,400,XLPE,2020-02-06 10:42:00+00:00,220KV VERSOVA REC-STN,220VER64,JUHU NORTH REC-STN,33002,33KV,0.5963888888888889,,VANDRE,2.0,2020-02,2016-11-28 15:03:00+00:00,1164.0,False,220VER64,33002,5676.302,JT.NO.01 → JT.NO.01A -> JT.NO.01A → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.05A -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15C -> JT.NO.15 → JT.NO.16B -> JT.NO.15A → JT.NO.15 -> JT.NO.15B → JT.NO.15A -> JT.NO.15C → JT.NO.15B -> JT.NO.16A → JT.NO.17E -> JT.NO.16B → JT.NO.16A -> JT.NO.17A → JT.NO.18 -> JT.NO.17B → JT.NO.17 -> JT.NO.17C → JT.NO.17B -> JT.NO.17D → JT.NO.17C -> JT.NO.17E → JT.NO.17D -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → JT.NO.22 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.25B -> JT.NO.25 → JT.NO.26 -> JT.NO.25A → JT.NO.25 -> JT.NO.25B → JT.NO.25A -> JT.NO.26 → JT.NO.26Y -> JT.NO.26Y → JT.NO.26Z -> JT.NO.26Z → JT.NO.27 -> JT.NO.27 → JT.NO.28 -> JT.NO.28 → JT.NO.29 -> JT.NO.29 → JT.NO.30 -> JT.NO.30 → SWNO_33002 -> SWNO_220VE64 → JT.NO.01,XLPE,3.0,Y,AL,HT33KV690856161H,AL,2000.0,2022.0,NAN,220kV VERSOVA REC-STN,JUHU NORTH REC-STN,2010-12-06 00:00:00+00:00,45.0,33002.0,117.16,243.9,1.0,22.0,6.0,220VER64,220VER64,33002,14.85,2022-05-26 23:54:00+00:00,,,,,,,,,2
220VER64,220kV VERSOVA REC-STN,400,XLPE,2021-09-04 05:54:14+00:00,220KV VERSOVA REC-STN,220VER64,JUHU NORTH REC-STN,33002,33KV,0.5794444444444444,,VANDRE,3.0,2021-09,2020-02-06 10:42:00+00:00,575.0,False,220VER64,33002,5676.302,JT.NO.01 → JT.NO.01A -> JT.NO.01A → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.05A -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15C -> JT.NO.15 → JT.NO.16B -> JT.NO.15A → JT.NO.15 -> JT.NO.15B → JT.NO.15A -> JT.NO.15C → JT.NO.15B -> JT.NO.16A → JT.NO.17E -> JT.NO.16B → JT.NO.16A -> JT.NO.17A → JT.NO.18 -> JT.NO.17B → JT.NO.17 -> JT.NO.17C → JT.NO.17B -> JT.NO.17D → JT.NO.17C -> JT.NO.17E → JT.NO.17D -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → JT.NO.22 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.25B -> JT.NO.25 → JT.NO.26 -> JT.NO.25A → JT.NO.25 -> JT.NO.25B → JT.NO.25A -> JT.NO.26 → JT.NO.26Y -> JT.NO.26Y → JT.NO.26Z -> JT.NO.26Z → JT.NO.27 -> JT.NO.27 → JT.NO.28 -> JT.NO.28 → JT.NO.29 -> JT.NO.29 → JT.NO.30 -> JT.NO.30 → SWNO_33002 -> SWNO_220VE64 → JT.NO.01,XLPE,3.0,Y,AL,HT33KV690856161H,AL,2000.0,2022.0,NAN,220kV VERSOVA REC-STN,JUHU NORTH REC-STN,2010-12-06 00:00:00+00:00,45.0,33002.0,117.16,243.9,1.0,22.0,6.0,220VER64,220VER64,33002,14.85,2022-05-26 23:54:00+00:00,,,,,,,,,9
220VER64,220kV VERSOVA REC-STN,400,XLPE,2021-11-09 12:51:00+00:00,220KV VERSOVA REC-STN,220VER64,JUHU NORTH REC-STN,33002,33KV,76.32388888888889,,VANDRE,2.0,2021-11,2021-09-04 05:54:14+00:00,66.0,False,220VER64,33002,5676.302,JT.NO.01 → JT.NO.01A -> JT.NO.01A → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.05A -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15C -> JT.NO.15 → JT.NO.16B -> JT.NO.15A → JT.NO.15 -> JT.NO.15B → JT.NO.15A -> JT.NO.15C → JT.NO.15B -> JT.NO.16A → JT.NO.17E -> JT.NO.16B → JT.NO.16A -> JT.NO.17A → JT.NO.18 -> JT.NO.17B → JT.NO.17 -> JT.NO.17C → JT.NO.17B -> JT.NO.17D → JT.NO.17C -> JT.NO.17E → JT.NO.17D -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → JT.NO.22 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.25B -> JT.NO.25 → JT.NO.26 -> JT.NO.25A → JT.NO.25 -> JT.NO.25B → JT.NO.25A -> JT.NO.26 → JT.NO.26Y -> JT.NO.26Y → JT.NO.26Z -> JT.NO.26Z → JT.NO.27 -> JT.NO.27 → JT.NO.28 -> JT.NO.28 → JT.NO.29 -> JT.NO.29 → JT.NO.30 -> JT.NO.30 → SWNO_33002 -> SWNO_220VE64 → JT.NO.01,XLPE,3.0,Y,AL,HT33KV690856161H,AL,2000.0,2022.0,NAN,220kV VERSOVA REC-STN,JUHU NORTH REC-STN,2010-12-06 00:00:00+00:00,45.0,33002.0,117.16,243.9,1.0,22.0,6.0,220VER64,220VER64,33002,14.85,2022-05-26 23:54:00+00:00,,,,,,,,,11
220VER64,220kV VERSOVA REC-STN,400,XLPE,2022-05-26 23:54:00+00:00,220KV VERSOVA REC-STN,220VER64,JUHU NORTH REC-STN,33002,33KV,0.05,,VANDRE,2.0,2022-05,2021-11-09 12:51:00+00:00,198.0,False,220VER64,33002,5676.302,JT.NO.01 → JT.NO.01A -> JT.NO.01A → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.05A -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15C -> JT.NO.15 → JT.NO.16B -> JT.NO.15A → JT.NO.15 -> JT.NO.15B → JT.NO.15A -> JT.NO.15C → JT.NO.15B -> JT.NO.16A → JT.NO.17E -> JT.NO.16B → JT.NO.16A -> JT.NO.17A → JT.NO.18 -> JT.NO.17B → JT.NO.17 -> JT.NO.17C → JT.NO.17B -> JT.NO.17D → JT.NO.17C -> JT.NO.17E → JT.NO.17D -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → JT.NO.22 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.25B -> JT.NO.25 → JT.NO.26 -> JT.NO.25A → JT.NO.25 -> JT.NO.25B → JT.NO.25A -> JT.NO.26 → JT.NO.26Y -> JT.NO.26Y → JT.NO.26Z -> JT.NO.26Z → JT.NO.27 -> JT.NO.27 → JT.NO.28 -> JT.NO.28 → JT.NO.29 -> JT.NO.29 → JT.NO.30 -> JT.NO.30 → SWNO_33002 -> SWNO_220VE64 → JT.NO.01,XLPE,3.0,Y,AL,HT33KV690856161H,AL,2000.0,2022.0,NAN,220kV VERSOVA REC-STN,JUHU NORTH REC-STN,2010-12-06 00:00:00+00:00,45.0,33002.0,117.16,243.9,1.0,22.0,6.0,220VER64,220VER64,33002,14.85,2022-05-26 23:54:00+00:00,,,,,,,,,5
220AAR14,220Kv AAREY REC-STN,400,XLPE,2016-09-03 14:00:00+00:00,220KV AAREY REC-STN,220AAR14,SEEPZ REC-STN,33004,33KV,0.5833333333333334,,ANDHERI,2.0,2016-09,,,False,220AAR112,33004,1054.2,JT.NO.01 → JT.NO.02A -> JT.NO.01 → JT.NO.02B -> JT.NO.01A → JT.NO.01 -> JT.NO.02A → JT.NO.02 -> JT.NO.02B → JT.NO.02C -> JT.NO.02C → JT.NO.03B -> JT.NO.03 → JT.NO.04 -> JT.NO.03A → JT.NO.03 -> JT.NO.03B → JT.NO.03A -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → SWNO_33004 -> SWNO_220AAR112 → JT.NO.01,XLPE,3.0,Y,AL,HT33KV6908561OEW,AL,2000.0,2023.0,NAN,220 kV AAREY EHV STATION,SEEPZ REC-STN,2008-12-01 00:00:00+00:00,12.0,33004.0,49.72,256.0,10.0,472.0,0.0,,,,,,,,,,,,,,9
