FEEDER_ID,FROM_TO,SOURCE_LOCATION,DESTINATION_LOCATION,RANK,FROM_SWITCH,TO_SWITCH
29202,10188-41048,1S-MH-MU-ZET-CL08-8221,1S-MH-MU-ZET-CL08-9765,4,10188,41048
29202,41047-39969,1S-MH-MU-ZET-CL08-9765,1S-MH-MU-ZET-CL08-9732,5,41047,39969
29202,7337-25661,1S-MH-MU-ZET-CL08-8499,1S-MH-MU-ZET-CL08-9011,2.1,7337,25661
29202,5296-17595,1S-MH-MU-ZET-CL11-8177,1S-MH-MU-ZET-CL11-8036,1.1,5296,17595
29202,17596-12373,1S-MH-MU-ZET-CL11-8036,1S-MH-MU-ZET-CL12-8090,1.2,17596,12373
29202,12372-12151,1S-MH-MU-ZET-CL12-8090,1S-MH-MU-ZET-CL12-8524,1.3,12372,12151
29202,5298-31036,1S-MH-MU-ZET-CL11-8177,1S-MH-MU-ZET-CL11-8049,1.2,5298,31036
29203,29203-17065,1S-MH-MU-ZET-RSTN-ACRO,1S-MH-MU-ZET-CL11-8553,1,29203,17065
29203,17066-18431,1S-MH-MU-ZET-CL11-8553,1S-MH-MU-ZET-CL11-8852,2,17066,18431
29203,18433-6021,1S-MH-MU-ZET-CL11-8852,1S-MH-MU-ZET-CL11-8240,3,18433,6021
29203,6020-19377,1S-MH-MU-ZET-CL11-8240,1S-MH-MU-ZET-CL11-9871,4,6020,19377
29203,19378-25697,1S-MH-MU-ZET-CL11-9871,1S-MH-MU-ZET-CL11-9014,5,19378,25697
29203,25698-2883,1S-MH-MU-ZET-CL11-9014,1S-MH-MU-ZET-CL11-8548,6,25698,2883
29203,2881-38596,1S-MH-MU-ZET-CL11-8548,1S-MH-MU-ZET-CL11-9681,7,2881,38596
29203,38597-16414,1S-MH-MU-ZET-CL11-9681,1S-MH-MU-ZET-CL11-8218,8,38597,16414
29203,38598-30489,1S-MH-MU-ZET-CL11-9681,1S-MH-MU-ZET-CL11-9183,7.1,38598,30489
29203,17067-10672,1S-MH-MU-ZET-CL11-8553,1S-MH-MU-ZET-CL11-8003,1.1,17067,10672
29205,29205-CAP BANK,1S-MH-MU-ZET-RSTN-ACRO,1S-MH-MU-ZET-RSTN-ACRO,1,29205,CAP BANK
29207,29207-6630,1S-MH-MU-ZET-RSTN-ACRO,1S-MH-MU-ZET-CL11-8898,1,29207,6630
29207,11436-842,1S-MH-MU-ZET-CL11-8898,1S-MH-MU-ZET-CL11-8324,2,11436,842
29207,14441-2872,1S-MH-MU-ZET-CL11-8324,1S-MH-MU-ZET-CL11-8116,3,14441,2872
29207,2874-25279,1S-MH-MU-ZET-CL11-8116,1S-MH-MU-ZET-RSTN-CHEM,4,2874,25279
29207,2873-HTCONSUMER,1S-MH-MU-ZET-CL11-8116,NAN,3.1,2873,HTCONSUMER
29207,2207-29494,1S-MH-MU-ZET-CL11-8324,1S-MH-MU-ZET-CL11-9139,2.1,2207,29494
29207,29493-4973,1S-MH-MU-ZET-CL11-9139,1S-MH-MU-ZET-CL11-8749,2.2,29493,4973
29209,29209-26899,1S-MH-MU-ZET-RSTN-ACRO,1S-MH-MU-ZET-CL11-9060,1,29209,26899
29209,26901-17394,1S-MH-MU-ZET-CL11-9060,1S-MH-MU-ZET-CL11-8878,2,26901,17394
29209,29252-43105,1S-MH-MU-ZET-CL11-8878,1S-MH-MU-ZET-CL11-9866,3,29252,43105
29209,43104-14389,1S-MH-MU-ZET-CL11-9866,1S-MH-MU-ZET-CL11-8534,4,43104,14389
29209,14392-11690,1S-MH-MU-ZET-CL11-8534,1S-MH-MU-ZET-CL11-8871,5,14392,11690
29211,29211-4706,1S-MH-MU-ZET-RSTN-ACRO,1S-MH-MU-ZET-CL11-8322,1,29211,4706
29211,4708-2982,1S-MH-MU-ZET-CL11-8322,1S-MH-MU-ZET-CL11-8909,2,4708,2982
29211,2984-13325,1S-MH-MU-ZET-CL11-8909,1S-MH-MU-ZET-CL11-8706,3,2984,13325
29211,13324-26176,1S-MH-MU-ZET-CL11-8706,1S-MH-MU-ZET-CL11-8323,4,13324,26176
29211,26177-34431,1S-MH-MU-ZET-CL11-8323,1S-MH-MU-ZET-CL11-9353,5,26177,34431
29211,34432-32515,1S-MH-MU-ZET-CL11-9353,1S-MH-MU-ZET-CL11-8605,6,34432,32515
29211,31636-HTCONSUMER,1S-MH-MU-ZET-CL11-8909,NAN,2.1,31636,HTCONSUMER
29212,29212-6713,1S-MH-MU-ZET-RSTN-ACRO,1S-MH-MU-ZET-CL11-8890,1,29212,6713
29212,6711-12818,1S-MH-MU-ZET-CL11-8890,1S-MH-MU-ZET-CL11-8060,2,6711,12818
29212,12820-2926,1S-MH-MU-ZET-CL11-8060,1S-MH-MU-ZET-CL11-8877,3,12820,2926
29212,2927-14001,1S-MH-MU-ZET-CL11-8877,1S-MH-MU-ZET-CL11-8049,4,2927,14001
29212,12819-HTCONSUMER,1S-MH-MU-ZET-CL11-8060,NAN,2.1,12819,HTCONSUMER
29213,29213-14919,1S-MH-MU-ZET-RSTN-ACRO,1S-MH-MU-ZET-CL11-8054,1,29213,14919
29213,14921-28926,1S-MH-MU-ZET-CL11-8054,1S-MH-MU-ZET-CL11-9108,2,14921,28926
29213,28925-15620,1S-MH-MU-ZET-CL11-9108,1S-MH-MU-ZET-CL11-8357,3,28925,15620
29213,15622-14292,1S-MH-MU-ZET-CL11-8357,1S-MH-MU-ZET-CL11-8889,4,15622,14292
29214,29214-CAP BANK,1S-MH-MU-ZET-RSTN-ACRO,1S-MH-MU-ZET-RSTN-ACRO,1,29214,CAP BANK
10205,10205-18556,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2382,1,10205,18556
10205,18558-18559,1S-MH-MU-ZSC-CL09-2382,1S-MH-MU-ZSC-CL09-2383,2,18558,18559
10205,10205-10634,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2723,2,10205,10634
10205,10632-573,1S-MH-MU-ZSC-CL09-2723,1S-MH-MU-ZSC-CL09-2074,3,10632,573
10205,574-39130,1S-MH-MU-ZSC-CL09-2074,1S-MH-MU-ZSC-CL09-3373,4,574,39130
10205,39131-28802,1S-MH-MU-ZSC-CL09-3373,1S-MH-MU-ZSC-CL09-3058,5,39131,28802
10205,28803-32963,1S-MH-MU-ZSC-CL09-3058,1S-MH-MU-ZSC-CL08-3241,6,28803,32963
10205,32965-4857,1S-MH-MU-ZSC-CL08-3241,1S-MH-MU-ZSC-CL09-2185,7,32965,4857
10205,572-39962,1S-MH-MU-ZSC-CL09-2074,1S-MH-MU-ZSC-CL06-3404,3.1,572,39962
10205,39964-39632,1S-MH-MU-ZSC-CL06-3404,1S-MH-MU-ZSC-CL06-3489,3.2,39964,39632
10205,39633-5821,1S-MH-MU-ZSC-CL06-3489,1S-MH-MU-ZSC-CL06-2088,3.3,39633,5821
10205,16951-4853,1S-MH-MU-ZSC-CL09-2723,1S-MH-MU-ZSC-CL09-2366,2.1,16951,4853
10205,4855-6089,1S-MH-MU-ZSC-CL09-2366,1S-MH-MU-ZSC-CL09-2348,2.2,4855,6089
10205,6088-25212,1S-MH-MU-ZSC-CL09-2348,1S-MH-MU-ZSC-CL09-2019,2.3,6088,25212
10206,10206-4804,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2298,1,10206,4804
10206,4806-4856,1S-MH-MU-ZSC-CL09-2298,1S-MH-MU-ZSC-CL09-2185,2,4806,4856
10206,16854-18162,1S-MH-MU-ZSC-CL09-2185,1S-MH-MU-ZSC-CL09-2027,3,16854,18162
10206,18160-10129,1S-MH-MU-ZSC-CL09-2027,1S-MH-MU-ZSC-CL07-2739,4,18160,10129
10206,10131-35474,1S-MH-MU-ZSC-CL07-2739,1S-MH-MU-ZSC-CL07-3317,5,10131,35474
10206,35475-1045,1S-MH-MU-ZSC-CL07-3317,1S-MH-MU-ZSC-CL07-2297,6,35475,1045
10206,1047-35450,1S-MH-MU-ZSC-CL07-2297,1S-MH-MU-ZSC-CL09-3297,7,1047,35450
10206,4858-40848,1S-MH-MU-ZSC-CL09-2185,1S-MH-MU-ZSC-CL08-3291,2.1,4858,40848
10206,40847-29393,1S-MH-MU-ZSC-CL08-3291,1S-MH-MU-ZSC-CL09-3085,2.2,40847,29393
10206,29395-29956,1S-MH-MU-ZSC-CL09-3085,1S-MH-MU-ZSC-CL09-3112,2.3,29395,29956
10206,29954-29957,1S-MH-MU-ZSC-CL09-3112,1S-MH-MU-ZSC-CL09-3113,2.4,29954,29957
10206,29959-9025,1S-MH-MU-ZSC-CL09-3113,1S-MH-MU-ZSC-CL09-2075,2.5,29959,9025
10207,10207-41773,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL05-3321,1,10207,41773
10207,41772-35754,1S-MH-MU-ZSC-CL05-3321,1S-MH-MU-ZSC-CL09-3211,2,41772,35754
10207,35755-15803,1S-MH-MU-ZSC-CL09-3211,1S-MH-MU-ZSC-CL09-2281,3,35755,15803
10207,15801-34616,1S-MH-MU-ZSC-CL09-2281,1S-MH-MU-ZSC-CL06-3280,4,15801,34616
10207,34614-7119,1S-MH-MU-ZSC-CL06-3280,1S-MH-MU-ZSC-CL06-2835,5,34614,7119
10207,32854-18508,1S-MH-MU-ZSC-CL06-2835,1S-MH-MU-ZSC-CL06-2221,6,32854,18508
10207,7118-15373,1S-MH-MU-ZSC-CL06-2835,1S-MH-MU-ZSC-CL06-2222,5.1,7118,15373
10207,7117-37387,1S-MH-MU-ZSC-CL06-2835,1S-MH-MU-ZSC-CL06-3428,5.2,7117,37387
10207,35756-HTCONSUMER,1S-MH-MU-ZSC-CL09-3211,NAN,2.1,35756,HTCONSUMER
10209,10209-14433,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2244,1,10209,14433
10209,14435-7339,1S-MH-MU-ZSC-CL09-2244,1S-MH-MU-ZSC-CL09-2432,2,14435,7339
10209,7341-32373,1S-MH-MU-ZSC-CL09-2432,1S-MH-MU-ZSC-CL09-3225,3,7341,32373
10209,32374-32272,1S-MH-MU-ZSC-CL09-3225,1S-MH-MU-ZSC-CL09-3168,4,32374,32272
10209,32274-16164,1S-MH-MU-ZSC-CL09-3168,1S-MH-MU-ZSC-CL09-2806,5,32274,16164
10210,10210-38517,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL08-3475,1,10210,38517
10210,38516-19899,1S-MH-MU-ZSC-CL08-3475,1S-MH-MU-ZSC-CL09-2926,2,38516,19899
10210,19902-16613,1S-MH-MU-ZSC-CL09-2926,1S-MH-MU-ZSC-CL09-2607,3,19902,16613
10210,16615-9880,1S-MH-MU-ZSC-CL09-2607,1S-MH-MU-ZSC-CL09-3004,4,16615,9880
10210,9882-32413,1S-MH-MU-ZSC-CL09-3004,1S-MH-MU-ZSC-CL09-2765,5,9882,32413
10210,32415-7439,1S-MH-MU-ZSC-CL09-2765,1S-MH-MU-ZSC-CL09-2040,6,32415,7439
10210,7440-14263,1S-MH-MU-ZSC-CL09-2040,1S-MH-MU-ZSC-CL09-2815,7,7440,14263
10210,7442-15923,1S-MH-MU-ZSC-CL09-2040,1S-MH-MU-ZSC-CL09-2840,6.1,7442,15923
10210,32414-HTCONSUMER,1S-MH-MU-ZSC-CL09-2765,NAN,5.1,32414,HTCONSUMER
10210,10210-18335,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL05-2583,2,10210,18335
10210,18333-37506,1S-MH-MU-ZSC-CL05-2583,1S-MH-MU-ZSC-CL05-3379,3,18333,37506
10210,37508-15445,1S-MH-MU-ZSC-CL05-3379,1S-MH-MU-ZSC-CL05-2737,4,37508,15445
10210,15444-15393,1S-MH-MU-ZSC-CL05-2737,1S-MH-MU-ZSC-CL05-2288,5,15444,15393
10210,15391-32151,1S-MH-MU-ZSC-CL05-2288,1S-MH-MU-ZSC-CL05-3219,6,15391,32151
10210,32152-32146,1S-MH-MU-ZSC-CL05-3219,1S-MH-MU-ZSC-CL05-3217,7,32152,32146
10210,32144-32150,1S-MH-MU-ZSC-CL05-3217,1S-MH-MU-ZSC-CL05-3218,8,32144,32150
10210,32154-40189,1S-MH-MU-ZSC-CL05-3219,1S-MH-MU-ZSC-CL05-3499,6.2,32154,40189
10210,15391-9312,1S-MH-MU-ZSC-CL05-2288,1S-MH-MU-ZSC-CL05-2080,5.2,15391,9312
10211,10211-29463,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL05-3075,1,10211,29463
10212,10212-CAP BANK,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-RSTN-AMBI,1,10212,CAP BANK
10214,10214-38924,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-RSTN-AMBI,1,10214,38924
10214,38926-14475,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL05-2828,2,38926,14475
10214,14474-42675,1S-MH-MU-ZSC-CL05-2828,1S-MH-MU-ZSC-CL06-3484,3,14474,42675
10214,42676-14258,1S-MH-MU-ZSC-CL06-3484,1S-MH-MU-ZSC-CL06-2144,4,42676,14258
10214,14257-34656,1S-MH-MU-ZSC-CL06-2144,1S-MH-MU-ZSC-CL06-3254,5,14257,34656
10214,34658-9766,1S-MH-MU-ZSC-CL06-3254,1S-MH-MU-ZSC-CL06-2097,6,34658,9766
10214,9765-6024,1S-MH-MU-ZSC-CL06-2097,1S-MH-MU-ZSC-CL06-2229,7,9765,6024
10214,14442-6372,1S-MH-MU-ZSC-CL06-2229,1S-MH-MU-ZSC-CL06-2827,8,14442,6372
10214,6374-12473,1S-MH-MU-ZSC-CL06-2827,1S-MH-MU-ZSC-CL06-2309,9,6374,12473
10214,12471-7628,1S-MH-MU-ZSC-CL06-2309,1S-MH-MU-ZSC-CL06-2187,10,12471,7628
10214,6026-6084,1S-MH-MU-ZSC-CL06-2229,1S-MH-MU-ZSC-CL06-2433,7.1,6026,6084
10214,6082-10264,1S-MH-MU-ZSC-CL06-2433,1S-MH-MU-ZSC-CL06-2726,7.2,6082,10264
10214,14473-14574,1S-MH-MU-ZSC-CL05-2828,1S-MH-MU-ZSC-CL05-2833,2.1,14473,14574
10214,14573-15349,1S-MH-MU-ZSC-CL05-2833,1S-MH-MU-ZSC-CL05-2832,2.2,14573,15349
10214,38925-28218,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2895,1.1,38925,28218
10217,10217-11238,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2132,1,10217,11238
10217,11240-35525,1S-MH-MU-ZSC-CL09-2132,1S-MH-MU-ZSC-CL06-3340,2,11240,35525
10217,39662-9170,1S-MH-MU-ZSC-CL06-3340,1S-MH-MU-ZSC-CL06-2564,3,39662,9170
10217,9171-15123,1S-MH-MU-ZSC-CL06-2564,1S-MH-MU-ZSC-CL06-2677,4,9171,15123
10217,15125-11679,1S-MH-MU-ZSC-CL06-2677,1S-MH-MU-ZSC-CL06-2029,5,15125,11679
10217,11681-31830,1S-MH-MU-ZSC-CL06-2029,1S-MH-MU-ZSC-CL06-3194,6,11681,31830
10217,31832-26683,1S-MH-MU-ZSC-CL06-3194,1S-MH-MU-ZSC-CL06-2998,7,31832,26683
10217,9169-12456,1S-MH-MU-ZSC-CL06-2564,1S-MH-MU-ZSC-CL06-2598,3.1,9169,12456
10217,12454-37388,1S-MH-MU-ZSC-CL06-2598,1S-MH-MU-ZSC-CL06-3428,3.2,12454,37388
10219,10219-12470,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2376,1,10219,12470
10219,12468-7093,1S-MH-MU-ZSC-CL09-2376,1S-MH-MU-ZSC-CL09-2377,2,12468,7093
10219,12467-11778,1S-MH-MU-ZSC-CL09-2377,1S-MH-MU-ZSC-CL09-2381,3,12467,11778
10219,19605-19780,1S-MH-MU-ZSC-CL09-2381,1S-MH-MU-ZSC-CL09-2537,4,19605,19780
10219,7095-10340,1S-MH-MU-ZSC-CL09-2377,1S-MH-MU-ZSC-CL09-2378,2.1,7095,10340
10220,10220-14237,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2358,1,10220,14237
10220,15118-16367,1S-MH-MU-ZSC-CL09-2358,1S-MH-MU-ZSC-CL09-2372,2,15118,16367
10220,14235-28375,1S-MH-MU-ZSC-CL09-2358,NAN,1.1,14235,28375
10221,10221-CAP BANK,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-RSTN-AMBI,1,10221,CAP BANK
10222,10222-42332,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-3613,1,10222,42332
10222,42331-7258,1S-MH-MU-ZSC-CL09-3613,1S-MH-MU-ZSC-CL09-2380,2,42331,7258
10222,7258-12368,1S-MH-MU-ZSC-CL09-2380,1S-MH-MU-ZSC-CL05-2735,3,7258,12368
10222,12371-9305,1S-MH-MU-ZSC-CL05-2735,1S-MH-MU-ZSC-CL05-2733,4,12371,9305
10222,12370-30600,1S-MH-MU-ZSC-CL05-2735,1S-MH-MU-ZSC-CL05-3144,3.1,12370,30600
10222,7260-13666,1S-MH-MU-ZSC-CL09-2380,1S-MH-MU-ZSC-CL09-2379,2.1,7260,13666
10222,13665-10338,1S-MH-MU-ZSC-CL09-2379,1S-MH-MU-ZSC-CL09-2378,2.2,13665,10338
10222,10222-4722,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2765,2,10222,4722
10222,4721-37314,1S-MH-MU-ZSC-CL09-2765,1S-MH-MU-ZSC-CL09-3455,3,4721,37314
10222,37312-32306,1S-MH-MU-ZSC-CL09-3455,1S-MH-MU-ZSC-CL09-3226,4,37312,32306
10222,32308-25210,1S-MH-MU-ZSC-CL09-3226,1S-MH-MU-ZSC-CL09-2019,5,32308,25210
10222,35794-HTCONSUMER,1S-MH-MU-ZSC-CL09-2019,NAN,6,35794,HTCONSUMER
10222,37313-HTCONSUMER,1S-MH-MU-ZSC-CL09-3455,NAN,3.2,37313,HTCONSUMER
10222,4723-11990,1S-MH-MU-ZSC-CL09-2765,1S-MH-MU-ZSC-CL09-2617,2.2,4723,11990
10223,10223-29460,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL05-3075,1,10223,29460
10223,29461-HTCONSUMER,1S-MH-MU-ZSC-CL05-3075,NAN,2,29461,HTCONSUMER
19552,19552-15240,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2549,1,19552,15240
19552,15238-26648,1S-MH-MU-ZSC-CL09-2549,1S-MH-MU-ZSC-CL09-2996,2,15238,26648
19552,26650-18735,1S-MH-MU-ZSC-CL09-2996,1S-MH-MU-ZSC-CL09-2666,3,26650,18735
19552,18734-11396,1S-MH-MU-ZSC-CL09-2666,1S-MH-MU-ZSC-CL09-2161,4,18734,11396
19553,19553-28864,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL02-3061,1,19553,28864
19553,28862-30445,1S-MH-MU-ZSC-CL02-3061,1S-MH-MU-ZSC-CL08-3138,2,28862,30445
19553,30447-30450,1S-MH-MU-ZSC-CL08-3138,1S-MH-MU-ZSC-CL08-3139,3,30447,30450
