SOURCE_SWITCH_ID,DESTINATION_SWITCH_ID,MEASUREDLENGTH,PATH,CABLETYPE,NUMBEROFCORES,ARMOURED,NEUTRALMATERIAL,CABLEID,CABLECONDUCTORMATERIAL,DIVISIONCODE,ZONECODE,REMARKS,SOURCE_SS_x,DESTINATION_SS_x,COMMISSIONEDDATE,NO_OF_SEGMENT,SWNO,VOLTAGE,VAR_Month_01,VAR_Month_02,VAR_Month_03,VAR_Month_04,VAR_Month_05,VAR_Month_06,VAR_Month_07,VAR_Month_08,VAR_Month_09,VAR_Month_10,VAR_Month_11,VAR_Month_12,CYCLE_Month_01,CYCLE_Month_02,CYCLE_Month_03,CYCLE_Month_04,CYCLE_Month_05,CYCLE_Month_06,CYCLE_Month_07,CYCLE_Month_08,CYCLE_Month_09,CYCLE_Month_10,CYCLE_Month_11,CYCLE_Month_12,Num_Faults,SWITCH_NO,SOURCE_SS_y,FAULT_FROM_SWITCH,DESTINATION_SS_y,FAULT_TO_SWITCH,FAULT_VOLTAGE,FAULT_DIVISION,FAULT_TIME_DIFFERENCE_HOURS_AVG,FAULT_LATEST_OUTAGE_TIME,IR_Measurement_MOhm,Tan_Delta,Partial_Discharge_Frequency,Partial_Discharge_Intensity
T22SAKOG23,33061,3261.843,JT.NO.07 → JT.NO.07C -> JT.NO.07A → JT.NO.07 -> JT.NO.07B → JT.NO.07A -> JT.NO.07C -> JT.NO.08 → JT.NO.07B -> JT.NO.08A → JT.NO.08B -> JT.NO.08B → JT.NO.08 -> JT.NO.09 → JT.NO.8A -> JT.NO.09A → JT.NO.09 -> JT.NO.10 → JT.NO.9A -> JT.NO.10A → JT.NO.10 -> JT.NO.12 → JT.NO.12A -> JT.NO.12A → JT.NO.12B -> JT.NO.12B → JT.NO.12C -> JT.NO.12C → JT.NO.10A -> JT.NO.13 → JT.NO.12 -> JT.NO.14 → JT.NO.14A -> JT.NO.14A → JT.NO.14B -> JT.NO.14B → JT.NO.13 -> JT.NO.15 → JT.NO.14 -> JT.NO.16 → JT.NO.15 -> JT.NO.6 -> JT.NO.6 → JT.NO.6A -> JT.NO.6A -> SWNO_33061 -> SWNO_T22SAKOG23 → JT.NO.16 -> TATA'S SAKI REC-STN TO M.I.D.C.REC-STN (JT.NO.A1 TO JT.NO.A) -> TATA'S SAKI REC-STN TO M.I.D.C.REC-STN (JT.NO.A2 TO JT.NO.A1) -> TATA'S SAKI REC-STN TO M.I.D.C.REC-STN (JT.NO.B TO JT.NO.B1) -> TATA'S SAKI REC-STN TO M.I.D.C.REC-STN (JT.NO.B1 TO JT.NO.B2) -> TATA'S SAKI REC-STN TO M.I.D.C.REC-STN (JT.NO.B2 TO JT.NO.A2) -> TATA'S SAKI REC-STN TO M.I.D.C.REC-STN (JT.NO.C TO JT.NO.B) -> TATA'S SAKI REC-STN TO M.I.D.C.REC-STN (JT.NO.D TO JT.NO.C) -> TATA'S SAKI REC-STN TO M.I.D.C.REC-STN (JT.NO.E TO JT.NO.D) -> TATA'S SAKI REC-STN TO M.I.D.C.REC-STN (JT.NO.F1 TO JT.NO.F),PILC,3.0,Y,AL,HT33KV6908561484,AL,2000.0,2023,,TATA'S SAKI REC-STN,M.I.D.C. REC-STN,2023-10-09 00:00:00+00:00,36,33061,22KV,39.294,42.152,45.266,27.858,22.407,45.907,0.000,0.000,44.330,49.576,44.614,38.528,11.000,8.000,12.000,28.000,12.000,8.000,0.000,0.000,2.000,7.000,7.000,5.000,1,T22SAK28,TATA`S SAKI REC-STN,T22SAK28,M.I.D.C. REC-STN,33061,22KV,ANDHERI,0.150,2018-04-19 16:36:00+00:00,,,,
T22SAKOG26,33137,3025.082,JT.NO.01 → JT.NO.01A -> JT.NO.01A → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11T → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 -> SWNO_T22SA29 → JT.NO.01,XLPE,3.0,Y,AL,HT22KV6908545970,AL,6000.0,6062,,TATA'S SAKI REC-STN,CHANDIVLI SRA REC-STN,,21,33137,22KV,85.148,83.574,82.729,69.095,67.225,58.149,0.000,0.000,99.817,74.995,71.061,79.105,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3,T22SAK29,TATA S SAKI REC-STN | KURLA REC-STN | TATA`S SAKI REC-STN,T22SAK29 | 01159,CHANDIVLI SRA REC-STN,33137,22KV,POWAI | CHEMBUR,0.981,2022-07-05 15:52:00+00:00,,,,
T22VIK0203,1171,2857.900,JT.NO.12 → JT.NO.12A -> JT.NO.12A → JT.NO.12B -> JT.NO.12B → JT.NO.12C -> JT.NO.12C → JT.NO.12D -> JT.NO.12D → JT.NO.12E -> JT.NO.12E → JT.NO.12F -> JT.NO.12F → JT.NO.12C -> JT.NO.12G → JT.NO.12H -> JT.NO.12H → JT.NO.12J -> JT.NO.12J → JT.NO.12K -> JT.NO.12K → JT.NO.12M -> JT.NO.12M → SWNO_01171 -> SWNO_T22VIK0203 → JT.NO.12,XLPE,3.0,Y,AL,,AL,6000.0,6063,,TATA'S VIKHROLI REC-STN,VIKHROLI REC-STN,2020-05-27 00:00:00+00:00,13,1171,22KV,45.937,47.530,48.117,64.335,54.990,56.577,0.000,0.000,50.470,47.938,49.324,47.085,0.000,0.000,2.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,3,T22VIK02_03,TATA S VIKHROLI REC-STN | NATWAR PAREKH REC-STN,T22VIK02_03 | 33214,VIKHROLI REC-STN,01171,22KV,CHEMBUR,7.035,2022-09-30 07:16:00+00:00,,,,
T22VIK0203,33214,1560.688,JT.NO.01 → JT.NO.02 -> JT.NO.01A → JT.NO.01 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → SWNO_33214 -> SWNO_T22VIK0203 → JT.NO.01A,XLPE,3.0,Y,AL,HT33KV6908545739,AL,6000.0,6063,,TATA'S VIKHROLI REC-STN,NATWAR PAREKH REC-STN,2022-03-05 00:00:00+00:00,11,33214,22KV,43.057,50.309,42.908,51.708,62.410,56.697,0.000,0.000,41.847,40.364,36.851,40.793,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6,T22VIK0203 | T22VIK02_03,VIKHROLI REC-STN | TATA S VIKHROLI REC-STN | TATA`S VIKHROLI REC-STN,01171 | T22VIK02_03,NATWAR PAREKH REC-STN,33214,22KV,CHEMBUR | POWAI,0.578,2025-03-13 03:18:00+00:00,,,,
T22VIK0510,33012,2829.600,JT.NO.1 → JT.NO.2 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.2 → JT.NO.3 -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → JT.NO.22 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → SWNO_33012 -> JT.NO.3 → JT.NO.4 -> JT.NO.4 → JT.NO.5 -> JT.NO.5 → JT.NO.6 -> JT.NO.6 → JT.NO.7 -> JT.NO.7 → JT.NO.8 -> JT.NO.8 → JT.NO.9 -> JT.NO.9 → JT.NO.10 -> SWNO_T22VIK0510 → JT.NO.01,XLPE,3.0,Y,AL,HT33KV6908561PGY,AL,6000.0,6063,,TATA'S VIKHROLI REC-STN,VIKHROLI REC-STN,2020-05-25 00:00:00+00:00,24,33012,22KV,,25.744,24.325,30.385,,,,,,,,,,1.000,0.000,0.000,,,,,,,,,1,T22VIK05_10,TATA S VIKHROLI REC-STN,T22VIK05,VIKHROLI REC-STN,33012,22KV,CHEMBUR,1.193,2021-02-19 19:35:00+00:00,,,,
T22VIK0510,33012,2829.600,JT.NO.1 → JT.NO.2 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.2 → JT.NO.3 -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → JT.NO.22 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → SWNO_33012 -> JT.NO.3 → JT.NO.4 -> JT.NO.4 → JT.NO.5 -> JT.NO.5 → JT.NO.6 -> JT.NO.6 → JT.NO.7 -> JT.NO.7 → JT.NO.8 -> JT.NO.8 → JT.NO.9 -> JT.NO.9 → JT.NO.10 -> SWNO_T22VIK0510 → JT.NO.01,XLPE,3.0,Y,AL,HT33KV6908561PGY,AL,6000.0,6063,,TATA'S VIKHROLI REC-STN,VIKHROLI REC-STN,2020-05-25 00:00:00+00:00,24,33012,33KV,39.953,55.096,49.569,91.412,106.650,82.731,0.000,0.000,0.000,0.000,15.850,26.525,25.000,4.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1,T22VIK05_10,TATA S VIKHROLI REC-STN,T22VIK05,VIKHROLI REC-STN,33012,22KV,CHEMBUR,1.193,2021-02-19 19:35:00+00:00,,,,
T22VIK0510,33054,4849.660,JT.NO.1 → JT.NO.1B -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.12A -> JT.NO.12A → JT.NO.12B -> JT.NO.12B → JT.NO.13 -> JT.NO.13 → JT.NO.13A -> JT.NO.13A → JT.NO.14 -> JT.NO.14 → JT.NO.15B -> JT.NO.15 → JT.NO.15A -> JT.NO.15 → JT.NO.16D -> JT.NO.15B → JT.NO.15 -> JT.NO.16 → JT.NO.17 -> JT.NO.16A → JT.NO.16C -> JT.NO.16B → JT.NO.16A -> JT.NO.16C → JT.NO.16 -> JT.NO.16D → JT.NO.16B -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → SWNO_33054 -> JT.NO.1A → JT.NO.2 -> JT.NO.1B → JT.NO.1A -> JT.NO.2 → JT.NO.3 -> JT.NO.3 → JT.NO.4 -> JT.NO.4 → JT.NO.4A -> JT.NO.4A → JT.NO.5 -> JT.NO.5 → JT.NO.6 -> JT.NO.6 → JT.NO.7 -> JT.NO.7 → JT.NO.8 -> JT.NO.9 → JT.NO.10 -> SWNO_T22VIK0510 → JT.NO.1,XLPE,3.0,Y,AL,,AL,7000.0,7073,AS PER HT SLD,TATA'S VIKHROLI REC-STN,TILAK NAGAR REC-STN,,30,33054,22KV,58.062,54.827,54.331,94.554,73.834,54.584,0.000,0.000,46.060,48.948,45.802,59.075,3.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19,T22VIK05 | T22VIK0510 | T22VIK05_10,TATA S VIKHROLI REC-STN | VIKHROLI REC-STN,T22VIK05_10 | T22VIK05 | T22VIK0510 | 33012,TILAK NAGAR REC-STN,33054,22KV,CHEMBUR | POWAI,1.698,2024-09-23 13:57:00+00:00,,,,
T22VIK0601,1102,2659.176,JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.02A -> JT.NO.02A → JT.NO.02B -> JT.NO.02B → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → SWNO_01102 -> SWNO_T22VIK0601 → JT.NO.01,XLPE,3.0,Y,AL,HT22KV6908545251,AL,6000.0,6063,,TATA'S VIKHROLI REC-STN,TAGORE NGR. REC-STN,2021-04-19 00:00:00+00:00,20,1102,22KV,57.811,57.526,54.777,68.226,78.751,66.063,0.000,0.000,56.463,59.584,55.982,57.255,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,2,T22VIK0601,TATA S VIKHROLI REC-STN,T22VIK0601,TAGORE NGR. REC-STN,01102,22KV,POWAI,1.003,2024-10-25 04:02:00+00:00,,,,
T22VIK0601,1135,2803.200,JT.NO.01 → SWNO_01135 -> JT.NO.01A → JT.NO.01 -> JT.NO.01B → JT.NO.01A -> JT.NO.01C → JT.NO.02D -> JT.NO.01D → JT.NO.01C -> JT.NO.01E → JT.NO.01D -> JT.NO.01F → JT.NO.01E -> JT.NO.01G → JT.NO.01F -> JT.NO.01H → JT.NO.01G -> JT.NO.01J → JT.NO.01H -> JT.NO.01K → JT.NO.01J -> JT.NO.01L → JT.NO.01K -> JT.NO.01N → JT.NO.01M -> JT.NO.01P → JT.NO.01N -> JT.NO.01R → JT.NO.01P -> JT.NO.02 → JT.NO.01R -> JT.NO.02A → JT.NO.02 -> JT.NO.02B → JT.NO.2A -> JT.NO.02C → JT.NO.01B -> JT.NO.02D → JT.NO.02C -> JT.NO.0M → JT.NO.01L -> SWNO_T22VIK0601 → JT.NO.02B,XLPE,3.0,Y,AL,HT22KV6908561OLS,AL,6000.0,6063,,TATA'S VIKHROLI REC-STN,VIKHROLI REC-STN,2020-05-26 00:00:00+00:00,22,1135,22KV,54.503,59.659,49.013,68.968,64.882,52.636,0.000,0.000,45.276,46.785,39.693,50.362,0.000,1.000,0.000,0.000,4.000,2.000,0.000,0.000,0.000,0.000,0.000,1.000,5,T22VIK06_01 | T22VIK0601,TATA S VIKHROLI REC-STN | TAGORE NGR. REC-STN | TATA VIKHROLI,T22VIK06_01 | T22VIK0601 | 01102 | T22VIK01,VIKHROLI REC-STN,01135,22KV,CHEMBUR | POWAI,3.039,2025-03-13 08:16:00+00:00,,,,
T22VIK0704,1103,2557.882,JT.NO.10B → JT.NO.10A -> SWNO_01103 -> SWNO_T22VIK0704 -> TATA'S VIKHROLI REC-STN TO TAGORE NAGAR REC-STN (JT.NO 01 TO JT.NO 02) -> TATA'S VIKHROLI REC-STN TO TAGORE NAGAR REC-STN (JT.NO 02 TO JT.NO 03) -> TATA'S VIKHROLI REC-STN TO TAGORE NAGAR REC-STN (JT.NO 03 TO JT.NO 03B) -> TATA'S VIKHROLI REC-STN TO TAGORE NAGAR REC-STN (JT.NO 03A TO JT.NO 04B) -> TATA'S VIKHROLI REC-STN TO TAGORE NAGAR REC-STN (JT.NO 03B TO JT.NO 03A) -> TATA'S VIKHROLI REC-STN TO TAGORE NAGAR REC-STN (JT.NO 04 TO JT.NO 07F) -> TATA'S VIKHROLI REC-STN TO TAGORE NAGAR REC-STN (JT.NO 04A TO JT.NO 04) -> TATA'S VIKHROLI REC-STN TO TAGORE NAGAR REC-STN (JT.NO 04B TO JT.NO 04A) -> TATA'S VIKHROLI REC-STN TO TAGORE NAGAR REC-STN (JT.NO 07F TO JT.NO 07E) -> TATA'S VIKHROLI REC-STN TO TAGORE NAGAR REC-STN (JT.NO 08 TO JT.NO 10B) -> TATA'S VIKHROLI REC-STN TO TAGORE NAGAR REC-STN (JT.NO 09A TO JT.NO 09) -> TATA'S VIKHROLI REC-STN TO TAGORE NAGAR REC-STN (JT.NO 10A TO JT.NO 09A),PILC,3.0,Y,AL,HT22KV6908544753,AL,6000.0,6063,,TATA'S VIKHROLI REC-STN,TAGORE NGR. REC-STN,2021-09-07 00:00:00+00:00,19,1103,22KV,67.811,65.558,60.830,74.667,114.913,123.082,0.000,0.000,64.348,66.961,56.192,66.235,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12,T22VIK07_04 | T22VIK0704,TATA S VIKHROLI REC-STN | SHIVAJI NAGAR REC-STN | TATA`S VIKHROLI REC-STN,T22VIK07_04 | T22VIK0704 | T22VIK07 | 22001,TAGORE NGR. REC-STN,01103,22KV,CHEMBUR | POWAI,84.570,2025-03-11 01:46:00+00:00,,,,
T22VIK0704,22001,6469.413,JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → JT.NO.22 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.25 -> JT.NO.25 → JT.NO.26 -> JT.NO.26 → JT.NO.27 -> JT.NO.27 → JT.NO.28 -> JT.NO.28 → JT.NO.29 -> JT.NO.29 → JT.NO.30 -> JT.NO.30 → JT.NO.31 -> JT.NO.31 → JT.NO.32 -> JT.NO.32 → JT.NO.33 -> JT.NO.33 → JT.NO.34 -> JT.NO.34 → JT.NO.34A -> JT.NO.34A → JT.NO.34B -> JT.NO.34B → JT.NO.37 -> JT.NO.37 → JT.NO.38 -> JT.NO.38 → JT.NO.39 -> JT.NO.39 → JT.NO.40 -> JT.NO.40 → JT.NO.41 -> JT.NO.41 -> SWNO_T22VIK0704 → JT.NO.01,XLPE,3.0,Y,AL,HT22KV6908561P13,AL,6000.0,6063,,TATA'S VIKHROLI REC-STN,SHIVAJI NAGAR REC-STN,2023-02-02 00:00:00+00:00,42,22001,22KV,33.759,36.520,44.703,56.401,71.512,61.683,0.000,0.000,40.683,47.987,38.248,32.943,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11,T22VIK07_04 | 22001,TATA S VIKHROLI REC-STN | TAGORE NGR. REC-STN | TATA`S VIKHROLI REC-STN,T22VIK07_04 | T22VIK_04 | 01103,SHIVAJI NAGAR REC-STN,22001,22KV,CHEMBUR | POWAI,0.728,2023-11-06 04:11:00+00:00,,,,
T22VIK0912,33100,2856.079,JT.NO.01 → JT.NO.02B -> JT.NO.02 → JT.NO.02A -> JT.NO.02 → JT.NO.03 -> JT.NO.02A → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.13A -> JT.NO.13A → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.19A -> JT.NO.19A → JT.NO.20 -> JT.NO.20 → JT.NO.20A -> JT.NO.20A → JT.NO.20B -> JT.NO.20B → JT.NO.21 -> JT.NO.21 → JT.NO.22 -> JT.NO.22 -> SWNO_T22VIK0912 → JT.NO.01,XLPE,3.0,Y,AL,HT22KV6908561QH8,AL,6000.0,6063,,TATA'S VIKHROLI REC-STN,TAGORE NGR. REC-STN,,29,33100,22KV,57.763,56.616,54.532,62.360,73.217,75.737,0.000,0.000,53.696,57.344,50.864,61.694,0.000,3.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3,T22VIK09_12,TATA S VIKHROLI REC-STN | 22KV TATA VIKHROLI | TATA`S VIKROLI REC-STN,T22VIK09_12 | T22VIK09,TAGORE NGR. REC-STN,33100,22KV,POWAI | CHEMBUR,1.349,2021-09-18 06:56:00+00:00,,,,
T22VIK0912,33217,4721.942,JT.NO.1 → JT.NO.1A -> JT.NO.1A → JT.NO.1B -> JT.NO.1B → JT.NO.1C -> JT.NO.1C → JT.NO.1D -> JT.NO.1D → JT.NO.1E -> JT.NO.1E → JT.NO.1F -> JT.NO.1F → JT.NO.1G -> JT.NO.1G → JT.NO.1H -> JT.NO.1H → JT.NO.1J -> JT.NO.1J → JT.NO.1K -> JT.NO.1K → JT.NO.1L -> JT.NO.1L → JT.NO.1M -> JT.NO.1M → JT.NO.1N -> JT.NO.1N → JT.NO.1P -> JT.NO.1P → JT.NO.2 -> JT.NO.2 → JT.NO.2A -> JT.NO.2A → JT.NO.2B -> JT.NO.2B → JT.NO.2C -> JT.NO.2C → JT.NO.2B -> JT.NO.2D → JT.NO.2E -> JT.NO.2E → JT.NO.2F -> JT.NO.2F → JT.NO.2G -> JT.NO.2G → JT.NO.2H -> JT.NO.2H → JT.NO.2J -> JT.NO.2J → JT.NO.2K -> JT.NO.2K → JT.NO.2L -> JT.NO.2L → JT.NO.2M -> JT.NO.2M → JT.NO.2N -> JT.NO.2N → JT.NO.2P -> JT.NO.2P → JT.NO.3 -> JT.NO.3 → JT.NO.3A -> JT.NO.3A → JT.NO.3B -> JT.NO.3B → JT.NO.3C -> JT.NO.3C → SWNO_33217 -> SWNO_VIK_22KV_T22VIK0912 → JT.NO.1,XLPE,3.0,Y,AL,HT11KV6908560100,AL,6000.0,6063,DISCONNECTED,TATA'S VIKHROLI REC-STN,KALPATARU LBS R/S,2022-03-24 00:00:00+00:00,35,33217,,,,,,,,,,,,,,,,,,,,,,,,,,3,T22VIK11_13,TATA S VIKROLI REC-STN | TATA S VIKHROLI REC-STN,T22VIK11_13,KALPTARU LBS REC-STN | KALPATARU LBS R/S | KALPTARU REC-STN,33217,22KV,CHEMBUR,0.649,2018-04-23 14:52:00+00:00,,,,
T22VIK1113,33162,8060.750,JT.NO.01 → JT.NO.02 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.2 → JT.NO.03 -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → JT.NO.22 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.25 -> JT.NO.25 → JT.NO.26 -> JT.NO.26 → JT.NO.27 -> JT.NO.27 → JT.NO.28 -> JT.NO.28 → JT.NO.29 -> JT.NO.29 → JT.NO.30 -> JT.NO.30 → SWNO_33162 -> SWNO_33162 -> SWNO_T22VIK1113 → JT.NO.1,XLPE,3.0,Y,AL,HT33KV6908561PGY,AL,6000.0,6063,,TATA'S VIKHROLI REC-STN,HINGWALA LANE REC-STN,2021-12-27 00:00:00+00:00,32,33162,22KV,111.833,101.001,102.245,125.484,156.811,120.565,0.000,0.000,139.953,110.076,97.190,100.891,5.000,2.000,8.000,1.000,0.000,0.000,0.000,0.000,4.000,0.000,1.000,0.000,1,T22VIK11_13,TATA S VIKHROLI REC-STN,T22VIK11_13,HINGWALA LANE REC-STN,33162,22KV,CHEMBUR,0.797,2023-01-20 16:38:00+00:00,,,,
T22VIK1408,33069,4169.100,JT.NO.01 -> JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.03A -> JT.NO.03A → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.05A -> JT.NO.05A → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.07A -> JT.NO.07A → JT.NO.08 -> JT.NO.08 → JT.NO.08A -> JT.NO.08A → JT.NO.09 -> JT.NO.09 → JT.NO.09A -> JT.NO.09A → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14B -> JT.NO.14 → JT.NO.15 -> JT.NO.14A → JT.NO.14 -> JT.NO.14B → JT.NO.14A -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → JT.NO.21A -> JT.NO.21A → JT.NO.21B -> JT.NO.21B → JT.NO.22 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.25 -> JT.NO.25 → JT.NO.25A -> JT.NO.25A → JT.NO.25B -> JT.NO.25B → JT.NO.26 -> JT.NO.26 → JT.NO.27 -> JT.NO.27 → JT.NO.28 -> JT.NO.28,XLPE,3.0,Y,AL,HT33KV6908544650,AL,7000.0,7074,,TATA'S VIKHROLI REC-STN,CHHEDA NAGAR REC-STN,,40,33069,22KV,45.466,39.947,52.225,68.256,84.510,66.121,0.000,0.000,46.333,46.014,37.637,37.326,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,4,T22VIK08_14 | T22VIK1408 | T22VIK08,TATA S VIKHROLI REC-STN | TATA`S VIKHROLI REC-STN,T22VIK08_14 | T22VIK1408 | T22VIK08,CHHEDA NAGAR REC-STN,33069,22KV,CHEMBUR | POWAI,0.310,2024-10-28 03:07:00+00:00,,,,
T22VIK1408,33216,4008.000,JT.NO.01 -> JT.NO.01 → JT.NO.01A -> JT.NO.01A → SWNO_33216,XLPE,3.0,Y,AL,HT33KV6908561PGY,AL,7000.0,7073,AS PER HT SLD,TATA'S VIKHROLI REC-STN,KALPATARU LBS REC-STN,2020-05-30 00:00:00+00:00,3,33216,,,,,,,,,,,,,,,,,,,,,,,,,,1,T22VIK08_14,TATA S VIKHROLI REC-STN,T22VIK08_14,KALPATARU LBS R/S,33216,22KV,CHEMBUR,0.758,2017-09-20 04:48:00+00:00,,,,
