FEEDER_ID,FROM_SWITCH,TO_SWITCH,SOURCE_SS,DESTINATION_SS,SOURCE_LOCATION,DESTINATION_LOCATION,RANK
29211,2984,13325,VICTORY FLASK,ROHA IND,1S-MH-MU-ZET-CL11-8909,1S-MH-MU-ZET-CL11-8706,2
29211,31636,HTConsumer,VICTORY FLASK,,1S-MH-MU-ZET-CL11-8909,nan,2
29211,13324,26176,ROHA IND,GOVANDI CENTRAL,1S-MH-MU-ZET-CL11-8706,1S-MH-MU-ZET-CL11-8323,3
29211,13326,DT,ROHA IND,ROHA IND,1S-MH-MU-ZET-CL11-8706,1S-MH-MU-ZET-CL11-8706,3
29211,26177,34431,GOVANDI CENTRAL,RAIKAR CHAMBERS,1S-MH-MU-ZET-CL11-8323,1S-MH-MU-ZET-CL11-9353,4
29211,15981,DT,GOVANDI CENTRAL,GOVANDI CENTRAL,1S-MH-MU-ZET-CL11-8323,1S-MH-MU-ZET-CL11-8323,4
29211,34432,32515,RAIKAR CHAMBERS,PAI PAPER IND,1S-MH-MU-ZET-CL11-9353,1S-MH-MU-ZET-CL11-8605,5
29211,34433,DT,RAIKAR CHAMBERS,RAIKAR CHAMBERS,1S-MH-MU-ZET-CL11-9353,1S-MH-MU-ZET-CL11-9353,5
29212,29212,6713,ACROPOLIS REC-STN,UDAYGIRI,1S-MH-MU-ZET-RSTN-ACRO,1S-MH-MU-ZET-CL11-8890,0
29212,6712,DT,UDAYGIRI,UDAYGIRI,1S-MH-MU-ZET-CL11-8890,1S-MH-MU-ZET-CL11-8890,1
29212,6711,12818,UDAYGIRI,BARC HOSP.,1S-MH-MU-ZET-CL11-8890,1S-MH-MU-ZET-CL11-8060,1
29212,12820,2926,BARC HOSP.,TROMBAY TOWNSHIP CLY,1S-MH-MU-ZET-CL11-8060,1S-MH-MU-ZET-CL11-8877,2
29212,12819,HTConsumer,BARC HOSP.,,1S-MH-MU-ZET-CL11-8060,nan,2
29212,2927,14001,TROMBAY TOWNSHIP CLY,ASHA PICTURE,1S-MH-MU-ZET-CL11-8877,1S-MH-MU-ZET-CL11-8049,3
29213,29213,14919,ACROPOLIS REC-STN,ASSOCIATED ENGG,1S-MH-MU-ZET-RSTN-ACRO,1S-MH-MU-ZET-CL11-8054,0
29213,14921,28926,ASSOCIATED ENGG,U.S.VITAMIN 2,1S-MH-MU-ZET-CL11-8054,1S-MH-MU-ZET-CL11-9108,1
29213,14920,DT,ASSOCIATED ENGG,ASSOCIATED ENGG,1S-MH-MU-ZET-CL11-8054,1S-MH-MU-ZET-CL11-8054,1
29213,28925,15620,U.S.VITAMIN 2,HINDUSTAN RUBBER,1S-MH-MU-ZET-CL11-9108,1S-MH-MU-ZET-CL11-8357,2
29213,15622,14292,HINDUSTAN RUBBER,U.S.VITAMIN,1S-MH-MU-ZET-CL11-8357,1S-MH-MU-ZET-CL11-8889,3
29213,15621,DT,HINDUSTAN RUBBER,HINDUSTAN RUBBER,1S-MH-MU-ZET-CL11-8357,1S-MH-MU-ZET-CL11-8357,3
29214,29214,CAP BANK,ACROPOLIS REC-STN,ACROPOLIS REC-STN,1S-MH-MU-ZET-RSTN-ACRO,1S-MH-MU-ZET-RSTN-ACRO,0
10205,10205,18556,AMBIVLI REC-STN,LAXMI NO.2,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2382,0
10205,10205,10634,AMBIVLI REC-STN,SEJAL,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2723,0
10205,18558,18559,LAXMI NO.2,LAXMI NO.3,1S-MH-MU-ZSC-CL09-2382,1S-MH-MU-ZSC-CL09-2383,1
10205,18557,DT,LAXMI NO.2,LAXMI NO.2,1S-MH-MU-ZSC-CL09-2382,1S-MH-MU-ZSC-CL09-2382,1
10205,16951,4853,SEJAL,KOLESITE,1S-MH-MU-ZSC-CL09-2723,1S-MH-MU-ZSC-CL09-2366,1
10205,10632,573,SEJAL,ANDHERI SEWAGE,1S-MH-MU-ZSC-CL09-2723,1S-MH-MU-ZSC-CL09-2074,1
10205,10633,DT,SEJAL,SEJAL,1S-MH-MU-ZSC-CL09-2723,1S-MH-MU-ZSC-CL09-2723,1
10205,4855,6089,KOLESITE,JYOTI WIRE INDUSTRIES,1S-MH-MU-ZSC-CL09-2366,1S-MH-MU-ZSC-CL09-2348,2
10205,4854,DT,KOLESITE,KOLESITE,1S-MH-MU-ZSC-CL09-2366,1S-MH-MU-ZSC-CL09-2366,2
10205,572,39962,ANDHERI SEWAGE,SAI KANWAL,1S-MH-MU-ZSC-CL09-2074,1S-MH-MU-ZSC-CL06-3404,2
10205,574,39130,ANDHERI SEWAGE,SATYAM AMAR,1S-MH-MU-ZSC-CL09-2074,1S-MH-MU-ZSC-CL09-3373,2
10205,4198,DT,ANDHERI SEWAGE,ANDHERI SEWAGE,1S-MH-MU-ZSC-CL09-2074,1S-MH-MU-ZSC-CL09-2074,2
10205,6088,25212,JYOTI WIRE INDUSTRIES,AFCONS,1S-MH-MU-ZSC-CL09-2348,1S-MH-MU-ZSC-CL09-2019,3
10205,4632,DT,JYOTI WIRE INDUSTRIES,JYOTI WIRE INDUSTRIES,1S-MH-MU-ZSC-CL09-2348,1S-MH-MU-ZSC-CL09-2348,3
10205,39964,39632,SAI KANWAL,INDIAN OIL NAGAR NO.2,1S-MH-MU-ZSC-CL06-3404,1S-MH-MU-ZSC-CL06-3489,3
10205,39131,28802,SATYAM AMAR,ANAND SAGAR SOCIETY,1S-MH-MU-ZSC-CL09-3373,1S-MH-MU-ZSC-CL09-3058,3
10205,39132,DT,SATYAM AMAR,SATYAM AMAR,1S-MH-MU-ZSC-CL09-3373,1S-MH-MU-ZSC-CL09-3373,3
10205,39633,5821,INDIAN OIL NAGAR NO.2,ASHISH,1S-MH-MU-ZSC-CL06-3489,1S-MH-MU-ZSC-CL06-2088,4
10205,39634,DT,INDIAN OIL NAGAR NO.2,INDIAN OIL NAGAR NO.2,1S-MH-MU-ZSC-CL06-3489,1S-MH-MU-ZSC-CL06-3489,4
10205,28803,32963,ANAND SAGAR SOCIETY,BLUE STAR SOCIETY,1S-MH-MU-ZSC-CL09-3058,1S-MH-MU-ZSC-CL08-3241,4
10205,28804,DT,ANAND SAGAR SOCIETY,ANAND SAGAR SOCIETY,1S-MH-MU-ZSC-CL09-3058,1S-MH-MU-ZSC-CL09-3058,4
10205,32965,4857,BLUE STAR SOCIETY,DHAKE COLONY NO.1,1S-MH-MU-ZSC-CL08-3241,1S-MH-MU-ZSC-CL09-2185,5
10205,32964,DT,BLUE STAR SOCIETY,BLUE STAR SOCIETY,1S-MH-MU-ZSC-CL08-3241,1S-MH-MU-ZSC-CL08-3241,5
10206,10206,4804,AMBIVLI REC-STN,J P ROAD NO.2,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2298,0
10206,4806,4856,J P ROAD NO.2,DHAKE COLONY NO.1,1S-MH-MU-ZSC-CL09-2298,1S-MH-MU-ZSC-CL09-2185,1
10206,4805,DT,J P ROAD NO.2,J P ROAD NO.2,1S-MH-MU-ZSC-CL09-2298,1S-MH-MU-ZSC-CL09-2298,1
10206,16854,18162,DHAKE COLONY NO.1,AKURTI ARCADE,1S-MH-MU-ZSC-CL09-2185,1S-MH-MU-ZSC-CL09-2027,2
10206,4858,40848,DHAKE COLONY NO.1,SURYADARSHAN NO 2,1S-MH-MU-ZSC-CL09-2185,1S-MH-MU-ZSC-CL08-3291,2
10206,30263,DT,DHAKE COLONY NO.1,DHAKE COLONY NO.1,1S-MH-MU-ZSC-CL09-2185,1S-MH-MU-ZSC-CL09-2185,2
10206,18160,10129,AKURTI ARCADE,SHEELA GOPAL,1S-MH-MU-ZSC-CL09-2027,1S-MH-MU-ZSC-CL07-2739,3
10206,18161,DT,AKURTI ARCADE,AKURTI ARCADE,1S-MH-MU-ZSC-CL09-2027,1S-MH-MU-ZSC-CL09-2027,3
10206,40847,29393,SURYADARSHAN NO 2,DATTA PARAG SOCIETY,1S-MH-MU-ZSC-CL08-3291,1S-MH-MU-ZSC-CL09-3085,3
10206,40849,DT,SURYADARSHAN NO 2,SURYADARSHAN NO 2,1S-MH-MU-ZSC-CL08-3291,1S-MH-MU-ZSC-CL08-3291,3
10206,10131,35474,SHEELA GOPAL,CHANDRA GUPT,1S-MH-MU-ZSC-CL07-2739,1S-MH-MU-ZSC-CL07-3317,4
10206,10130,DT,SHEELA GOPAL,SHEELA GOPAL,1S-MH-MU-ZSC-CL07-2739,1S-MH-MU-ZSC-CL07-2739,4
10206,29395,29956,DATTA PARAG SOCIETY,PANCHVATI NO 3,1S-MH-MU-ZSC-CL09-3085,1S-MH-MU-ZSC-CL09-3112,4
10206,29394,DT,DATTA PARAG SOCIETY,DATTA PARAG SOCIETY,1S-MH-MU-ZSC-CL09-3085,1S-MH-MU-ZSC-CL09-3085,4
10206,35475,1045,CHANDRA GUPT,J P ROAD NO.1,1S-MH-MU-ZSC-CL07-3317,1S-MH-MU-ZSC-CL07-2297,5
10206,35476,DT,CHANDRA GUPT,CHANDRA GUPT,1S-MH-MU-ZSC-CL07-3317,1S-MH-MU-ZSC-CL07-3317,5
10206,29954,29957,PANCHVATI NO 3,SHREE GANESH SOCIETY,1S-MH-MU-ZSC-CL09-3112,1S-MH-MU-ZSC-CL09-3113,5
10206,29955,DT,PANCHVATI NO 3,PANCHVATI NO 3,1S-MH-MU-ZSC-CL09-3112,1S-MH-MU-ZSC-CL09-3112,5
10206,1047,35450,J P ROAD NO.1,KSHITIJ,1S-MH-MU-ZSC-CL07-2297,1S-MH-MU-ZSC-CL09-3297,6
10206,1078,DT,J P ROAD NO.1,J P ROAD NO.1,1S-MH-MU-ZSC-CL07-2297,1S-MH-MU-ZSC-CL07-2297,6
10206,29959,9025,SHREE GANESH SOCIETY,ANDHERI SPORTS COMPLEX,1S-MH-MU-ZSC-CL09-3113,1S-MH-MU-ZSC-CL09-2075,6
10206,29958,DT,SHREE GANESH SOCIETY,SHREE GANESH SOCIETY,1S-MH-MU-ZSC-CL09-3113,1S-MH-MU-ZSC-CL09-3113,6
10206,35451,DT,KSHITIJ,KSHITIJ,1S-MH-MU-ZSC-CL09-3297,1S-MH-MU-ZSC-CL09-3297,7
10207,10207,41773,AMBIVLI REC-STN,CONQUEROR,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL05-3321,0
10207,41772,35754,CONQUEROR,CHAMANKAR ENTERPRISES,1S-MH-MU-ZSC-CL05-3321,1S-MH-MU-ZSC-CL09-3211,1
10207,41774,DT,CONQUEROR,CONQUEROR,1S-MH-MU-ZSC-CL05-3321,1S-MH-MU-ZSC-CL05-3321,1
10207,35755,15803,CHAMANKAR ENTERPRISES,INCOME TAX COLONY,1S-MH-MU-ZSC-CL09-3211,1S-MH-MU-ZSC-CL09-2281,2
10207,35756,HTConsumer,CHAMANKAR ENTERPRISES,,1S-MH-MU-ZSC-CL09-3211,nan,2
10207,15801,34616,INCOME TAX COLONY,RATNAGAR,1S-MH-MU-ZSC-CL09-2281,1S-MH-MU-ZSC-CL06-3280,3
10207,15802,DT,INCOME TAX COLONY,INCOME TAX COLONY,1S-MH-MU-ZSC-CL09-2281,1S-MH-MU-ZSC-CL09-2281,3
10207,34614,7119,RATNAGAR,VERSOVA VIEW,1S-MH-MU-ZSC-CL06-3280,1S-MH-MU-ZSC-CL06-2835,4
10207,34615,DT,RATNAGAR,RATNAGAR,1S-MH-MU-ZSC-CL06-3280,1S-MH-MU-ZSC-CL06-3280,4
10207,7120,DT,VERSOVA VIEW,VERSOVA VIEW,1S-MH-MU-ZSC-CL06-2835,1S-MH-MU-ZSC-CL06-2835,5
10207,32854,18508,VERSOVA VIEW,FOUR BUNGLOW ROAD NO.2,1S-MH-MU-ZSC-CL06-2835,1S-MH-MU-ZSC-CL06-2221,5
10207,7118,15373,VERSOVA VIEW,FOUR BUNGLOW ROAD NO.3,1S-MH-MU-ZSC-CL06-2835,1S-MH-MU-ZSC-CL06-2222,5
10207,7117,37387,VERSOVA VIEW,VERSOVA PUSHPAK,1S-MH-MU-ZSC-CL06-2835,1S-MH-MU-ZSC-CL06-3428,5
10207,6376,DT,FOUR BUNGLOW ROAD NO.2,FOUR BUNGLOW ROAD NO.2,1S-MH-MU-ZSC-CL06-2221,1S-MH-MU-ZSC-CL06-2221,6
10209,10209,14433,AMBIVLI REC-STN,GOLDEN VILLA,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2244,0
10209,14435,7339,GOLDEN VILLA,MAHARASHTRA PLASTICS,1S-MH-MU-ZSC-CL09-2244,1S-MH-MU-ZSC-CL09-2432,1
10209,14434,DT,GOLDEN VILLA,GOLDEN VILLA,1S-MH-MU-ZSC-CL09-2244,1S-MH-MU-ZSC-CL09-2244,1
10209,7341,32373,MAHARASHTRA PLASTICS,IDEA SQUARE,1S-MH-MU-ZSC-CL09-2432,1S-MH-MU-ZSC-CL09-3225,2
10209,7340,DT,MAHARASHTRA PLASTICS,MAHARASHTRA PLASTICS,1S-MH-MU-ZSC-CL09-2432,1S-MH-MU-ZSC-CL09-2432,2
10209,32374,32272,IDEA SQUARE,UNIVERSAL TEXTILE,1S-MH-MU-ZSC-CL09-3225,1S-MH-MU-ZSC-CL09-3168,3
10209,32375,DT,IDEA SQUARE,IDEA SQUARE,1S-MH-MU-ZSC-CL09-3225,1S-MH-MU-ZSC-CL09-3225,3
10209,32274,16164,UNIVERSAL TEXTILE,VALECHA HOUSE,1S-MH-MU-ZSC-CL09-3168,1S-MH-MU-ZSC-CL09-2806,4
10209,32273,DT,UNIVERSAL TEXTILE,UNIVERSAL TEXTILE,1S-MH-MU-ZSC-CL09-3168,1S-MH-MU-ZSC-CL09-3168,4
10210,10210,38517,AMBIVLI REC-STN,6 7 8 GAZDHAR,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL08-3475,0
10210,10210,18335,AMBIVLI REC-STN,OCEANGRAPHY,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL05-2583,0
10210,38516,19899,6 7 8 GAZDHAR,YASHRAJ FILMS,1S-MH-MU-ZSC-CL08-3475,1S-MH-MU-ZSC-CL09-2926,1
10210,38518,DT,6 7 8 GAZDHAR,6 7 8 GAZDHAR,1S-MH-MU-ZSC-CL08-3475,1S-MH-MU-ZSC-CL08-3475,1
10210,18333,37506,OCEANGRAPHY,VASTU PRECINCT,1S-MH-MU-ZSC-CL05-2583,1S-MH-MU-ZSC-CL05-3379,1
10210,18334,DT,OCEANGRAPHY,OCEANGRAPHY,1S-MH-MU-ZSC-CL05-2583,1S-MH-MU-ZSC-CL05-2583,1
10210,19901,DT,YASHRAJ FILMS,YASHRAJ FILMS,1S-MH-MU-ZSC-CL09-2926,1S-MH-MU-ZSC-CL09-2926,2
10210,19902,16613,YASHRAJ FILMS,PARKSON GRAPHICS,1S-MH-MU-ZSC-CL09-2926,1S-MH-MU-ZSC-CL09-2607,2
10210,38888,19898,YASHRAJ FILMS,YASHRAJ FILMS,1S-MH-MU-ZSC-CL09-2926,1S-MH-MU-ZSC-CL09-2926,2
10210,37507,DT,VASTU PRECINCT,VASTU PRECINCT,1S-MH-MU-ZSC-CL05-3379,1S-MH-MU-ZSC-CL05-3379,2
10210,37508,15445,VASTU PRECINCT,SHASTRI NAGAR TOWER NO.2,1S-MH-MU-ZSC-CL05-3379,1S-MH-MU-ZSC-CL05-2737,2
10210,16615,9880,PARKSON GRAPHICS,RAHEJA PLAZA,1S-MH-MU-ZSC-CL09-2607,1S-MH-MU-ZSC-CL09-3004,3
10210,15444,15393,SHASTRI NAGAR TOWER NO.2,INDRALOK,1S-MH-MU-ZSC-CL05-2737,1S-MH-MU-ZSC-CL05-2288,3
10210,25775,DT,SHASTRI NAGAR TOWER NO.2,SHASTRI NAGAR TOWER NO.2,1S-MH-MU-ZSC-CL05-2737,1S-MH-MU-ZSC-CL05-2737,3
10210,15446,DT,SHASTRI NAGAR TOWER NO.2,SHASTRI NAGAR TOWER NO.2,1S-MH-MU-ZSC-CL05-2737,1S-MH-MU-ZSC-CL05-2737,3
10210,9882,32413,RAHEJA PLAZA,SUPREME INDUSTRIES,1S-MH-MU-ZSC-CL09-3004,1S-MH-MU-ZSC-CL09-2765,4
10210,9881,DT,RAHEJA PLAZA,RAHEJA PLAZA,1S-MH-MU-ZSC-CL09-3004,1S-MH-MU-ZSC-CL09-3004,4
10210,15391,9312,INDRALOK,APANA GHAR NO.1,1S-MH-MU-ZSC-CL05-2288,1S-MH-MU-ZSC-CL05-2080,4
10210,15391,32151,INDRALOK,VERSOVA MHADA NO.3,1S-MH-MU-ZSC-CL05-2288,1S-MH-MU-ZSC-CL05-3219,4
10210,15392,DT,INDRALOK,INDRALOK,1S-MH-MU-ZSC-CL05-2288,1S-MH-MU-ZSC-CL05-2288,4
10210,32415,7439,SUPREME INDUSTRIES,AMBIVLI INDUSTRIES NO.1,1S-MH-MU-ZSC-CL09-2765,1S-MH-MU-ZSC-CL09-2040,5
10210,32414,HTConsumer,SUPREME INDUSTRIES,,1S-MH-MU-ZSC-CL09-2765,nan,5
10210,32154,40189,VERSOVA MHADA NO.3,NEMINATH LUXARIA,1S-MH-MU-ZSC-CL05-3219,1S-MH-MU-ZSC-CL05-3499,5
10210,32153,DT,VERSOVA MHADA NO.3,VERSOVA MHADA NO.3,1S-MH-MU-ZSC-CL05-3219,1S-MH-MU-ZSC-CL05-3219,5
10210,32152,32146,VERSOVA MHADA NO.3,VERSOVA MHADA NO.1,1S-MH-MU-ZSC-CL05-3219,1S-MH-MU-ZSC-CL05-3217,5
10210,41663,41662,AMBIVLI INDUSTRIES NO.1,AMBIVLI INDUSTRIES NO.1,1S-MH-MU-ZSC-CL09-2040,1S-MH-MU-ZSC-CL09-2040,6
10210,7440,14263,AMBIVLI INDUSTRIES NO.1,VEERA DESAI ROAD NO.2,1S-MH-MU-ZSC-CL09-2040,1S-MH-MU-ZSC-CL09-2815,6
10210,7442,15923,AMBIVLI INDUSTRIES NO.1,VIDIOCON TOWER,1S-MH-MU-ZSC-CL09-2040,1S-MH-MU-ZSC-CL09-2840,6
10210,19438,DT,AMBIVLI INDUSTRIES NO.1,AMBIVLI INDUSTRIES NO.1,1S-MH-MU-ZSC-CL09-2040,1S-MH-MU-ZSC-CL09-2040,6
10210,7441,DT,AMBIVLI INDUSTRIES NO.1,AMBIVLI INDUSTRIES NO.1,1S-MH-MU-ZSC-CL09-2040,1S-MH-MU-ZSC-CL09-2040,6
10210,32143,DT,VERSOVA MHADA NO.1,VERSOVA MHADA NO.1,1S-MH-MU-ZSC-CL05-3217,1S-MH-MU-ZSC-CL05-3217,6
10210,32144,32150,VERSOVA MHADA NO.1,VERSOVA MHADA NO.2,1S-MH-MU-ZSC-CL05-3217,1S-MH-MU-ZSC-CL05-3218,6
10211,10211,29463,AMBIVLI REC-STN,K.D.A.HOSPITAL,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL05-3075,0
10212,10212,CAP BANK,AMBIVLI REC-STN,AMBIVLI REC-STN,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-RSTN-AMBI,0
10214,10214,38924,AMBIVLI REC-STN,AMBIVLI REC-STN,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-RSTN-AMBI,0
10214,38925,28218,AMBIVLI REC-STN,MOHID,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2895,1
10214,38926,14475,AMBIVLI REC-STN,VERSOVA R D P NO.2,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL05-2828,1
10214,28217,DT,MOHID,MOHID,1S-MH-MU-ZSC-CL09-2895,1S-MH-MU-ZSC-CL09-2895,2
10214,36029,DT,MOHID,MOHID,1S-MH-MU-ZSC-CL09-2895,1S-MH-MU-ZSC-CL09-2895,2
10214,14476,DT,VERSOVA R D P NO.2,VERSOVA R D P NO.2,1S-MH-MU-ZSC-CL05-2828,1S-MH-MU-ZSC-CL05-2828,2
10214,14474,42675,VERSOVA R D P NO.2,NEELAM CHAITANYA,1S-MH-MU-ZSC-CL05-2828,1S-MH-MU-ZSC-CL06-3484,2
10214,14473,14574,VERSOVA R D P NO.2,VERSOVA R S C 2,1S-MH-MU-ZSC-CL05-2828,1S-MH-MU-ZSC-CL05-2833,2
10214,42676,14258,NEELAM CHAITANYA,CHAITANYA HOUSING,1S-MH-MU-ZSC-CL06-3484,1S-MH-MU-ZSC-CL06-2144,3
10214,42676,DT,NEELAM CHAITANYA,NEELAM CHAITANYA,1S-MH-MU-ZSC-CL06-3484,1S-MH-MU-ZSC-CL06-3484,3
10214,14575,DT,VERSOVA R S C 2,VERSOVA R S C 2,1S-MH-MU-ZSC-CL05-2833,1S-MH-MU-ZSC-CL05-2833,3
10214,30434,DT,VERSOVA R S C 2,VERSOVA R S C 2,1S-MH-MU-ZSC-CL05-2833,1S-MH-MU-ZSC-CL05-2833,3
10214,14573,15349,VERSOVA R S C 2,VERSOVA R S C 10,1S-MH-MU-ZSC-CL05-2833,1S-MH-MU-ZSC-CL05-2832,3
10214,14257,34656,CHAITANYA HOUSING,MUKTI,1S-MH-MU-ZSC-CL06-2144,1S-MH-MU-ZSC-CL06-3254,4
10214,14259,DT,CHAITANYA HOUSING,CHAITANYA HOUSING,1S-MH-MU-ZSC-CL06-2144,1S-MH-MU-ZSC-CL06-2144,4
10214,34658,9766,MUKTI,BALKRISHNA,1S-MH-MU-ZSC-CL06-3254,1S-MH-MU-ZSC-CL06-2097,5
10214,34657,DT,MUKTI,MUKTI,1S-MH-MU-ZSC-CL06-3254,1S-MH-MU-ZSC-CL06-3254,5
10214,9765,6024,BALKRISHNA,GAUTAM APARTMENT NO.1,1S-MH-MU-ZSC-CL06-2097,1S-MH-MU-ZSC-CL06-2229,6
10214,9767,DT,BALKRISHNA,BALKRISHNA,1S-MH-MU-ZSC-CL06-2097,1S-MH-MU-ZSC-CL06-2097,6
10214,14442,6372,GAUTAM APARTMENT NO.1,VERSOVA ROAD NO.2,1S-MH-MU-ZSC-CL06-2229,1S-MH-MU-ZSC-CL06-2827,7
10214,6026,6084,GAUTAM APARTMENT NO.1,MAHAVIR APARTMENT,1S-MH-MU-ZSC-CL06-2229,1S-MH-MU-ZSC-CL06-2433,7
10214,6025,DT,GAUTAM APARTMENT NO.1,GAUTAM APARTMENT NO.1,1S-MH-MU-ZSC-CL06-2229,1S-MH-MU-ZSC-CL06-2229,7
10214,6373,DT,VERSOVA ROAD NO.2,VERSOVA ROAD NO.2,1S-MH-MU-ZSC-CL06-2827,1S-MH-MU-ZSC-CL06-2827,8
10214,6374,12473,VERSOVA ROAD NO.2,JAI VERSOVA,1S-MH-MU-ZSC-CL06-2827,1S-MH-MU-ZSC-CL06-2309,8
10214,6082,10264,MAHAVIR APARTMENT,SHAHNAZ,1S-MH-MU-ZSC-CL06-2433,1S-MH-MU-ZSC-CL06-2726,8
10214,6083,DT,MAHAVIR APARTMENT,MAHAVIR APARTMENT,1S-MH-MU-ZSC-CL06-2433,1S-MH-MU-ZSC-CL06-2433,8
10214,12471,7628,JAI VERSOVA,DHARTI APARTMENT,1S-MH-MU-ZSC-CL06-2309,1S-MH-MU-ZSC-CL06-2187,9
10214,12472,DT,JAI VERSOVA,JAI VERSOVA,1S-MH-MU-ZSC-CL06-2309,1S-MH-MU-ZSC-CL06-2309,9
10217,10217,11238,AMBIVLI REC-STN,BHUDHARGAD,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2132,0
10217,11240,35525,BHUDHARGAD,SAVGAN,1S-MH-MU-ZSC-CL09-2132,1S-MH-MU-ZSC-CL06-3340,1
10217,11239,DT,BHUDHARGAD,BHUDHARGAD,1S-MH-MU-ZSC-CL09-2132,1S-MH-MU-ZSC-CL09-2132,1
10217,39662,9170,SAVGAN,NAVSENA,1S-MH-MU-ZSC-CL06-3340,1S-MH-MU-ZSC-CL06-2564,2
10217,35527,DT,SAVGAN,SAVGAN,1S-MH-MU-ZSC-CL06-3340,1S-MH-MU-ZSC-CL06-3340,2
10217,9169,12456,NAVSENA,PADMINI,1S-MH-MU-ZSC-CL06-2564,1S-MH-MU-ZSC-CL06-2598,3
10217,9171,15123,NAVSENA,SAGAR SHROT,1S-MH-MU-ZSC-CL06-2564,1S-MH-MU-ZSC-CL06-2677,3
10217,39626,DT,NAVSENA,NAVSENA,1S-MH-MU-ZSC-CL06-2564,1S-MH-MU-ZSC-CL06-2564,3
10217,12454,37388,PADMINI,VERSOVA PUSHPAK,1S-MH-MU-ZSC-CL06-2598,1S-MH-MU-ZSC-CL06-3428,4
10217,12455,DT,PADMINI,PADMINI,1S-MH-MU-ZSC-CL06-2598,1S-MH-MU-ZSC-CL06-2598,4
10217,15125,11679,SAGAR SHROT,AMALTAS,1S-MH-MU-ZSC-CL06-2677,1S-MH-MU-ZSC-CL06-2029,4
10217,15124,DT,SAGAR SHROT,SAGAR SHROT,1S-MH-MU-ZSC-CL06-2677,1S-MH-MU-ZSC-CL06-2677,4
10217,37389,DT,VERSOVA PUSHPAK,VERSOVA PUSHPAK,1S-MH-MU-ZSC-CL06-3428,1S-MH-MU-ZSC-CL06-3428,5
10217,11681,31830,AMALTAS,SANGAM SOCIETY,1S-MH-MU-ZSC-CL06-2029,1S-MH-MU-ZSC-CL06-3194,5
10217,11680,DT,AMALTAS,AMALTAS,1S-MH-MU-ZSC-CL06-2029,1S-MH-MU-ZSC-CL06-2029,5
10217,31832,26683,SANGAM SOCIETY,KAPASWADI,1S-MH-MU-ZSC-CL06-3194,1S-MH-MU-ZSC-CL06-2998,6
10217,31831,DT,SANGAM SOCIETY,SANGAM SOCIETY,1S-MH-MU-ZSC-CL06-3194,1S-MH-MU-ZSC-CL06-3194,6
10219,10219,12470,AMBIVLI REC-STN,LAXMI INDUSTRIAL ESTATE NO.2,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2376,0
10219,12468,7093,LAXMI INDUSTRIAL ESTATE NO.2,LAXMI INDUSTRIES NORTH NO.1,1S-MH-MU-ZSC-CL09-2376,1S-MH-MU-ZSC-CL09-2377,1
10219,12469,DT,LAXMI INDUSTRIAL ESTATE NO.2,LAXMI INDUSTRIAL ESTATE NO.2,1S-MH-MU-ZSC-CL09-2376,1S-MH-MU-ZSC-CL09-2376,1
10219,7095,10340,LAXMI INDUSTRIES NORTH NO.1,LAXMI INDUSTRIES NORTH NO.2,1S-MH-MU-ZSC-CL09-2377,1S-MH-MU-ZSC-CL09-2378,2
10219,12467,11778,LAXMI INDUSTRIES NORTH NO.1,LAXMI INDUSTRIAL ESTATE NO.1,1S-MH-MU-ZSC-CL09-2377,1S-MH-MU-ZSC-CL09-2381,2
10219,7094,DT,LAXMI INDUSTRIES NORTH NO.1,LAXMI INDUSTRIES NORTH NO.1,1S-MH-MU-ZSC-CL09-2377,1S-MH-MU-ZSC-CL09-2377,2
10219,10339,DT,LAXMI INDUSTRIES NORTH NO.2,LAXMI INDUSTRIES NORTH NO.2,1S-MH-MU-ZSC-CL09-2378,1S-MH-MU-ZSC-CL09-2378,3
10219,19605,19780,LAXMI INDUSTRIAL ESTATE NO.1,MOHAN BAKERY,1S-MH-MU-ZSC-CL09-2381,1S-MH-MU-ZSC-CL09-2537,3
10219,11777,DT,LAXMI INDUSTRIAL ESTATE NO.1,LAXMI INDUSTRIAL ESTATE NO.1,1S-MH-MU-ZSC-CL09-2381,1S-MH-MU-ZSC-CL09-2381,3
