FEEDER_ID,FROM_SWITCH,TO_SWITCH,SOURCE_SS,DESTINATION_SS,SOURCE_LOCATION,DESTINATION_LOCATION,RANK
35569,42105,36498,SAI HERITAGE NO.2,BHAGAT VILLA,1S-MH-MU-ZSC-CL03-3440,1S-MH-MU-ZSC-CL03-3314,13
35569,42107,DT,SAI HERITAGE NO.2,SAI HERITAGE NO.2,1S-MH-MU-ZSC-CL03-3440,1S-MH-MU-ZSC-CL03-3440,13
35569,36496,40059,BHAGAT VILLA,RADHA SADAN,1S-MH-MU-ZSC-CL03-3314,1S-MH-MU-ZSC-CL03-3504,14
35569,36497,DT,BHAGAT VILLA,BHAGAT VILLA,1S-MH-MU-ZSC-CL03-3314,1S-MH-MU-ZSC-CL03-3314,14
35569,40058,6104,RADHA SADAN,SARASWAT BANK,1S-MH-MU-ZSC-CL03-3504,1S-MH-MU-ZSC-CL03-2703,15
35569,40060,DT,RADHA SADAN,RADHA SADAN,1S-MH-MU-ZSC-CL03-3504,1S-MH-MU-ZSC-CL03-3504,15
35569,2515,38834,SARASWAT BANK,DIPTI SHWETA CHS,1S-MH-MU-ZSC-CL03-2703,1S-MH-MU-ZSC-CL03-3516,16
35569,2514,DT,SARASWAT BANK,SARASWAT BANK,1S-MH-MU-ZSC-CL03-2703,1S-MH-MU-ZSC-CL03-2703,16
35570,35570,CAP BANK,HINDUSTAN UNILEVER REC-STN,HINDUSTAN UNILEVER REC-STN,1S-MH-MU-ZSC-RSTN-HULL,1S-MH-MU-ZSC-RSTN-HULL,0
40283,40283,CAP BANK,JANKALYAN NAGAR RECEIVING STATION,PT,1S-MH-MU-ZCT-RSTN-JANK,1S-MH-MU-ZCT-RSTN-JANK,0
40283,40283,CAP BANK,JANKALYAN NAGAR RECEIVING STATION,JANKALYAN NAGAR RECEIVING STATION,1S-MH-MU-ZCT-RSTN-JANK,1S-MH-MU-ZCT-RSTN-JANK,0
40283,40283,CAP BANK,JANKALYAN NAGAR RECEIVING STATION,CAP BANK,1S-MH-MU-ZCT-RSTN-JANK,1S-MH-MU-ZCT-RSTN-JANK,0
40285,40285,40581,JANKALYAN NAGAR RECEIVING STATION,JANKALYAN REGENT,1S-MH-MU-ZCT-RSTN-JANK,1S-MH-MU-ZCT-CL06-5676,0
40285,40579,17990,JANKALYAN REGENT,PATHARE WADI,1S-MH-MU-ZCT-CL06-5676,1S-MH-MU-ZCT-CL06-4580,1
40285,40580,12498,JANKALYAN REGENT,SWETA SHELTER,1S-MH-MU-ZCT-CL06-5676,1S-MH-MU-ZCT-CL06-4703,1
40285,40582,DT,JANKALYAN REGENT,DT,1S-MH-MU-ZCT-CL06-5676,1S-MH-MU-ZCT-CL06-5676,1
40285,17978,42468,PATHARE WADI,PATHARE WADI NO 2,1S-MH-MU-ZCT-CL06-4580,1S-MH-MU-ZCT-CL06-5753,2
40285,15040,DT,PATHARE WADI,PATHARE WADI,1S-MH-MU-ZCT-CL06-4580,1S-MH-MU-ZCT-CL06-4580,2
40285,12496,3707,SWETA SHELTER,GANESH NAGAR MHADA REC-STN,1S-MH-MU-ZCT-CL06-4703,1S-MH-MU-ZCT-RSTN-GANE,2
40285,12499,DT,SWETA SHELTER,DT,1S-MH-MU-ZCT-CL06-4703,1S-MH-MU-ZCT-CL06-4703,2
40285,42469,37649,PATHARE WADI NO 2,P3 INFOTECH,1S-MH-MU-ZCT-CL06-5753,1S-MH-MU-ZCT-CL06-5291,3
40285,42470,HTConsumer,PATHARE WADI NO 2,,1S-MH-MU-ZCT-CL06-5753,nan,3
40285,37651,16109,P3 INFOTECH,MALWANI VILLAGE,1S-MH-MU-ZCT-CL06-5291,1S-MH-MU-ZCT-CL06-4472,4
40285,37650,HTConsumer,P3 INFOTECH,,1S-MH-MU-ZCT-CL06-5291,nan,4
40285,16108,11895,MALWANI VILLAGE,MAMTA PARADISE,1S-MH-MU-ZCT-CL06-4472,1S-MH-MU-ZCT-CL06-4473,5
40285,16110,DT,MALWANI VILLAGE,MALWANI VILLAGE,1S-MH-MU-ZCT-CL06-4472,1S-MH-MU-ZCT-CL06-4472,5
40285,11893,43152,MAMTA PARADISE,MALVANI,1S-MH-MU-ZCT-CL06-4473,1S-MH-MU-ZCT-CL06-4458,6
40285,11894,DT,MAMTA PARADISE,MAMTA PARADISE,1S-MH-MU-ZCT-CL06-4473,1S-MH-MU-ZCT-CL06-4473,6
40285,2161,26778,MALVANI,AIR MARVE,1S-MH-MU-ZCT-CL06-4458,1S-MH-MU-ZCT-CL06-4034,7
40285,2420,DT,MALVANI,MALVANI,1S-MH-MU-ZCT-CL06-4458,1S-MH-MU-ZCT-CL06-4458,7
40285,26780,42790,AIR MARVE,MALWANI MHADA NO.3,1S-MH-MU-ZCT-CL06-4034,1S-MH-MU-ZCT-CL06-5718,8
40285,26779,HTConsumer,AIR MARVE,,1S-MH-MU-ZCT-CL06-4034,nan,8
40285,42789,32993,MALWANI MHADA NO.3,MALWANI POLICE QUARTERS,1S-MH-MU-ZCT-CL06-5718,1S-MH-MU-ZCT-CL06-5183,9
40285,42791,DT,MALWANI MHADA NO.3,DT,1S-MH-MU-ZCT-CL06-5718,1S-MH-MU-ZCT-CL06-5718,9
40285,32995,10011,MALWANI POLICE QUARTERS,KHARODI SOUTH NO.3,1S-MH-MU-ZCT-CL06-5183,1S-MH-MU-ZCT-CL06-4389,10
40285,32994,DT,MALWANI POLICE QUARTERS,MALWANI POLICE QUARTERS,1S-MH-MU-ZCT-CL06-5183,1S-MH-MU-ZCT-CL06-5183,10
40287,40287,32201,JANKALYAN NAGAR RECEIVING STATION,MALAD BILLABONG SCHOOL,1S-MH-MU-ZCT-RSTN-JANK,1S-MH-MU-ZCT-CL05-5171,0
40287,32202,29922,MALAD BILLABONG SCHOOL,BAFHIRA NAGAR NO.4,1S-MH-MU-ZCT-CL05-5171,1S-MH-MU-ZCT-CL05-5078,1
40287,32203,DT,MALAD BILLABONG SCHOOL,MALAD BILLABONG SCHOOL,1S-MH-MU-ZCT-CL05-5171,1S-MH-MU-ZCT-CL05-5171,1
40287,41064,DT,MALAD BILLABONG SCHOOL,MALAD BILLABONG SCHOOL,1S-MH-MU-ZCT-CL05-5171,1S-MH-MU-ZCT-CL05-5171,1
40287,29920,28028,BAFHIRA NAGAR NO.4,BAFHIRA NAGAR NO.3,1S-MH-MU-ZCT-CL05-5078,1S-MH-MU-ZCT-CL05-5000,2
40287,29921,DT,BAFHIRA NAGAR NO.4,BAFHIRA NAGAR NO.4,1S-MH-MU-ZCT-CL05-5078,1S-MH-MU-ZCT-CL05-5078,2
40287,28027,26999,BAFHIRA NAGAR NO.3,BAFHIRA NAGAR NO.2,1S-MH-MU-ZCT-CL05-5000,1S-MH-MU-ZCT-CL05-4999,3
40287,28029,DT,BAFHIRA NAGAR NO.3,BAFHIRA NAGAR NO.3,1S-MH-MU-ZCT-CL05-5000,1S-MH-MU-ZCT-CL05-5000,3
40287,27000,DT,BAFHIRA NAGAR NO.2,BAFHIRA NAGAR NO.2,1S-MH-MU-ZCT-CL05-4999,1S-MH-MU-ZCT-CL05-4999,4
40288,40288,Stn Xmer,JANKALYAN NAGAR RECEIVING STATION,PT,1S-MH-MU-ZCT-RSTN-JANK,1S-MH-MU-ZCT-RSTN-JANK,0
40288,40288,Stn Xmer,JANKALYAN NAGAR RECEIVING STATION,JANKALYAN NAGAR RECEIVING STATION,1S-MH-MU-ZCT-RSTN-JANK,1S-MH-MU-ZCT-RSTN-JANK,0
40288,40288,Stn Xmer,JANKALYAN NAGAR RECEIVING STATION,CAP BANK,1S-MH-MU-ZCT-RSTN-JANK,1S-MH-MU-ZCT-RSTN-JANK,0
40292,40292,38588,JANKALYAN NAGAR RECEIVING STATION,BABREKAR NAGAR SHAKTI,1S-MH-MU-ZCT-RSTN-JANK,1S-MH-MU-ZCT-CL05-5623,0
40292,38587,39989,BABREKAR NAGAR SHAKTI,BABREKAR NAGAR DHARTI,1S-MH-MU-ZCT-CL05-5623,1S-MH-MU-ZCT-CL05-5518,1
40292,38589,DT,BABREKAR NAGAR SHAKTI,BABREKAR NAGAR SHAKTI,1S-MH-MU-ZCT-CL05-5623,1S-MH-MU-ZCT-CL05-5623,1
40292,39990,41616,BABREKAR NAGAR DHARTI,BABREKAR NAGAR KALASH,1S-MH-MU-ZCT-CL05-5518,1S-MH-MU-ZCT-CL05-5656,2
40292,39991,DT,BABREKAR NAGAR DHARTI,BABREKAR NAGAR DHARTI,1S-MH-MU-ZCT-CL05-5518,1S-MH-MU-ZCT-CL05-5518,2
40292,41615,37252,BABREKAR NAGAR KALASH,BABREKAR NAGAR ACME,1S-MH-MU-ZCT-CL05-5656,1S-MH-MU-ZCT-CL05-5501,3
40292,41617,DT,BABREKAR NAGAR KALASH,BABREKAR NAGAR KALASH,1S-MH-MU-ZCT-CL05-5656,1S-MH-MU-ZCT-CL05-5656,3
40292,37254,41267,BABREKAR NAGAR ACME,BABREKAR NAGAR ACME NO-2,1S-MH-MU-ZCT-CL05-5501,1S-MH-MU-ZCT-CL05-5705,4
40292,37253,DT,BABREKAR NAGAR ACME,BABREKAR NAGAR ACME,1S-MH-MU-ZCT-CL05-5501,1S-MH-MU-ZCT-CL05-5501,4
40292,41268,43972,BABREKAR NAGAR ACME NO-2,BABREKAR NAGAR VEENA,1S-MH-MU-ZCT-CL05-5705,1S-MH-MU-ZCT-CL05-5813,5
40292,41266,11143,BABREKAR NAGAR ACME NO-2,CHARKOP EAST,1S-MH-MU-ZCT-CL05-5705,1S-MH-MU-ZCT-CL05-4133,5
40292,41269,DT,BABREKAR NAGAR ACME NO-2,BABREKAR NAGAR ACME NO-2,1S-MH-MU-ZCT-CL05-5705,1S-MH-MU-ZCT-CL05-5705,5
40292,41269,DT,BABREKAR NAGAR VEENA,BABREKAR NAGAR VEENA,1S-MH-MU-ZCT-CL05-5705,1S-MH-MU-ZCT-CL05-5705,5
40292,41270,DT,BABREKAR NAGAR ACME NO-2,BABREKAR NAGAR ACME NO-2,1S-MH-MU-ZCT-CL05-5705,1S-MH-MU-ZCT-CL05-5705,5
40292,41270,DT,BABREKAR NAGAR VEENA,BABREKAR NAGAR VEENA,1S-MH-MU-ZCT-CL05-5705,1S-MH-MU-ZCT-CL05-5705,5
40292,43974,DT,BABREKAR NAGAR ACME NO-2,BABREKAR NAGAR ACME NO-2,1S-MH-MU-ZCT-CL05-5705,1S-MH-MU-ZCT-CL05-5705,5
40292,43974,DT,BABREKAR NAGAR VEENA,BABREKAR NAGAR VEENA,1S-MH-MU-ZCT-CL05-5705,1S-MH-MU-ZCT-CL05-5705,5
40292,43973,12650,BABREKAR NAGAR VEENA,V KISHANCHAND,1S-MH-MU-ZCT-CL05-5813,1S-MH-MU-ZCT-CL05-4777,6
40292,11144,14695,CHARKOP EAST,CHARKOP VILLAGE,1S-MH-MU-ZCT-CL05-4133,1S-MH-MU-ZCT-CL05-4134,6
40292,11145,2598,CHARKOP EAST,MUTUAL STEEL,1S-MH-MU-ZCT-CL05-4133,1S-MH-MU-ZCT-CL05-4503,6
40292,15207,DT,CHARKOP EAST,CHARKOP EAST,1S-MH-MU-ZCT-CL05-4133,1S-MH-MU-ZCT-CL05-4133,6
40292,12651,DT,V KISHANCHAND,V KISHANCHAND,1S-MH-MU-ZCT-CL05-4777,1S-MH-MU-ZCT-CL05-4777,7
40292,12652,12062,V KISHANCHAND,VINAYAK ICE-CREAM,1S-MH-MU-ZCT-CL05-4777,1S-MH-MU-ZCT-CL05-4803,7
40292,14694,30268,CHARKOP VILLAGE,MIHIR APARTMENT,1S-MH-MU-ZCT-CL05-4134,1S-MH-MU-ZCT-CL05-4492,7
40292,9629,DT,CHARKOP VILLAGE,CHARKOP VILLAGE,1S-MH-MU-ZCT-CL05-4134,1S-MH-MU-ZCT-CL05-4134,7
40292,12064,DT,VINAYAK ICE-CREAM,VINAYAK ICE-CREAM,1S-MH-MU-ZCT-CL05-4803,1S-MH-MU-ZCT-CL05-4803,8
40292,12063,26309,VINAYAK ICE-CREAM,K.I.E. REC-STN,1S-MH-MU-ZCT-CL05-4803,1S-MH-MU-ZCT-RSTN-KIES,8
40292,30269,36936,MIHIR APARTMENT,CHARKOP SAGARMATA SOCIETY,1S-MH-MU-ZCT-CL05-4492,1S-MH-MU-ZCT-CL05-5318,8
40292,14700,DT,MIHIR APARTMENT,MIHIR APARTMENT,1S-MH-MU-ZCT-CL05-4492,1S-MH-MU-ZCT-CL05-4492,8
40292,36938,13969,CHARKOP SAGARMATA SOCIETY,R S C 8,1S-MH-MU-ZCT-CL05-5318,1S-MH-MU-ZCT-CL05-4636,9
40292,36937,DT,CHARKOP SAGARMATA SOCIETY,CHARKOP SAGARMATA SOCIETY,1S-MH-MU-ZCT-CL05-5318,1S-MH-MU-ZCT-CL05-5318,9
40292,13971,15342,R S C 8,R S C 12 EAST,1S-MH-MU-ZCT-CL05-4636,1S-MH-MU-ZCT-CL05-4610,10
40292,13970,DT,R S C 8,R S C 8,1S-MH-MU-ZCT-CL05-4636,1S-MH-MU-ZCT-CL05-4636,10
40293,40293,38125,JANKALYAN NAGAR RECEIVING STATION,MARINA ENCLAVE NO.3,1S-MH-MU-ZCT-RSTN-JANK,1S-MH-MU-ZCT-CL06-5583,0
40293,38126,40354,MARINA ENCLAVE NO.3,MARINA ENCLAVE NO.2,1S-MH-MU-ZCT-CL06-5583,1S-MH-MU-ZCT-CL06-5582,1
40293,38124,DT,MARINA ENCLAVE NO.3,MARINA ENCLAVE NO.3,1S-MH-MU-ZCT-CL06-5583,1S-MH-MU-ZCT-CL06-5583,1
40293,38127,DT,MARINA ENCLAVE NO.3,MARINA ENCLAVE NO.3,1S-MH-MU-ZCT-CL06-5583,1S-MH-MU-ZCT-CL06-5583,1
40293,40355,38121,MARINA ENCLAVE NO.2,MARINA ENCLAVE NO.1,1S-MH-MU-ZCT-CL06-5582,1S-MH-MU-ZCT-CL06-5581,2
40293,40356,DT,MARINA ENCLAVE NO.2,MARINA ENCLAVE NO.2,1S-MH-MU-ZCT-CL06-5582,nan,2
40293,40353,DT,MARINA ENCLAVE NO.2,DT,1S-MH-MU-ZCT-CL06-5582,1S-MH-MU-ZCT-CL06-5582,2
40293,38122,37317,MARINA ENCLAVE NO.1,JANKALYAN NAGAR BLISS,1S-MH-MU-ZCT-CL06-5581,1S-MH-MU-ZCT-CL06-5379,3
40293,38123,DT,MARINA ENCLAVE NO.1,MARINA ENCLAVE NO.1,1S-MH-MU-ZCT-CL06-5581,1S-MH-MU-ZCT-CL06-5581,3
40293,38120,DT,MARINA ENCLAVE NO.1,MARINA ENCLAVE NO.1,1S-MH-MU-ZCT-CL06-5581,1S-MH-MU-ZCT-CL06-5581,3
40293,37319,40284,JANKALYAN NAGAR BLISS,JANKALYAN NAGAR RECEIVING STATION,1S-MH-MU-ZCT-CL06-5379,1S-MH-MU-ZCT-RSTN-JANK,4
40293,37318,34912,JANKALYAN NAGAR BLISS,SILICON PARK,1S-MH-MU-ZCT-CL06-5379,1S-MH-MU-ZCT-CL06-5253,4
40293,40603,DT,JANKALYAN NAGAR BLISS,JANKALYAN NAGAR BLISS,1S-MH-MU-ZCT-CL06-5379,1S-MH-MU-ZCT-CL06-5379,4
40293,34914,17522,SILICON PARK,JAI NAGAR,1S-MH-MU-ZCT-CL06-5253,1S-MH-MU-ZCT-CL06-4328,5
40293,34911,DT,SILICON PARK,SILICON PARK,1S-MH-MU-ZCT-CL06-5253,1S-MH-MU-ZCT-CL06-5253,5
40293,17524,12497,JAI NAGAR,SWETA SHELTER,1S-MH-MU-ZCT-CL06-4328,1S-MH-MU-ZCT-CL06-4703,6
40293,17523,DT,JAI NAGAR,JAI NAGAR,1S-MH-MU-ZCT-CL06-4328,1S-MH-MU-ZCT-CL06-4328,6
40295,40295,40903,JANKALYAN NAGAR RECEIVING STATION,JANKALYAN NAGAR AVIRAHI,1S-MH-MU-ZCT-RSTN-JANK,1S-MH-MU-ZCT-CL06-5607,0
40295,40904,42565,JANKALYAN NAGAR AVIRAHI,KHARODI NO.3,1S-MH-MU-ZCT-CL06-5607,1S-MH-MU-ZCT-CL06-4386,1
40295,40905,DT,JANKALYAN NAGAR AVIRAHI,JANKALYAN NAGAR AVIRAHI,1S-MH-MU-ZCT-CL06-5607,1S-MH-MU-ZCT-CL06-5607,1
40295,42563,26071,KHARODI NO.3,BAFHIRA NAGAR,1S-MH-MU-ZCT-CL06-4386,1S-MH-MU-ZCT-CL05-4953,2
40295,42564,13266,KHARODI NO.3,DIVYA PARK,1S-MH-MU-ZCT-CL06-4386,1S-MH-MU-ZCT-CL06-4209,2
40295,42566,DT,KHARODI NO.3,KHARODI NO.3,1S-MH-MU-ZCT-CL06-4386,1S-MH-MU-ZCT-CL06-4386,2
40295,26069,36976,BAFHIRA NAGAR,BAFHIRA NAGAR HOSPITAL,1S-MH-MU-ZCT-CL05-4953,1S-MH-MU-ZCT-CL05-5481,3
40295,29341,27016,BAFHIRA NAGAR,BAFHIRA NAGAR NO.2,1S-MH-MU-ZCT-CL05-4953,1S-MH-MU-ZCT-CL05-4999,3
40295,26069,3702,BAFHIRA NAGAR,GANESH NAGAR MHADA REC-STN,1S-MH-MU-ZCT-CL05-4953,1S-MH-MU-ZCT-RSTN-GANE,3
40295,26070,DT,BAFHIRA NAGAR,BAFHIRA NAGAR,1S-MH-MU-ZCT-CL05-4953,1S-MH-MU-ZCT-CL05-4953,3
40295,29338,DT,BAFHIRA NAGAR,BAFHIRA NAGAR,1S-MH-MU-ZCT-CL05-4953,1S-MH-MU-ZCT-CL05-4953,3
40295,29340,DT,BAFHIRA NAGAR,BAFHIRA NAGAR,1S-MH-MU-ZCT-CL05-4953,1S-MH-MU-ZCT-CL05-4953,3
40295,13265,7859,DIVYA PARK,KHARODI NO.2,1S-MH-MU-ZCT-CL06-4209,1S-MH-MU-ZCT-CL06-4385,3
40295,13267,DT,DIVYA PARK,DIVYA PARK,1S-MH-MU-ZCT-CL06-4209,1S-MH-MU-ZCT-CL06-4209,3
40295,36978,14605,BAFHIRA NAGAR HOSPITAL,MARVE FIRE BRIGADE,1S-MH-MU-ZCT-CL05-5481,1S-MH-MU-ZCT-CL06-4481,4
40295,36977,DT,BAFHIRA NAGAR HOSPITAL,BAFHIRA NAGAR HOSPITAL,1S-MH-MU-ZCT-CL05-5481,1S-MH-MU-ZCT-CL05-5481,4
40295,7858,7997,KHARODI NO.2,MARVE FIRE BRIGADE,1S-MH-MU-ZCT-CL06-4385,1S-MH-MU-ZCT-CL06-4481,4
40295,7860,DT,KHARODI NO.2,KHARODI NO.2,1S-MH-MU-ZCT-CL06-4385,1S-MH-MU-ZCT-CL06-4385,4
40299,40299,CAP BANK,JANKALYAN NAGAR RECEIVING STATION,PT,1S-MH-MU-ZCT-RSTN-JANK,1S-MH-MU-ZCT-RSTN-JANK,0
40299,40299,CAP BANK,JANKALYAN NAGAR RECEIVING STATION,JANKALYAN NAGAR RECEIVING STATION,1S-MH-MU-ZCT-RSTN-JANK,1S-MH-MU-ZCT-RSTN-JANK,0
40299,40299,CAP BANK,JANKALYAN NAGAR RECEIVING STATION,CAP BANK,1S-MH-MU-ZCT-RSTN-JANK,1S-MH-MU-ZCT-RSTN-JANK,0
39002,39002,26947,J. B. NAGAR RECEIVING STATION,AIRPORT AUTHORITY OF INDIA,1S-MH-MU-ZSC-RSTN-JBNA,1S-MH-MU-ZSC-CL04-2127,0
39002,28170,26948,AIRPORT AUTHORITY OF INDIA,AIRPORT AUTHORITY OF INDIA,1S-MH-MU-ZSC-CL04-2127,1S-MH-MU-ZSC-CL04-2127,1
39003,39003,42802,J. B. NAGAR RECEIVING STATION,MIAL WARE HOUSE HTC,1S-MH-MU-ZSC-RSTN-JBNA,1S-MH-MU-ZSC-CL04-3644,0
39003,42803,14095,MIAL WARE HOUSE HTC,SAHAR VILLAGE NORTH NO.2,1S-MH-MU-ZSC-CL04-3644,1S-MH-MU-ZSC-CL04-2687,1
39003,42801,HTConsumer,MIAL WARE HOUSE HTC,,1S-MH-MU-ZSC-CL04-3644,nan,1
39003,42804,HTConsumer,MIAL WARE HOUSE HTC,,1S-MH-MU-ZSC-CL04-3644,nan,1
39003,14097,14720,SAHAR VILLAGE NORTH NO.2,SAHAR VILLAGE NORTH NO.3,1S-MH-MU-ZSC-CL04-2687,1S-MH-MU-ZSC-CL04-2686,2
39003,14096,DT,SAHAR VILLAGE NORTH NO.2,SAHAR VILLAGE NORTH NO.2,1S-MH-MU-ZSC-CL04-2687,1S-MH-MU-ZSC-CL04-2687,2
39003,41967,6534,SAHAR VILLAGE NORTH NO.3,AIR INDIA,1S-MH-MU-ZSC-CL04-2686,1S-MH-MU-ZSC-CL04-2022,3
39003,6532,40161,AIR INDIA,HOTEL CORP OF INDIA (H C I),1S-MH-MU-ZSC-CL04-2022,1S-MH-MU-ZSC-CL04-2256,4
39003,6533,HTConsumer,AIR INDIA,,1S-MH-MU-ZSC-CL04-2022,nan,4
39003,6796,14767,HOTEL CORP OF INDIA (H C I),CONCRETE PLANT,1S-MH-MU-ZSC-CL04-2256,1S-MH-MU-ZSC-CL04-2166,5
39003,6798,HTConsumer,HOTEL CORP OF INDIA (H C I),,1S-MH-MU-ZSC-CL04-2256,nan,5
39003,14765,41201,CONCRETE PLANT,EIH UNIT OBEROI FLIGHTS,1S-MH-MU-ZSC-CL04-2166,1S-MH-MU-ZSC-CL04-3616,6
39003,14766,DT,CONCRETE PLANT,CONCRETE PLANT,1S-MH-MU-ZSC-CL04-2166,1S-MH-MU-ZSC-CL04-2166,6
39003,41199,11931,EIH UNIT OBEROI FLIGHTS,MAROL NAKA NO.1,1S-MH-MU-ZSC-CL04-3616,1S-MH-MU-ZSC-CL04-2485,7
39003,41200,HTConsumer,EIH UNIT OBEROI FLIGHTS,,1S-MH-MU-ZSC-CL04-3616,nan,7
39003,11931,15550,MAROL NAKA NO.1,MAROL NAKA NO.2,1S-MH-MU-ZSC-CL04-2485,1S-MH-MU-ZSC-CL04-2486,8
39003,11985,26042,MAROL NAKA NO.2,AVENUE SHELTER,1S-MH-MU-ZSC-CL04-2486,1S-MH-MU-ZSC-CL04-2980,9
39003,15551,DT,MAROL NAKA NO.2,MAROL NAKA NO.2,1S-MH-MU-ZSC-CL04-2486,1S-MH-MU-ZSC-CL04-2486,9
39004,39004,18724,J. B. NAGAR RECEIVING STATION,ASIAN HOTEL,1S-MH-MU-ZSC-RSTN-JBNA,1S-MH-MU-ZSC-CL04-2090,0
39004,HTConsumer,DT,ASIAN HOTEL,ASIAN HOTEL,1S-MH-MU-ZSC-CL04-2090,1S-MH-MU-ZSC-CL04-2090,1
39004,18725,HTConsumer,ASIAN HOTEL,,1S-MH-MU-ZSC-CL04-2090,nan,1
39006,39006,9576,J. B. NAGAR RECEIVING STATION,INDIAN AIRLINES,1S-MH-MU-ZSC-RSTN-JBNA,1S-MH-MU-ZSC-CL04-2899,0
39006,9578,17440,INDIAN AIRLINES,SAMRAT ASHOK NAGER,1S-MH-MU-ZSC-CL04-2899,1S-MH-MU-ZST-CL08-0454,1
39006,9577,HTConsumer,INDIAN AIRLINES,,1S-MH-MU-ZSC-CL04-2899,nan,1
39006,17442,7271,SAMRAT ASHOK NAGER,AMBASSADOR HOTEL,1S-MH-MU-ZST-CL08-0454,1S-MH-MU-ZST-CL08-0030,2
39006,17441,DT,SAMRAT ASHOK NAGER,SAMRAT ASHOK NAGER,1S-MH-MU-ZST-CL08-0454,1S-MH-MU-ZST-CL08-0454,2
39006,7273,39497,AMBASSADOR HOTEL,ELBEE CURRIERS,1S-MH-MU-ZST-CL08-0030,1S-MH-MU-ZST-CL08-0612,3
39006,19122,26540,ELBEE CURRIERS,VISHNU CINETONE,1S-MH-MU-ZST-CL08-0612,1S-MH-MU-ZST-CL08-0571,4
39006,19120,10840,ELBEE CURRIERS,SORTING OFFICE,1S-MH-MU-ZST-CL08-0612,1S-MH-MU-ZST-CL08-0501,4
39006,HTConsumer,DT,ELBEE CURRIERS,ELBEE CURRIERS,1S-MH-MU-ZST-CL08-0612,1S-MH-MU-ZST-CL08-0612,4
39006,19121,HTConsumer,ELBEE CURRIERS,,1S-MH-MU-ZST-CL08-0612,nan,4
39006,26539,DT,VISHNU CINETONE,VISHNU CINETONE,1S-MH-MU-ZST-CL08-0571,1S-MH-MU-ZST-CL08-0571,5
39006,10839,HTConsumer,SORTING OFFICE,,1S-MH-MU-ZST-CL08-0501,nan,5
39006,10838,12017,SORTING OFFICE,VILE-PARLE REC-STN,1S-MH-MU-ZST-CL08-0501,1S-MH-MU-ZST-RSTN-VILE,5
39009,39009,1214397,J. B. NAGAR RECEIVING STATION,MIAL T-2 DSS REC-STN,1S-MH-MU-ZSC-RSTN-JBNA,1S-MH-MU-ZSC-RSTN-MIAL,0
39012,39012,40816,J. B. NAGAR RECEIVING STATION,AIRPORT AUTHORITY OF INDIA,1S-MH-MU-ZSC-RSTN-JBNA,1S-MH-MU-ZSC-CL04-2127,0
39013,39013,28454,J. B. NAGAR RECEIVING STATION,SAHAR RD NO 3,1S-MH-MU-ZSC-RSTN-JBNA,1S-MH-MU-ZSC-CL04-3045,0
39013,28456,6909,SAHAR RD NO 3,CHAKALA EAST NO.1,1S-MH-MU-ZSC-CL04-3045,1S-MH-MU-ZSC-CL04-2146,1
39013,28455,DT,SAHAR RD NO 3,SAHAR RD NO 3,1S-MH-MU-ZSC-CL04-3045,1S-MH-MU-ZSC-CL04-3045,1
39013,6907,281,CHAKALA EAST NO.1,GODFREY PHILIPS,1S-MH-MU-ZSC-CL04-2146,1S-MH-MU-ZSC-CL04-2242,2
39013,6908,34017,CHAKALA EAST NO.1,SADGURU GARDEN,1S-MH-MU-ZSC-CL04-2146,1S-MH-MU-ZSC-CL04-3191,2
39013,30597,DT,CHAKALA EAST NO.1,CHAKALA EAST NO.1,1S-MH-MU-ZSC-CL04-2146,1S-MH-MU-ZSC-CL04-2146,2
39013,34018,39559,SADGURU GARDEN,GOKUL VALLEY,1S-MH-MU-ZSC-CL04-3191,1S-MH-MU-ZSC-CL04-3479,3
39013,34019,DT,SADGURU GARDEN,SADGURU GARDEN,1S-MH-MU-ZSC-CL04-3191,1S-MH-MU-ZSC-CL04-3191,3
39013,39560,15496,GOKUL VALLEY,CHAKALA NO.2,1S-MH-MU-ZSC-CL04-3479,1S-MH-MU-ZSC-CL04-2153,4
39013,39561,DT,GOKUL VALLEY,GOKUL VALLEY,1S-MH-MU-ZSC-CL04-3479,1S-MH-MU-ZSC-CL04-3479,4
39013,15498,40423,CHAKALA NO.2,KRISHNA CASTLE,1S-MH-MU-ZSC-CL04-2153,1S-MH-MU-ZSC-CL04-3561,5
39013,40422,15495,KRISHNA CASTLE,CHAKALA SOUTH,1S-MH-MU-ZSC-CL04-3561,1S-MH-MU-ZSC-CL04-2150,6
39013,40424,DT,KRISHNA CASTLE,KRISHNA CASTLE,1S-MH-MU-ZSC-CL04-3561,1S-MH-MU-ZSC-CL04-3561,6
39013,15493,2941,CHAKALA SOUTH,CHAKALA NO.1,1S-MH-MU-ZSC-CL04-2150,1S-MH-MU-ZSC-CL04-2145,7
39013,15494,DT,CHAKALA SOUTH,CHAKALA SOUTH,1S-MH-MU-ZSC-CL04-2150,1S-MH-MU-ZSC-CL04-2150,7
39015,39015,32709,J. B. NAGAR RECEIVING STATION,SANTOSHI MATA NAGAR,1S-MH-MU-ZSC-RSTN-JBNA,1S-MH-MU-ZSC-CL04-2701,0
39015,14318,12487,SANTOSHI MATA NAGAR,OBERAI FLIGHT KITCHEN,1S-MH-MU-ZSC-CL04-2701,1S-MH-MU-ZSC-CL04-2580,1
