FEEDER_ID,FROM_TO,SOURCE_LOCATION,DESTINATION_LOCATION,RANK,FROM_SWITCH,TO_SWITCH
34136,40350-7025,1S-MH-MU-ZSC-CL04-3591,1S-MH-MU-ZSC-CL04-2797,1,40350,7025
34136,7023-2243,1S-MH-MU-ZSC-CL04-2797,1S-MH-MU-ZST-CL08-0151,1,7023,2243
34136,30513-6259,1S-MH-MU-ZSC-CL04-2797,1S-MH-MU-ZST-CL08-0326,1.1,30513,6259
34136,17188-18440,1S-MH-MU-ZSC-CL04-2783,1S-MH-MU-ZSC-CL04-2602,1.2,17188,18440
34136,18442-40237,1S-MH-MU-ZSC-CL04-2602,1S-MH-MU-ZSC-CL04-3611,1.2,18442,40237
34136,40238-4733,1S-MH-MU-ZSC-CL04-3611,1S-MH-MU-ZSC-CL03-2253,1.2,40238,4733
34139,34139-STN XMER,1S-MH-MU-ZST-RSTN-SAMB,1S-MH-MU-ZST-RSTN-SAMB,1,34139,STN XMER
34140,34140-CAP BANK,1S-MH-MU-ZST-RSTN-SAMB,1S-MH-MU-ZST-RSTN-SAMB,1,34140,CAP BANK
34142,34142-37619,1S-MH-MU-ZST-RSTN-SAMB,1S-MH-MU-ZSC-CL04-3449,1,34142,37619
34142,37618-35269,1S-MH-MU-ZSC-CL04-3449,1S-MH-MU-ZST-CL08-1011,1,37618,35269
34142,35271-17364,1S-MH-MU-ZST-CL08-1011,1S-MH-MU-ZST-CL08-0225,1,35271,17364
34142,17365-39208,1S-MH-MU-ZST-CL08-0225,1S-MH-MU-ZST-CL08-1280,1,17365,39208
34142,39209-36805,1S-MH-MU-ZST-CL08-1280,1S-MH-MU-ZST-CL08-1154,1,39209,36805
34142,36803-7585,1S-MH-MU-ZST-CL08-1154,1S-MH-MU-ZST-CL08-0408,1,36803,7585
34142,7588-41183,1S-MH-MU-ZST-CL08-0408,1S-MH-MU-ZST-CL08-1293,1,7588,41183
34142,41182-35398,1S-MH-MU-ZST-CL08-1293,1S-MH-MU-ZST-CL08-1019,1,41182,35398
34142,35399-858,1S-MH-MU-ZST-CL08-1019,1S-MH-MU-ZST-CL08-0327,1,35399,858
34143,34143-25628,1S-MH-MU-ZST-RSTN-SAMB,1S-MH-MU-ZSC-CL04-2962,1,34143,25628
34143,25626-37243,1S-MH-MU-ZSC-CL04-2962,1S-MH-MU-ZSC-CL04-3419,1,25626,37243
34143,37244-5139,1S-MH-MU-ZSC-CL04-3419,1S-MH-MU-ZSC-CL04-2347,1,37244,5139
34143,9333-15429,1S-MH-MU-ZSC-CL04-2347,1S-MH-MU-ZSC-CL04-2371,1,9333,15429
34143,15431-2241,1S-MH-MU-ZSC-CL04-2371,1S-MH-MU-ZST-CL08-0151,1,15431,2241
34143,13047-13048,1S-MH-MU-ZST-CL08-0151,1S-MH-MU-ZST-CL08-0159,1,13047,13048
34143,17514-17512,1S-MH-MU-ZST-CL08-0159,1S-MH-MU-ZST-CL08-0186,1,17514,17512
34143,17510-39181,1S-MH-MU-ZST-CL08-0186,1S-MH-MU-ZST-CL08-1258,1,17510,39181
34143,39180-31041,1S-MH-MU-ZST-CL08-1258,1S-MH-MU-ZST-CL08-0800,1,39180,31041
34143,31043-15568,1S-MH-MU-ZST-CL08-0800,1S-MH-MU-ZST-CL08-0533,1,31043,15568
34143,2242-HTCONSUMER,1S-MH-MU-ZST-CL08-0151,NAN,1.1,2242,HTCONSUMER
34145,34145-16576,1S-MH-MU-ZST-RSTN-SAMB,1S-MH-MU-ZSC-CL04-2157,1,34145,16576
34145,16574-36931,1S-MH-MU-ZSC-CL04-2157,1S-MH-MU-ZSC-CL04-3424,1,16574,36931
34145,36932-5150,1S-MH-MU-ZSC-CL04-3424,1S-MH-MU-ZSC-CL04-2841,1,36932,5150
34145,37822-34603,1S-MH-MU-ZSC-CL04-2841,1S-MH-MU-ZST-CL08-0912,1,37822,34603
34145,34605-26775,1S-MH-MU-ZST-CL08-0912,1S-MH-MU-ZST-CL08-0693,1,34605,26775
34145,26777-6257,1S-MH-MU-ZST-CL08-0693,1S-MH-MU-ZST-CL08-0326,1,26777,6257
34147,34147-29127,1S-MH-MU-ZST-RSTN-SAMB,1S-MH-MU-ZSC-CL04-3070,1,34147,29127
34147,29126-43038,1S-MH-MU-ZSC-CL04-3070,1S-MH-MU-ZSC-CL03-2550,1,29126,43038
34147,12396-34023,1S-MH-MU-ZSC-CL03-2550,1S-MH-MU-ZSC-CL04-3249,1,12396,34023
34147,34021-19172,1S-MH-MU-ZSC-CL04-3249,1S-MH-MU-ZSC-CL04-2871,1,34021,19172
34147,19170-12952,1S-MH-MU-ZSC-CL04-2871,1S-MH-MU-ZSC-CL04-2061,1,19170,12952
34148,34148-STN XMER,1S-MH-MU-ZST-RSTN-SAMB,1S-MH-MU-ZST-RSTN-SAMB,1,34148,STN XMER
34149,34149-CAP BANK,1S-MH-MU-ZST-RSTN-SAMB,1S-MH-MU-ZST-RSTN-SAMB,1,34149,CAP BANK
34164,34164-STN XMER,1S-MH-MU-ZET-RSTN-KALP,1S-MH-MU-ZET-RSTN-KALP,1,34164,STN XMER
34297,34297-25298,1S-MH-MU-ZET-RSTN-HING,1S-MH-MU-ZET-CL06-9000,1,34297,25298
34297,25300-32844,1S-MH-MU-ZET-CL06-9000,1S-MH-MU-ZET-CL06-9315,1,25300,32844
34297,32846-29456,1S-MH-MU-ZET-CL06-9315,1S-MH-MU-ZET-CL06-9136,1,32846,29456
34297,29454-32553,1S-MH-MU-ZET-CL06-9136,1S-MH-MU-ZET-CL06-9297,1,29454,32553
34297,32555-32551,1S-MH-MU-ZET-CL06-9297,1S-MH-MU-ZET-CL06-9298,1,32555,32551
34297,32550-32701,1S-MH-MU-ZET-CL06-9298,1S-MH-MU-ZET-CL06-8031,1,32550,32701
34297,2679-30338,1S-MH-MU-ZET-CL06-8031,1S-MH-MU-ZET-CL06-9169,1,2679,30338
34297,30336-10110,1S-MH-MU-ZET-CL06-9169,1S-MH-MU-ZET-CL06-8687,1,30336,10110
34298,34298-43091,1S-MH-MU-ZET-RSTN-HING,1S-MH-MU-ZET-CL06-9856,1,34298,43091
34298,43090-41502,1S-MH-MU-ZET-CL06-9856,1S-MH-MU-ZET-CL06-9626,1,43090,41502
34298,41500-9296,1S-MH-MU-ZET-CL06-9626,1S-MH-MU-ZET-CL06-9849,1,41500,9296
34298,42601-30351,1S-MH-MU-ZET-CL06-9849,1S-MH-MU-ZET-CL06-9181,1,42601,30351
34298,30353-38985,1S-MH-MU-ZET-CL06-9181,1S-MH-MU-ZET-CL06-9687,1,30353,38985
34298,38986-13256,1S-MH-MU-ZET-CL06-9687,1S-MH-MU-ZET-CL06-8615,1,38986,13256
34298,26183-6622,1S-MH-MU-ZET-CL06-8615,1S-MH-MU-ZET-CL06-8290,1,26183,6622
34298,6404-29762,1S-MH-MU-ZET-CL06-8290,1S-MH-MU-ZET-CL06-9080,1,6404,29762
34298,6402-11097,1S-MH-MU-ZET-CL06-8290,1S-MH-MU-ZET-CL06-8523,1.1,6402,11097
34298,41500-42600,1S-MH-MU-ZET-CL06-9626,1S-MH-MU-ZET-CL06-9849,1.2,41500,42600
34298,42601-30351,1S-MH-MU-ZET-CL06-9849,1S-MH-MU-ZET-CL06-9181,1.2,42601,30351
34298,30353-38985,1S-MH-MU-ZET-CL06-9181,1S-MH-MU-ZET-CL06-9687,1.2,30353,38985
34298,38986-13256,1S-MH-MU-ZET-CL06-9687,1S-MH-MU-ZET-CL06-8615,1.2,38986,13256
34298,26183-6622,1S-MH-MU-ZET-CL06-8615,1S-MH-MU-ZET-CL06-8290,1.2,26183,6622
34298,6404-29762,1S-MH-MU-ZET-CL06-8290,1S-MH-MU-ZET-CL06-9080,1.2,6404,29762
34298,6402-11097,1S-MH-MU-ZET-CL06-8290,1S-MH-MU-ZET-CL06-8523,1.2.1,6402,11097
34298,41501-37680,1S-MH-MU-ZET-CL06-9626,1S-MH-MU-ZET-CL06-9622,1.3,41501,37680
34298,37678-38810,1S-MH-MU-ZET-CL06-9622,1S-MH-MU-ZET-CL06-9689,1.3,37678,38810
34298,41601-745,1S-MH-MU-ZET-CL06-9622,1S-MH-MU-ZET-CL06-8291,1.3.1,41601,745
34299,34299-31567,1S-MH-MU-ZET-RSTN-HING,1S-MH-MU-ZET-CL06-9234,1,34299,31567
34299,31569-10854,1S-MH-MU-ZET-CL06-9234,1S-MH-MU-ZET-CL06-8298,1,31569,10854
34299,10855-6269,1S-MH-MU-ZET-CL06-8298,1S-MH-MU-ZET-CL06-8085,1,10855,6269
34299,6270-16451,1S-MH-MU-ZET-CL06-8085,1S-MH-MU-ZET-CL06-8086,1,6270,16451
34299,16453-4376,1S-MH-MU-ZET-CL06-8086,1S-MH-MU-ZET-CL06-8396,1,16453,4376
34299,31568-HTCONSUMER,1S-MH-MU-ZET-CL06-9234,NAN,1.1,31568,HTCONSUMER
34301,34301-5493,1S-MH-MU-ZET-RSTN-HING,1S-MH-MU-ZET-CL04-8582,1,34301,5493
34301,5492-29094,1S-MH-MU-ZET-CL04-8582,1S-MH-MU-ZET-CL04-9117,1,5492,29094
34301,32042-32063,1S-MH-MU-ZET-CL04-9117,1S-MH-MU-ZET-CL04-9270,1,32042,32063
34301,32065-7779,1S-MH-MU-ZET-CL04-9270,1S-MH-MU-ZET-CL04-8432,1,32065,7779
34302,34302-STN XMER,1S-MH-MU-ZET-RSTN-HING,1S-MH-MU-ZET-RSTN-HING,1,34302,STN XMER
34305,34305-31080,1S-MH-MU-ZET-RSTN-HING,1S-MH-MU-ZET-CL06-8289,1,34305,31080
34305,2695-9873,1S-MH-MU-ZET-CL06-8289,1S-MH-MU-ZET-CL06-8612,1,2695,9873
34305,9875-31565,1S-MH-MU-ZET-CL06-8612,1S-MH-MU-ZET-CL06-8298,1,9875,31565
34305,2694-42166,1S-MH-MU-ZET-CL06-8289,1S-MH-MU-ZET-CL06-9325,1.1,2694,42166
34306,34306-41638,1S-MH-MU-ZET-RSTN-HING,1S-MH-MU-ZET-CL06-9532,1,34306,41638
34306,41640-29140,1S-MH-MU-ZET-CL06-9532,1S-MH-MU-ZET-CL06-9118,1,41640,29140
34306,29139-41701,1S-MH-MU-ZET-CL06-9118,1S-MH-MU-ZET-CL06-9413,1,29139,41701
34306,41702-14586,1S-MH-MU-ZET-CL06-9413,1S-MH-MU-ZET-CL06-8443,1,41702,14586
34306,14585-29146,1S-MH-MU-ZET-CL06-8443,1S-MH-MU-ZET-CL06-9119,1,14585,29146
34306,29147-15799,1S-MH-MU-ZET-CL06-9119,1S-MH-MU-ZET-CL06-8293,1,29147,15799
34306,15798-34119,1S-MH-MU-ZET-CL06-8293,1S-MH-MU-ZET-CL06-9326,1,15798,34119
34306,34117-16372,1S-MH-MU-ZET-CL06-9326,1S-MH-MU-ZET-CL06-8291,1,34117,16372
34306,30777-HTCONSUMER,1S-MH-MU-ZET-CL06-9119,NAN,1.1,30777,HTCONSUMER
34307,34307-7913,1S-MH-MU-ZET-RSTN-HING,1S-MH-MU-ZET-CL06-8226,1,34307,7913
34307,7915-28888,1S-MH-MU-ZET-CL06-8226,1S-MH-MU-ZET-CL06-9090,1,7915,28888
34307,28887-43523,1S-MH-MU-ZET-CL06-9090,1S-MH-MU-ZET-CL06-9868,1,28887,43523
34307,43522-37276,1S-MH-MU-ZET-CL06-9868,1S-MH-MU-ZET-CL06-9632,1,43522,37276
34307,37275-25831,1S-MH-MU-ZET-CL06-9632,1S-MH-MU-ZET-CL06-9024,1,37275,25831
34307,43524-DT,1S-MH-MU-ZET-CL06-9868,MH-MU-ZET-CL06-9868,1.1,43524,DT
34307,28889-4377,1S-MH-MU-ZET-CL06-9090,1S-MH-MU-ZET-CL06-8396,1.2,28889,4377
34307,4375-37645,1S-MH-MU-ZET-CL06-8396,1S-MH-MU-ZET-CL06-9609,1.2,4375,37645
34307,37647-2682,1S-MH-MU-ZET-CL06-9609,1S-MH-MU-ZET-CL06-8031,1.2,37647,2682
34308,34308-9969,1S-MH-MU-ZET-RSTN-HING,1S-MH-MU-ZET-CL06-8611,1,34308,9969
34308,9967-40131,1S-MH-MU-ZET-CL06-8611,1S-MH-MU-ZET-CL06-9330,1,9967,40131
34308,40130-41610,1S-MH-MU-ZET-CL06-9330,1S-MH-MU-ZET-CL06-9371,1,40130,41610
34308,34934-34931,1S-MH-MU-ZET-CL06-9371,1S-MH-MU-ZET-CL06-9379,1,34934,34931
34308,34932-31337,1S-MH-MU-ZET-CL06-9379,1S-MH-MU-ZET-CL06-9228,1,34932,31337
34308,31338-43245,1S-MH-MU-ZET-CL06-9228,1S-MH-MU-ZET-CL06-9898,1,31338,43245
34308,43244-37402,1S-MH-MU-ZET-CL06-9898,1S-MH-MU-ZET-CL06-9574,1,43244,37402
34308,34936-34122,1S-MH-MU-ZET-CL06-9371,1S-MH-MU-ZET-CL06-9325,1.1,34936,34122
34308,34120-29764,1S-MH-MU-ZET-CL06-9325,1S-MH-MU-ZET-CL06-9080,1.1,34120,29764
34308,40132-38018,1S-MH-MU-ZET-CL06-9330,1S-MH-MU-ZET-CL06-9670,1.2,40132,38018
34308,38019-42921,1S-MH-MU-ZET-CL06-9670,1S-MH-MU-ZET-CL06-9850,1.2,38019,42921
34308,42920-37101,1S-MH-MU-ZET-CL06-9850,1S-MH-MU-ZET-CL04-9558,1.2,42920,37101
34308,37103-38811,1S-MH-MU-ZET-CL04-9558,1S-MH-MU-ZET-CL06-9689,1.2,37103,38811
34308,9968-32187,1S-MH-MU-ZET-CL06-8611,1S-MH-MU-ZET-CL06-9237,1.3,9968,32187
34308,32186-37601,1S-MH-MU-ZET-CL06-9237,1S-MH-MU-ZET-CL06-9526,1.3,32186,37601
34310,34310-9330,1S-MH-MU-ZET-RSTN-HING,1S-MH-MU-ZET-CL04-8517,1,34310,9330
34310,34310-42432,1S-MH-MU-ZET-RSTN-HING,1S-MH-MU-ZET-CL06-9833,2,34310,42432
34310,42431-41636,1S-MH-MU-ZET-CL06-9833,1S-MH-MU-ZET-CL06-9713,2,42431,41636
34310,41635-4104,1S-MH-MU-ZET-CL06-9713,1S-MH-MU-ZET-CL06-8288,2,41635,4104
34310,4143-40011,1S-MH-MU-ZET-CL06-8288,1S-MH-MU-ZET-CL06-9677,2,4143,40011
34310,40010-39583,1S-MH-MU-ZET-CL06-9677,1S-MH-MU-ZET-CL06-9648,2,40010,39583
34310,39584-9319,1S-MH-MU-ZET-CL06-9648,1S-MH-MU-ZET-CL06-8614,2,39584,9319
34310,9317-1340,1S-MH-MU-ZET-CL06-8614,1S-MH-MU-ZET-CL06-9551,2,9317,1340
34310,9325-11035,1S-MH-MU-ZET-CL06-8614,1S-MH-MU-ZET-CL06-8289,2.1,9325,11035
34310,5131-18723,1S-MH-MU-ZET-CL06-8288,1S-MH-MU-ZET-CL06-8506,2.2,5131,18723
34310,18721-18886,1S-MH-MU-ZET-CL06-8506,1S-MH-MU-ZET-CL06-8965,2.2,18721,18886
34310,18884-35771,1S-MH-MU-ZET-CL06-8965,1S-MH-MU-ZET-CL07-9478,2.2,18884,35771
34311,34311-41608,1S-MH-MU-ZET-RSTN-HING,1S-MH-MU-ZET-CL06-9487,1,34311,41608
34311,41607-36500,1S-MH-MU-ZET-CL06-9487,1S-MH-MU-ZET-CL06-9591,1,41607,36500
34311,36499-30808,1S-MH-MU-ZET-CL06-9591,1S-MH-MU-ZET-CL06-9202,1,36499,30808
34311,30807-7539,1S-MH-MU-ZET-CL06-9202,1S-MH-MU-ZET-CL06-8691,1,30807,7539
34311,7541-893,1S-MH-MU-ZET-CL06-8691,1S-MH-MU-ZET-CL06-8688,1,7541,893
34311,31611-10175,1S-MH-MU-ZET-CL06-8688,1S-MH-MU-ZET-CL06-8808,1,31611,10175
34311,10176-10249,1S-MH-MU-ZET-CL06-8808,1S-MH-MU-ZET-CL06-8766,1,10176,10249
34311,10251-10497,1S-MH-MU-ZET-CL06-8766,1S-MH-MU-ZET-CL06-8695,1,10251,10497
34311,36501-14516,1S-MH-MU-ZET-CL06-9591,1S-MH-MU-ZET-CL06-8027,1.1,36501,14516
34311,14516-28973,1S-MH-MU-ZET-CL06-8027,1S-MH-MU-ZET-CL06-9105,1.1,14516,28973
34311,28974-5165,1S-MH-MU-ZET-CL06-9105,1S-MH-MU-ZET-CL06-8689,1.1,28974,5165
34311,14514-32702,1S-MH-MU-ZET-CL06-8027,1S-MH-MU-ZET-CL06-8031,1.1.1,14514,32702
34369,34369-40997,1S-MH-MU-ZET-RSTN-TILA,1S-MH-MU-ZET-CL08-9764,1,34369,40997
34369,40998-31733,1S-MH-MU-ZET-CL08-9764,1S-MH-MU-ZET-CL08-9254,1,40998,31733
34369,31731-34001,1S-MH-MU-ZET-CL08-9254,1S-MH-MU-ZET-CL08-8156,1,31731,34001
34369,34002-30127,1S-MH-MU-ZET-CL08-8156,1S-MH-MU-ZET-CL08-9165,1,34002,30127
34369,30126-35080,1S-MH-MU-ZET-CL08-9165,1S-MH-MU-ZET-CL08-9818,1,30126,35080
34369,35081-39516,1S-MH-MU-ZET-CL08-9818,1S-MH-MU-ZET-CL08-8750,1,35081,39516
34369,39514-35047,1S-MH-MU-ZET-CL08-8750,1S-MH-MU-ZET-CL08-9405,1,39514,35047
34369,35045-7963,1S-MH-MU-ZET-CL08-9405,1S-MH-MU-ZET-CL08-8082,1,35045,7963
34369,7962-14844,1S-MH-MU-ZET-CL08-8082,1S-MH-MU-ZET-CL11-8437,1,7962,14844
34369,14846-32774,1S-MH-MU-ZET-CL11-8437,1S-MH-MU-ZET-CL08-9305,1,14846,32774
34369,14457-42476,1S-MH-MU-ZET-CL08-8082,1S-MH-MU-ZET-CL08-9792,1.1,14457,42476
34371,34371-35997,1S-MH-MU-ZET-RSTN-TILA,1S-MH-MU-ZET-CL09-9522,1,34371,35997
34371,35995-37893,1S-MH-MU-ZET-CL09-9522,1S-MH-MU-ZET-CL09-9639,1,35995,37893
34371,37894-37447,1S-MH-MU-ZET-CL09-9639,1S-MH-MU-ZET-CL09-9638,1,37894,37447
34371,37445-11079,1S-MH-MU-ZET-CL09-9638,1S-MH-MU-ZET-CL09-8362,1,37445,11079
34371,11077-36421,1S-MH-MU-ZET-CL09-8362,1S-MH-MU-ZET-CL09-9590,1,11077,36421
34371,36422-11161,1S-MH-MU-ZET-CL09-9590,1S-MH-MU-ZET-CL09-8457,1,36422,11161
34371,35996-HTCONSUMER,1S-MH-MU-ZET-CL09-9522,NAN,1.1,35996,HTCONSUMER
34372,34372-STN XMER,1S-MH-MU-ZET-RSTN-TILA,1S-MH-MU-ZET-RSTN-TILA,1,34372,STN XMER
34373,34373-CAP BANK,1S-MH-MU-ZET-RSTN-TILA,1S-MH-MU-ZET-RSTN-TILA,1,34373,CAP BANK
34375,34375-5469,1S-MH-MU-ZET-RSTN-TILA,1S-MH-MU-ZET-CL09-8712,1,34375,5469
34375,5467-16731,1S-MH-MU-ZET-CL09-8712,1S-MH-MU-ZET-CL09-8089,1,5467,16731
34375,16729-38270,1S-MH-MU-ZET-CL09-8089,1S-MH-MU-ZET-CL06-9640,1,16729,38270
34375,38271-2958,1S-MH-MU-ZET-CL06-9640,1S-MH-MU-ZET-CL06-8296,1,38271,2958
34375,2959-31866,1S-MH-MU-ZET-CL06-8296,1S-MH-MU-ZET-CL06-9251,1,2959,31866
34375,31868-38827,1S-MH-MU-ZET-CL06-9251,1S-MH-MU-ZET-CL06-9693,1,31868,38827
34375,38826-19370,1S-MH-MU-ZET-CL06-9693,1S-MH-MU-ZET-CL06-8971,1,38826,19370
34375,19368-40001,1S-MH-MU-ZET-CL06-8971,1S-MH-MU-ZET-CL06-9738,1,19368,40001
34375,40000-41092,1S-MH-MU-ZET-CL06-9738,1S-MH-MU-ZET-CL06-9766,1,40000,41092
34375,41091-39746,1S-MH-MU-ZET-CL06-9766,1S-MH-MU-ZET-CL06-9710,1,41091,39746
34375,19369-25832,1S-MH-MU-ZET-CL06-8971,1S-MH-MU-ZET-CL06-9024,1.1,19369,25832
34375,25833-39286,1S-MH-MU-ZET-CL06-9024,1S-MH-MU-ZET-CL06-9721,1.1,25833,39286
34375,17218-11037,1S-MH-MU-ZET-CL09-8089,1S-MH-MU-ZET-CL06-8809,1.2,17218,11037
34375,11036-30016,1S-MH-MU-ZET-CL06-8809,1S-MH-MU-ZET-CL06-9259,1.2,11036,30016
34375,30015-30012,1S-MH-MU-ZET-CL06-9259,1S-MH-MU-ZET-CL06-9258,1.2,30015,30012
34375,30013-30010,1S-MH-MU-ZET-CL06-9258,1S-MH-MU-ZET-CL06-8013,1.2,30013,30010
34375,30008-10442,1S-MH-MU-ZET-CL06-8013,1S-MH-MU-ZET-CL06-8375,1.2,30008,10442
34375,10441-15416,1S-MH-MU-ZET-CL06-8375,1S-MH-MU-ZET-CL06-8716,1.2,10441,15416
34375,15414-10495,1S-MH-MU-ZET-CL06-8716,1S-MH-MU-ZET-CL06-8695,1.2,15414,10495
34375,30009-11480,1S-MH-MU-ZET-CL06-8013,1S-MH-MU-ZET-CL06-8297,1.2.1,30009,11480
34375,30017-HTCONSUMER,1S-MH-MU-ZET-CL06-9259,NAN,1.2.2,30017,HTCONSUMER
34376,34376-7610,1S-MH-MU-ZET-RSTN-TILA,1S-MH-MU-ZET-CL08-8577,1,34376,7610
34376,7611-10812,1S-MH-MU-ZET-CL08-8577,1S-MH-MU-ZET-CL08-8152,1,7611,10812
34376,10811-6660,1S-MH-MU-ZET-CL08-8152,1S-MH-MU-ZET-CL08-8153,1,10811,6660
34376,6659-29335,1S-MH-MU-ZET-CL08-8153,1S-MH-MU-ZET-CL08-9128,1,6659,29335
34376,29336-43993,1S-MH-MU-ZET-CL08-9128,1S-MH-MU-ZET-CL08-9440,1,29336,43993
34376,43992-16027,1S-MH-MU-ZET-CL08-9440,1S-MH-MU-ZET-CL08-8154,1,43992,16027
34376,16028-2721,1S-MH-MU-ZET-CL08-8154,1S-MH-MU-ZET-CL08-8388,1,16028,2721
34376,34376-19824,1S-MH-MU-ZET-RSTN-TILA,1S-MH-MU-ZET-RSTN-TILA,2,34376,19824
34376,34376-7610,1S-MH-MU-ZET-RSTN-TILA,1S-MH-MU-ZET-CL08-8577,2,34376,7610
34376,7611-10812,1S-MH-MU-ZET-CL08-8577,1S-MH-MU-ZET-CL08-8152,2,7611,10812
34376,10811-6660,1S-MH-MU-ZET-CL08-8152,1S-MH-MU-ZET-CL08-8153,2,10811,6660
34376,6659-29335,1S-MH-MU-ZET-CL08-8153,1S-MH-MU-ZET-CL08-9128,2,6659,29335
34376,29336-43993,1S-MH-MU-ZET-CL08-9128,1S-MH-MU-ZET-CL08-9440,2,29336,43993
34376,43992-16027,1S-MH-MU-ZET-CL08-9440,1S-MH-MU-ZET-CL08-8154,2,43992,16027
34376,16028-2721,1S-MH-MU-ZET-CL08-8154,1S-MH-MU-ZET-CL08-8388,2,16028,2721
34377,34377-26682,1S-MH-MU-ZET-RSTN-TILA,1S-MH-MU-ZET-CL09-9051,1,34377,26682
34377,26680-5737,1S-MH-MU-ZET-CL09-9051,1S-MH-MU-ZET-CL09-8361,1,26680,5737
34377,6917-43135,1S-MH-MU-ZET-CL09-8361,1S-MH-MU-ZET-CL09-9822,1,6917,43135
34377,43137-12000,1S-MH-MU-ZET-CL09-9822,1S-MH-MU-ZET-CL09-8485,1,43137,12000
34377,12001-38488,1S-MH-MU-ZET-CL09-8485,1S-MH-MU-ZET-CL09-9684,1,12001,38488
34377,38490-10851,1S-MH-MU-ZET-CL09-9684,1S-MH-MU-ZET-CL09-8846,1,38490,10851
34377,10850-10823,1S-MH-MU-ZET-CL09-8846,1S-MH-MU-ZET-CL09-8455,1,10850,10823
34377,10824-11160,1S-MH-MU-ZET-CL09-8455,1S-MH-MU-ZET-CL09-8457,1,10824,11160
34377,12002-HTCONSUMER,1S-MH-MU-ZET-CL09-8485,NAN,1.1,12002,HTCONSUMER
34377,43136-31319,1S-MH-MU-ZET-CL09-9822,1S-MH-MU-ZET-CL09-9230,1.2,43136,31319
34378,34378-39775,1S-MH-MU-ZET-RSTN-TILA,1S-MH-MU-ZET-CL09-8295,1,34378,39775
34378,39776-40523,1S-MH-MU-ZET-CL09-8295,1S-MH-MU-ZET-CL06-9745,1,39776,40523
34378,40524-32381,1S-MH-MU-ZET-CL06-9745,1S-MH-MU-ZET-CL06-9281,1,40524,32381
34378,32383-2855,1S-MH-MU-ZET-CL06-9281,1S-MH-MU-ZET-CL06-8300,1,32383,2855
34378,2853-26579,1S-MH-MU-ZET-CL06-8300,1S-MH-MU-ZET-CL06-9049,1,2853,26579
34378,26580-7495,1S-MH-MU-ZET-CL06-9049,1S-MH-MU-ZET-CL06-8267,1,26580,7495
34378,7497-10272,1S-MH-MU-ZET-CL06-8267,1S-MH-MU-ZET-CL06-8268,1,7497,10272
34378,26578-18571,1S-MH-MU-ZET-CL06-9049,1S-MH-MU-ZET-CL06-8269,1.1,26578,18571
34378,40525-40788,1S-MH-MU-ZET-CL06-9745,1S-MH-MU-ZET-CL06-9761,1.2,40525,40788
34378,39777-41280,1S-MH-MU-ZET-CL09-8295,1S-MH-MU-ZET-CL09-9620,1.3,39777,41280
34378,41281-37935,1S-MH-MU-ZET-CL09-9620,1S-MH-MU-ZET-CL09-9464,1.3,41281,37935
34378,37934-7053,1S-MH-MU-ZET-CL09-9464,1S-MH-MU-ZET-CL09-8637,1.3,37934,7053
34378,7051-37615,1S-MH-MU-ZET-CL09-8637,1S-MH-MU-ZET-CL09-9619,1.3,7051,37615
34378,37614-38483,1S-MH-MU-ZET-CL09-9619,1S-MH-MU-ZET-CL09-9664,1.3,37614,38483
34378,39778-HTCONSUMER,1S-MH-MU-ZET-CL09-8295,NAN,1.4,39778,HTCONSUMER
34382,34382-CAP BANK,1S-MH-MU-ZET-RSTN-TILA,1S-MH-MU-ZET-RSTN-TILA,1,34382,CAP BANK
34517,34517-5089,1S-MH-MU-ZNT-RSTN-BHWE,1S-MH-MU-ZNT-CL03-6059,1,34517,5089
34517,5090-30640,1S-MH-MU-ZNT-CL03-6059,1S-MH-MU-ZNT-CL03-7093,1,5090,30640
34517,30638-10484,1S-MH-MU-ZNT-CL03-7093,1S-MH-MU-ZNT-CL03-6058,1,30638,10484
34517,10485-18999,1S-MH-MU-ZNT-CL03-6058,1S-MH-MU-ZNT-CL03-6831,1,10485,18999
34517,18998-12128,1S-MH-MU-ZNT-CL03-6831,1S-MH-MU-ZNT-CL03-6303,1,18998,12128
34517,12130-10197,1S-MH-MU-ZNT-CL03-6303,1S-MH-MU-ZNT-CL03-6152,1,12130,10197
34517,10486-2577,1S-MH-MU-ZNT-CL03-6058,1S-MH-MU-ZNT-CL03-6057,1.1,10486,2577
34518,34518-6209,1S-MH-MU-ZNT-RSTN-BHWE,1S-MH-MU-ZNT-CL03-6791,1,34518,6209
34518,6208-35093,1S-MH-MU-ZNT-CL03-6791,1S-MH-MU-ZNT-CL03-7456,1,6208,35093
34518,35091-28604,1S-MH-MU-ZNT-CL03-7456,1S-MH-MU-ZNT-CL03-6037,1,35091,28604
34518,28605-17916,1S-MH-MU-ZNT-CL03-6037,1S-MH-MU-ZNT-CL03-6316,1,28605,17916
34518,17917-12704,1S-MH-MU-ZNT-CL03-6316,1S-MH-MU-ZNT-CL03-6315,1,17917,12704
34518,6210-11281,1S-MH-MU-ZNT-CL03-6791,1S-MH-MU-ZNT-CL03-6470,1.1,6210,11281
34518,11280-14175,1S-MH-MU-ZNT-CL03-6470,1S-MH-MU-ZNT-CL03-6055,1.1,11280,14175
34518,14173-14255,1S-MH-MU-ZNT-CL03-6055,1S-MH-MU-ZNT-CL03-6052,1.1,14173,14255
