DESCRIPTION
CAMA REC-STN 11 KV-SWITCH: 28224 TRIPPED WITH R PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 16.50 Y 0.11 B 0.08 N 16.50.
MALAD REC-STN 11 KV-SWITCH: 29558 TRIPPED WITH B PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.15 Y 0.2130 B 2.61.
PALM COURT REC-STN 11 KV-SWITCH: 27082 TRIPPED WITH B PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.03 Y 0.04 B 4.02.
NIRLON REC-STN 11 KV-SWITCH: 26331 TRIPPED WITH Y PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.10 Y 3.80 B 0.09.
TIMES OF INDIA REC-STN 11 KV-SWITCH: 30882 TRIPPED WITH B PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.28 Y 0.29 B 6.21 N 6.08.
OMKAR RECEIVING STATION 11 KV-SWITCH: 3646 TRIPPED WITH RYB PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 5.07 Y 3.10 B 4.15.
K.I.E. REC-STN 11 KV-SWITCH: 30896 TRIPPED WITH B PHASE OVERCURRENT + EARTH FAULT RELAY. RELAY VALUES R 0.10 Y 0.10 B 9.80 N 9.74.
DINDOSHI REC-STN 11 KV-SWITCH: 6417 TRIPPED WITH B PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.11 Y 0.12 B 4.21 N 4.18.
ERANGLE REC-STN 11 KV-SWITCH: 25587 TRIPPED WITH B PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.05 Y 0.06 B 1.38.
CPWD MALWANI RECEIVING STATION 11 KV-SWITCH: 39622 TRIPPED WITH B PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.27 Y 0.23 B 14.70 N 14.90.
PALM COURT REC-STN 11 KV-SWITCH: 30034 TRIPPED WITH R PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 2.59 Y 0.14 B 0.14.
OMKAR RECEIVING STATION 11 KV-SWITCH: 3646 TRIPPED WITH RB PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 5.75 Y 0.04 B 4.
OMKAR RECEIVING STATION 11 KV-SWITCH: 3646 TRIPPED WITH B PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.06 Y 0.05 B 4.96.
NIRLON REC-STN 11 KV-SWITCH: 26320 TRIPPED WITH R PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 5.09 Y 0.15 B 0.15.
DINDOSHI REC-STN 11 KV-SWITCH: 6778 TRIPPED WITH R PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 4.88 Y 0.07 B 0.05 N 4.85.
RNA ROYAL PARK REC-STN 11 KV-SWITCH: 34729 TRIPPED WITH B PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.16 Y 0.17 B 3.31.
NIRLON REC-STN 11 KV-SWITCH: 26331 TRIPPED WITH R PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 3.01 Y 0.04 B 0.04.
MIND SPACE REC-STN 11 KV-SWITCH: 26975 TRIPPED WITH Y PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.20 Y 7.40 B 0.21 N 7.25.
CHINCHAVLI REC-STN 11 KV-SWITCH: 18619 TRIPPED WITH R PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 2.84 Y 0.19 B 0.18.
CHINCHAVLI REC-STN 11 KV-SWITCH: 18619 TRIPPED WITH YB PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.08 Y 3.50 B 4.68.
CHINCHAVLI REC-STN 11 KV-SWITCH: 18619 TRIPPED WITH Y PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.08 Y 2.52 B 0.09.
RNA ROYAL PARK REC-STN 11 KV-SWITCH: 34724 TRIPPED WITH RYB PHASE OVERCURRENT + EARTH FAULT RELAY. RELAY VALUES R 5.77 Y 5.80 B 5.62.
LOKHANDWALA REC-STN 11 KV-SWITCH: 29990 TRIPPED WITH Y PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.05 Y 3.69 B 0.06.
POISAR REC-STN 11 KV-SWITCH: 14429 TRIPPED WITH RYB PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 11.7 Y 11.5 B 11.4 N 3.2.
GOKULDHAM REC-STN 11 KV-SWITCH: 36699 TRIPPED WITH B PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.15 Y 0.13 B 9.62 N 9.55.
GOKULDHAM REC-STN 11 KV-SWITCH: 36699 TRIPPED WITH B PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.21 Y 0.16 B 9.49 N 9.38.
NIRLON REC-STN 11 KV-SWITCH: 26331 TRIPPED WITH R PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 3.86 Y 0.08 B 0.09.
CHINCHAVLI REC-STN 11 KV-SWITCH: 18614 TRIPPED WITH Y PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.22 Y 5.40 B 0.19 N 5.33.
POISAR REC-STN 11 KV-SWITCH: 14426 TRIPPED WITH Y PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.04 Y 3.06 B 0.05.
GOKULDHAM REC-STN 11 KV-SWITCH: 36700 TRIPPED WITH Y PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.17 Y 8.23 B 0.18 N 8.19.
PALM COURT REC-STN 11 KV-SWITCH: 27080 TRIPPED WITH R PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 6.03 Y 0.06 B 0.04.
PALM COURT REC-STN 11 KV-SWITCH: 27080 TRIPPED WITH RYB PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 5.29 Y 4.99 B 5.13.
PALM COURT REC-STN 11 KV-SWITCH: 27080 TRIPPED WITH B PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.09 Y 0.08 B 5.80.
PALM COURT REC-STN 11 KV-SWITCH: 30036 TRIPPED WITH B PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.15 Y 0.20 B 5.56.
RAHEJA I.T. PARK REC-STN 11 KV-SWITCH: 31053 TRIPPED RELAY VALUES NOT AVAILABLE ON SCADA.
MALAD REC-STN 11 KV-SWITCH: 18445 TRIPPED WITH YB PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.12 Y 4.34 B 5.20.
MALAD REC-STN 11 KV-SWITCH: 29562 TRIPPED WITH Y PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.06 Y 2.96 B 0.04.
MIND SPACE REC-STN 11 KV-SWITCH: 26975 TRIPPED WITH RYB PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 4.56 Y 4.57 B 4.52.
POISAR REC-STN 11 KV-SWITCH: 14417 TRIPPED WITH R PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 6.15 Y 0.18 B 0.14 N 6.08.
RAHEJA I.T. PARK REC-STN 11 KV-SWITCH: 31053 TRIPPED WITH OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN.RELAY VALUE NOT AVAILABLE ON SCADA
K.I.E. REC-STN 11 KV-SWITCH: 30895 TRIPPED WITH RYB PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 10.77 Y 10.70 B 10.61 N 3.17.
MAHANANDA REC-STN 11 KV-SWITCH: 26033 TRIPPED WITH B PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE STOOD OK.RELAY VALUES NOT UPDATED ON SCADA
RAHEJA I.T. PARK REC-STN 11 KV-SWITCH: 31053 TEST CHARGE NOT TAKEN. TRIPPED RELAY VALUES NOT AVAILABLE ON SCADA.
RNA ROYAL PARK REC-STN 11 KV-SWITCH: 34737 TRIPPED WITH B PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.10 Y 0.10 B 4.91.
GOKULDHAM REC-STN 11 KV-SWITCH: 36700 TRIPPED WITH Y PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.34 Y 8.26 B 0.32 N 8.17.
K.I.E. REC-STN 11 KV-SWITCH: 30898 TRIPPED WITH Y PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.11 Y 6.03 B 0.10 N 5.97.
DINDOSHI REC-STN 11 KV-SWITCH: 31933 TRIPPED WITH RYB PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 3.55 Y 3.49 B 3.37 N 0.14.
GOREGAON REC-STN 11 KV-SWITCH: 1506 TRIPPED WITH RYB PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 14.97 Y 14.21 B 14.23 N 2.28.
POISAR REC-STN 11 KV-SWITCH: 14415 TRIPPED WITH RY PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 4.48 Y 4.43 B 0.32.
POISAR REC-STN 11 KV-SWITCH: 18812 TRIPPED WITH RB PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 6.15 Y 0.38 B 5 N 2.35.
CHINCH BUNDER REC-STN 11 KV-SWITCH: 25358 TRIPPED WITH RY PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 3.97 Y 5.77 B 0.04.
RNA ROYAL PARK REC-STN 11 KV-SWITCH: 34723 TRIPPED WITH B PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.07 Y 0.07 B 3.14.
TIMES OF INDIA REC-STN 11 KV-SWITCH: 30877 TRIPPED WITH B PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.33 Y 0.33 B 7.42 N 7.27.
NIRLON REC-STN 11 KV-SWITCH: 26322 TRIPPED WITH R PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 5.27 Y 0.06 B 0.08.
DINDOSHI REC-STN 11 KV-SWITCH: 25796 TRIPPED WITH YB PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.10 Y 3.4 B 4.14.
MALAD REC-STN 11 KV-SWITCH: 29568 TRIPPED WITH RY PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 2.74 Y 3.07 B 0.09.
MALAD REC-STN 11 KV-SWITCH: 29555 TRIPPED WITH R PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 3.74 Y 0.06 B 0.05.
DINDOSHI REC-STN 11 KV-SWITCH: 6419 TRIPPED WITH Y PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.01 Y 5.09 B 0.04 N 5.06.
K.I.E. REC-STN 11 KV-SWITCH: 30896 TRIPPED WITH Y PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.10 Y 9.52 B 0.10 N 9.5.
MALAD REC-STN 11 KV-SWITCH: 18448 TRIPPED WITH Y PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.10 Y 2.90 B 0.10.
POISAR REC-STN 11 KV-SWITCH: 14424 TRIPPED WITH B PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.31 Y 0.20 B 12.00 N 12.00.
MALAD REC-STN 11 KV-SWITCH: 29563 TRIPPED WITH B PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.01 Y 0 B 7.04.
220KV AAREY REC-STN 11 KV-SWITCH: 14327 TRIPPED WITH B PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT STANDING. RELAY VALUES R 0 Y 0 B 3 N 2.85.
DINDOSHI REC-STN 11 KV-SWITCH: 6419 TRIPPED WITH RY PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 4.77 Y 7.61 B 0.02 N 8.76.
GOREGAON REC-STN 11 KV-SWITCH: 1510 TRIPPED WITH RY PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 13.98 Y 17.10 B 0.16 N 7.86.
ERANGLE REC-STN 11 KV-SWITCH: 33074 TRIPPED WITH Y PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.09 Y 2.13 B 0.09.
CHINCHAVLI REC-STN 11 KV-SWITCH: 18619 TRIPPED WITH B PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.08 Y 0.08 B 2.07.
CHINCHAVLI REC-STN 11 KV-SWITCH: 18619 TRIPPED WITH RY PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 3.73 Y 4.05 B 0.10.
GOKULDHAM REC-STN 11 KV-SWITCH: 36700 TRIPPED WITH R PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 7.44 Y 0.36 B 0.28 N 7.23.
GANESH NAGAR MHADA REC-STN 11 KV-SWITCH: 3701 TRIPPED WITH B PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.08 Y 0.11 B 3.12.
GANESH NAGAR MHADA REC-STN 11 KV-SWITCH: 3701 TRIPPED WITH B PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 1.40 Y 1.96 B 3.42 N 0.
GANESH NAGAR MHADA REC-STN 11 KV-SWITCH: 3701 TRIPPED WITH OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 3.32 Y 0.06 B 0.09.
KANDIVLI REC-STN 11 KV-SWITCH: 16777 TRIPPED WITH B PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.37 Y 0.37 B 6.20 N 6.
RNA ROYAL PARK REC-STN 11 KV-SWITCH: 34728 TRIPPED WITH B PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.11 Y 0.11 B 3.53.
MALAD REC-STN 11 KV-SWITCH: 29568 TRIPPED WITH Y PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.07 Y 5.64 B 0.09.
DINDOSHI REC-STN 11 KV-SWITCH: 6779 TRIPPED WITH YB PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.11 Y 3.83 B 6.52 N 5.91.
K.I.E. REC-STN 11 KV-SWITCH: 29555 TRIPPED WITH Y PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.03 Y 3.05 B 0.05.
K.I.E. REC-STN 11 KV-SWITCH: 26311 TRIPPED WITH R PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 5.30 Y 0.19 B 0.17 N 5.08.
MALAD REC-STN 11 KV-SWITCH: 29560 TRIPPED WITH R PHASE OVERCURRENT + EARTH FAULT RELAY. RELAY VALUES R 3.26 Y 0.16 B 0.16.
NESCO RECEIVING STATION 11 KV-SWITCH: 39647 TRIPPED WITH YB PHASE OVERCURRENT + EARTH FAULT RELAY. RELAY VALUES R 0.11 Y 4.82 B 6.64.
DINDOSHI REC-STN 11 KV-SWITCH: 6778 TRIPPED WITH R PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 5.30 Y 0.15 B 0.14 N 5.26.
MALAD REC-STN 11 KV-SWITCH: 29559 TRIPPED WITH R PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.67 Y 0.07 B 0.07.
MALAD REC-STN 11 KV-SWITCH: 29559 TRIPPED WITH R PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 2.99 Y 0.06 B 0.05.
CHINCH BUNDER REC-STN 11 KV-SWITCH: 25353 TRIPPED WITH Y PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.14 Y 7.42 B 0.15.
RAHEJA I.T. PARK REC 11 KV-SWITCH: 31053 TEST CHARGE NOT TAKEN. TRIPPED RELAY VALUES NOT AVAILABLE ON SCADA.
GANESH NAGAR MHADA REC-STN 11 KV-SWITCH: 3704 TRIPPED WITH B PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.09 Y 0.11 B 2.84.
GANESH NAGAR MHADA REC-STN 11 KV-SWITCH: 3704 TRIPPED WITH B PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.09 Y 0.12 B 2.89.
K.I.E. REC-STN 11 KV-SWITCH: 26311 TRIPPED WITH R PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 11.10 Y 0.22 B 0.21 N 11.20.
K.I.E. REC-STN 11 KV-SWITCH: 26311 TRIPPED WITH B PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.28 Y 0.31 B 12.60 N 12.30.
K.I.E. REC-STN 11 KV-SWITCH: 26311 TRIPPED WITH Y PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.29 Y 16.70 B 0.31 N 16.40.
DINDOSHI REC-STN 11 KV-SWITCH: 6779 TRIPPED WITH R PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 5.61 Y 0.11 B 0.10 N 5.59.
POISAR REC-STN 11 KV-SWITCH: 14419 TRIPPED WITH Y PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 1.49 Y 17.50 B 1.16 N 17.40.
POISAR REC-STN 11 KV-SWITCH: 14426 TRIPPED WITH B PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.33 Y 0.20 B 17.20 N 6.80.
TIMES OF INDIA REC-STN 11 KV-SWITCH: 30881 TRIPPED WITH B PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.29 Y 0.30 B 7.01 N 6.86.
ERANGLE REC-STN 11 KV-SWITCH: 25592 TRIPPED WITH Y PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN.RELAY VALUES OFFLINE
GOREGAON REC-STN 11 KV-SWITCH: 1517 TRIPPED WITH R PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 30.64 Y 0.41 B 0.40 N 30.53.
K.I.E. REC-STN 11 KV-SWITCH: 30898 TRIPPED WITH Y PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.14 Y 15.16 B 0.14 N 15.18.
K.I.E. REC-STN 11 KV-SWITCH: 35883 TRIPPED WITH B PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.54 Y 0.47 B 14.50 N 6.83.
GANESH NAGAR MHADA REC-STN 11 KV-SWITCH: 3710 TRIPPED WITH B PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.09 Y 0.13 B 3.06 N 0.
MALAD REC-STN 11 KV-SWITCH: 18447 TRIPPED WITH B PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.04 Y 0.03 B 3.58.
0
POISAR REC-STN 11 KV-SWITCH: 14418 TRIPPED WITH YB PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.68 Y 13.50 B 16.20 N 9.42.
POISAR REC-STN 11 KV-SWITCH: 11908 TEST CHARGE NOT TAKEN. TRIPPED RELAY VALUES NOT UPDATED ON SCADA.
POISAR REC-STN 11 KV-SWITCH: 14414 TRIPPED WITH B PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.03 Y 0.04 B 21.70 N 21.20.
POISAR REC-STN 11 KV-SWITCH: 14414 TRIPPED WITH Y PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0 Y 8.51 B 0.
DINDOSHI REC-STN 11 KV-SWITCH: 6417 TRIPPED WITH Y PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.04 Y 5.03 B 0.05 N 5.01.
TIMES OF INDIA REC-STN 11 KV-SWITCH: 30879 TRIPPED WITH B PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.04 Y 0.04 B 11.20 N 11.18.
MALAD REC-STN 11 KV-SWITCH: 30135 TRIPPED WITH B PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.15 Y 0.13 B 4.79.
OMKAR RECEIVING STATION 11 KV-SWITCH: 3643 TRIPPED WITH B PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.08 Y 0.06 B 5.72.
CHINCHAVLI REC-STN 11 KV-SWITCH: 18628 TRIPPED WITH RYBN PHASE OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 4.83 Y 5.46 B 4.99.
POISAR REC-STN 11 KV-SWITCH: 11912 TRIPPED WITH OVERCURRENT + EARTH FAULT RELAY. TEST CHARGE NOT TAKEN. RELAY VALUES R 0.13 Y 3.48 B 0.14.
