SWNO,VOLTAGE,VAR_Month_01,VAR_Month_02,VAR_Month_03,VAR_Month_04,VAR_Month_05,VAR_Month_06,VAR_Month_07,VAR_Month_08,VAR_Month_09,VAR_Month_10,VAR_Month_11,VAR_Month_12,CYCLE_Month_01,CYCLE_Month_02,CYCLE_Month_03,CYCLE_Month_04,CYCLE_Month_05,CYCLE_Month_06,CYCLE_Month_07,CYCLE_Month_08,CYCLE_Month_09,CYCLE_Month_10,CYCLE_Month_11,CYCLE_Month_12
33345,33KV,73.121,47.030,33.602,38.878,30.885,32.754,0.000,0.000,,,89.808,85.518,22.000,11.000,19.000,3.000,5.000,9.000,0.000,0.000,,,7.000,18.000
33346,33KV,55.944,56.530,69.634,48.938,53.673,47.964,0.000,0.000,,,55.810,90.418,7.000,8.000,13.000,3.000,2.000,0.000,0.000,0.000,,,3.000,9.000
33347,33KV,54.711,59.608,66.071,55.384,53.203,48.471,0.000,0.000,,,55.312,95.031,6.000,9.000,12.000,5.000,2.000,0.000,0.000,0.000,,,2.000,10.000
33348,33KV,28.434,24.788,27.114,30.979,29.357,33.726,0.000,0.000,,,24.507,29.238,2.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,,,0.000,0.000
33349,33KV,27.947,24.728,26.946,30.205,29.408,32.639,0.000,0.000,,,24.674,29.915,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,,,0.000,1.000
33350,33KV,33.060,31.762,27.233,23.241,16.725,14.451,0.000,0.000,16.159,19.657,19.601,25.648,15.000,4.000,3.000,16.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,2.000
33351,33KV,18.545,16.634,15.889,28.385,33.509,25.831,0.000,0.000,20.898,22.957,18.536,23.638,1.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
33353,33KV,,,24.090,,,,,,,,,,,,0.000,,,,,,,,,
33354,33KV,82.053,92.210,79.180,79.704,102.794,88.083,0.000,0.000,86.232,91.256,86.987,101.377,1.000,2.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33355,22KV,83.004,66.696,61.918,60.641,105.884,73.557,0.000,0.000,61.627,76.824,58.457,61.140,3.000,4.000,3.000,1.000,5.000,2.000,0.000,0.000,0.000,1.000,0.000,0.000
33356,33KV,38.303,14.226,9.646,30.902,11.126,9.153,0.000,0.000,,,8.340,8.144,22.000,12.000,29.000,25.000,0.000,0.000,0.000,0.000,,,0.000,0.000
33358,33KV,58.924,6.804,5.415,40.169,8.890,7.262,0.000,0.000,,,,,13.000,1.000,0.000,9.000,0.000,0.000,0.000,0.000,,,,
33360,33KV,16.856,8.677,3.427,7.252,4.311,4.017,0.000,0.000,,,,,10.000,4.000,0.000,2.000,0.000,0.000,0.000,0.000,,,,
33370,33KV,7.764,16.109,7.735,15.038,,,,,,,6.077,6.433,1.000,8.000,4.000,3.000,,,,,,,0.000,0.000
33376,33KV,,1.250,2.797,2.203,,,,,,,,,,0.000,0.000,0.000,,,,,,,,
33388,33KV,,320.140,430.690,37.710,,,,,,,,,,0.000,0.000,0.000,,,,,,,,
33389,33KV,,,15.880,37.010,,,,,,,,,,,0.000,0.000,,,,,,,,
33390,33KV,,,359.700,,,,,,,,,,,,0.000,,,,,,,,,
33391,33KV,,,335.950,,,,,,,,,,,,0.000,,,,,,,,,
33392,33KV,,,354.380,,,,,,,,,,,,0.000,,,,,,,,,
33393,33KV,,,343.610,,,,,,,,,,,,0.000,,,,,,,,,
33394,33KV,,,23.820,,,,,,,,,,,,0.000,,,,,,,,,
33395,33KV,,,321.590,,,,,,,,,,,,0.000,,,,,,,,,
33409,22KV,0.000,,,,,,,,,192.000,,,0.000,,,,,,,,,0.000,,
33410,33KV,,,,100.410,,,,,,,,,,,,0.000,,,,,,,,
33411,33KV,,0.320,10.628,101.667,,,,,,,,,,0.000,10.000,0.000,,,,,,,,
33424,33KV,,0.000,,,,,,,,,,,,0.000,,,,,,,,,,
33425,33KV,,0.000,,,,,,,,,,,,0.000,,,,,,,,,,
33426,33KV,,0.000,,,,,,,,,,,,0.000,,,,,,,,,,
33427,33KV,,0.000,,,,,,,,,,,,0.000,,,,,,,,,,
33428,33KV,,0.000,,,,,,,,,,,,0.000,,,,,,,,,,
33429,33KV,,0.000,,,,,,,,,,,,0.000,,,,,,,,,,
33430,33KV,,0.000,,,,,,,,,,,,0.000,,,,,,,,,,
33432,33KV,,0.000,,,,,,,,,,,,0.000,,,,,,,,,,
33433,33KV,,0.000,,,,,,,,,,,,0.000,,,,,,,,,,
33434,33KV,,0.000,,,,,,,,,,,,0.000,,,,,,,,,,
33436,33KV,,,2052.020,,,,,,,,,,,,0.000,,,,,,,,,
33442,33KV,,,2165.740,,,,,,,,,,,,0.000,,,,,,,,,
