FROM_SWITCH,TO_SWITCH,FEEDER_ID,FEEDERID_FULL,SOURCE_SS,DESTINATION_SS,SOURCE_LOCATION,DESTINATION_LOCATION,RANK,COMMISSIONEDDATE,NEUTRALMATERIAL,CABLECONDUCTORMATERIAL,CABLETYPE,REMARKS,MEASUREDLENGTH,CLUSTER_TYPE,PATH,NO_OF_SEGMENT,AGG_MEASUREDLENGTH,COMMISSIONEDDATE_DT_OLDEST,NOOFJOINTS,NOOFSUBSTATION
12315.0,40742.0,40744,SARVODAY_11KV_40744,MAJASWADI BUS DEPOT,SARVODAY NAGAR REC-STN,1S-MH-MU-ZSC-CL02-2442,1S-MH-MU-ZSC-RSTN-SARV,7.1,2024-08-14,AL,AL,XLPE,NAN,796.6,,SWNO_12315 -> SWNO_40742,1,796.6,2024-08-14 00:00:00+00:00,,
12313.0,10056.0,40744,SARVODAY_11KV_40744,MAJASWADI BUS DEPOT,DYNA CRAFT,1S-MH-MU-ZSC-CL02-2442,1S-MH-MU-ZSC-CL02-2198,8,2020-07-07,AL,AL,XLPE,NAN,254.0,,SWNO_12313 -> JT.NO.1 | JT.NO.1 -> SWNO_10056,2,416.0,2020-07-07 00:00:00+00:00,4,54
40749.0,41461.0,40745,SARVODAY_11KV_40745,SARVODAY NAGAR REC-STN,VAMBAY,1S-MH-MU-ZSC-RSTN-SARV,1S-MH-MU-ZSC-CL02-3012,1,2021-07-08,AL,AL,XLPE,NAN,326.9,,JT.NO.25 -> SWNO_40749,1,326.9,2021-07-08 00:00:00+00:00,0,22
40750.0,9919.0,40750,SARVODAY_11KV_40750,SARVODAY NAGAR REC-STN,POONAM,1S-MH-MU-ZSC-RSTN-SARV,1S-MH-MU-ZSC-CL02-2619,1,2021-05-26,AL,AL,XLPE,NAN,255.9,RESIDENTIAL,SWNO_40750 -> JT.NO.32 | JT.NO.32 -> SWNO_09919,2,774.3,2021-05-26 00:00:00+00:00,4,45
10765.0,16705.0,40750,SARVODAY_11KV_40750,POONAM,DHIRAJ GARDEN,1S-MH-MU-ZSC-CL02-2619,1S-MH-MU-ZSC-CL02-2188,1.1,2021-03-03,AL,AL,XLPE,NAN,147.8,,SWNO_16705 -> SWNO_10765,1,147.8,2021-03-03 00:00:00+00:00,0,45
16703.0,14227.0,40750,SARVODAY_11KV_40750,DHIRAJ GARDEN,MAHAKALI CAVES ROAD NO.4,1S-MH-MU-ZSC-CL02-2188,1S-MH-MU-ZSC-CL02-2424,1.2,1991-03-23,AL,AL,PILC,NAN,311.9,,SWNO_14227 | JT.NO.56 -> JT.NO.56A | JT.NO.56 -> SWNO_16703 | JT.NO.56A -> JT.NO.56B,4,399.2,1991-03-23 00:00:00+00:00,3,12
14225.0,7236.0,40750,SARVODAY_11KV_40750,MAHAKALI CAVES ROAD NO.4,MAHAKALI CAVES ROAD NO.3,1S-MH-MU-ZSC-CL02-2424,1S-MH-MU-ZSC-CL02-2423,1.3,,AL,AL,PILC,NAN,227.7,,SWNO_07236 -> SWNO_14225,1,227.7,,0,12
10764.0,13334.0,40750,SARVODAY_11KV_40750,POONAM,MAJAS WADI HOUSING NO.1,1S-MH-MU-ZSC-CL02-2619,1S-MH-MU-ZSC-CL02-2443,2,2021-03-24,AL,AL,XLPE,NAN,307.5,,SWNO_10764 -> SWNO_13334,1,307.5,2021-03-24 00:00:00+00:00,194,916
13453.0,26248.0,40750,SARVODAY_11KV_40750,MAJAS WADI HOUSING NO.1,POONAM NAGAR MMRDA NO.1,1S-MH-MU-ZSC-CL02-2443,1S-MH-MU-ZSC-CL02-2986,2.1,2017-11-01,AL,AL,XLPE,NAN,214.2,,SWNO_13453 -> JT.NO.1 | JT.NO.1 -> SWNO_26248,2,288.1,2017-11-01 00:00:00+00:00,88,836
13336.0,12053.0,40750,SARVODAY_11KV_40750,MAJAS WADI HOUSING NO.1,MAJAS WADI HOUSING NO.2,1S-MH-MU-ZSC-CL02-2443,1S-MH-MU-ZSC-CL02-2444,3,2021-08-09,AL,AL,XLPE,NAN,180.2,,SWNO_13336 -> SWNO_12053,1,180.2,2021-08-09 00:00:00+00:00,0,45
12054.0,15656.0,40750,SARVODAY_11KV_40750,MAJAS WADI HOUSING NO.2,MAJAS WADI HOUSING NO.3,1S-MH-MU-ZSC-CL02-2444,1S-MH-MU-ZSC-CL02-2445,4,2021-08-09,AL,AL,XLPE,NAN,160.8,,SWNO_15656 -> SWNO_12054,1,160.8,2021-08-09 00:00:00+00:00,0,45
16993.0,16923.0,40750,SARVODAY_11KV_40750,MAJAS WADI HOUSING NO.3,NEW AZAD HINDUSTAN NAGAR,1S-MH-MU-ZSC-CL02-2445,1S-MH-MU-ZSC-CL02-2570,5,,AL,AL,PILC,NAN,190.2,,SWNO_16923 -> JT.NO.5 | JT.NO.5 -> JT.NO.5A | JT.NO.5A -> SWNO_16993,3,220.3,,8,45
16922.0,13617.0,40750,SARVODAY_11KV_40750,NEW AZAD HINDUSTAN NAGAR,ROOF TOP,1S-MH-MU-ZSC-CL02-2570,1S-MH-MU-ZSC-CL02-2662,6,,AL,AL,PILC,NAN,240.1,,SWNO_13617 -> SWNO_16922,1,240.1,,0,45
12157.0,32642.0,40750,SARVODAY_11KV_40750,ROOF TOP,SHERE PUNJAB NO.4,1S-MH-MU-ZSC-CL02-2662,1S-MH-MU-ZSC-CL02-3208,6.1,2010-02-02,AL,AL,XLPE,NAN,177.0,,JT.NO.1 -> SWNO_32642 | SWNO_12157 -> JT.NO.1A | JT.NO.1A -> JT.NO.1,3,506.7,2010-02-02 00:00:00+00:00,49,423
12158.0,17982.0,40750,SARVODAY_11KV_40750,ROOF TOP,BINDRA COMPLEX,1S-MH-MU-ZSC-CL02-2662,1S-MH-MU-ZSC-CL01-2125,7,2022-11-13,AL,AL,XLPE,NAN,239.1,,SWNO_12158 -> JT.NO.26E | JT.NO.26 -> JT.NO.26A | JT.NO.26A -> JT.NO.26B | JT.NO.26B -> JT.NO.26D | JT.NO.26C -> SWNO_17982 | JT.NO.26D -> JT.NO.26C | JT.NO.26E -> JT.NO.26F | JT.NO.26F -> JT.NO.26,8,661.2,2022-11-13 00:00:00+00:00,178,876
14322.0,38470.0,40751,SARVODAY_11KV_40751,GANESH NAGAR NO.2,KASHMIRI HEIGHT,1S-MH-MU-ZSC-CL02-2224,1S-MH-MU-ZSC-CL02-3474,1,2015-12-08,AL,AL,PILC,NAN,128.4,,SWNO_14322 -> JT.NO.9J | JT.NO.9B -> SWNO_38470 | JT.NO.9C -> JT.NO.9H | JT.NO.9D -> JT.NO.9C | JT.NO.9G | JT.NO.9H -> JT.NO.9G | JT.NO.9J -> JT.NO.9K | JT.NO.9K -> JT.NO.9L | JT.NO.9L -> JT.NO.9D,9,657.1,2015-12-08 00:00:00+00:00,24,35
38472.0,19372.0,40751,SARVODAY_11KV_40751,KASHMIRI HEIGHT,SAMARTH NAGAR,1S-MH-MU-ZSC-CL02-3474,1S-MH-MU-ZSC-CL02-2886,2,2015-12-08,AL,AL,XLPE,NAN,92.75275712,,SWNO_38471 -> JT.NO.9C | JT.NO.9C -> SWNO_19372,2,140.25275712,2015-12-08 00:00:00+00:00,11,166
19374.0,9519.0,40751,SARVODAY_11KV_40751,SAMARTH NAGAR,GUMPHA DARSHAN,1S-MH-MU-ZSC-CL02-2886,1S-MH-MU-ZSC-CL02-2252,3,2017-02-10,AL,AL,PILC,NAN,37.9,,SWNO_19374 -> JT.NO.5 | JT.NO.5 -> JT.NO.6 | JT.NO.6 -> JT.NO.7 | JT.NO.7 -> JT.NO.8 | JT.NO.8 -> SWNO_09519,5,321.5,2017-02-10 00:00:00+00:00,145,1106
9521.0,30774.0,40751,SARVODAY_11KV_40751,GUMPHA DARSHAN,SONAL SIDDHI,1S-MH-MU-ZSC-CL02-2252,1S-MH-MU-ZSC-CL02-3151,4,2022-06-07,AL,AL,PILC,NAN,129.4,,SWNO_09521 -> JT.NO.73A | JT.NO.73 -> SWNO_30774 | JT.NO.73A -> JT.NO.73,3,163.8,2022-06-07 00:00:00+00:00,31,549
40864.0,38413.0,40864,VSV220_11KV_40864,VERSOVA RECEIVING STATION,SANTACRUZ WIRELESS,1S-MH-MU-ZSC-RSTN-VERS,1S-MH-MU-ZST-CL03-0470,1,2012-07-09,AL,AL,XLPE,NAN,20.0,,SWNO_40864 -> JT.NO.01 | JT.NO.01 -> JT.NO.02 | JT.NO.01 -> JT.NO.1A | JT.NO.02 -> JT.NO.03 | JT.NO.03 -> JT.NO.03A | JT.NO.03A -> JT.NO.04A | JT.NO.04 -> JT.NO.05 | JT.NO.04A -> JT.NO.04B | JT.NO.04B -> JT.NO.04 | JT.NO.05 -> JT.NO.06 | JT.NO.06 -> JT.NO.07 | JT.NO.07 -> JT.NO.08 | JT.NO.08 -> JT.NO.09 | JT.NO.09 -> JT.NO.9A | JT.NO.09A -> JT.NO.10 | JT.NO.10 -> JT.NO.11 | JT.NO.11 -> JT.NO.11A | JT.NO.11A -> JT.NO.11B | JT.NO.11B -> JT.NO.12 | JT.NO.12 -> JT.NO.12A | JT.NO.12A -> JT.NO.13 | JT.NO.13 -> JT.NO.14 | JT.NO.14 -> JT.NO.15 | JT.NO.15 -> JT.NO.16 | JT.NO.16 -> JT.NO.17 | JT.NO.17 -> JT.NO.18 | JT.NO.18 -> JT.NO.19 | JT.NO.19 -> JT.NO.20 | JT.NO.20 -> JT.NO.21 | JT.NO.21 -> JT.NO.22 | JT.NO.22 -> JT.NO.23 | JT.NO.23 -> JT.NO.24 | JT.NO.24 -> JT.NO.24B | JT.NO.24 -> JT.NO.24 | JT.NO.24B -> JT.NO.24C | JT.NO.24C -> JT.NO.25 | JT.NO.25 -> JT.NO.25A | JT.NO.25A -> JT.NO.25B | JT.NO.25B -> JT.NO.26 | JT.NO.26 -> JT.NO.27 | JT.NO.27 -> JT.NO.28 | JT.NO.28 -> JT.NO.29 | JT.NO.29 -> JT.NO.30 | JT.NO.30 -> JT.NO.31 | JT.NO.31 -> JT.NO.32 | JT.NO.32 -> JT.NO.33 | JT.NO.33 -> JT.NO.34 | JT.NO.34 -> JT.NO.35 | JT.NO.35 -> JT.NO.35A | JT.NO.35A -> JT.NO.35C | JT.NO.35B -> JT.NO.36 | JT.NO.35C -> JT.NO.35B | JT.NO.36 -> JT.NO.37 | JT.NO.37 -> JT.NO.38 | JT.NO.38 -> JT.NO.39 | JT.NO.39 -> JT.NO.40 | JT.NO.40 -> JT.NO.41 | JT.NO.41 -> JT.NO.42 | JT.NO.42 -> JT.NO.43A | JT.NO.43 -> JT.NO.44 | JT.NO.43A -> JT.NO.43 | JT.NO.44 -> JT.NO.45A | JT.NO.45 -> JT.NO.45B | JT.NO.45A -> JT.NO.45 | JT.NO.45B -> JT.NO.46 | JT.NO.46 -> JT.NO.46A | JT.NO.46A -> JT.NO.47 | JT.NO.47 -> JT.NO.47A | JT.NO.47A -> JT.NO.48 | JT.NO.48 -> JT.NO.49 | JT.NO.49 -> JT.NO.49A | JT.NO.49A -> JT.NO.50 | JT.NO.50 -> JT.NO.51 | JT.NO.51 -> JT.NO.52 | JT.NO.52 -> JT.NO.52A | JT.NO.52A -> JT.NO.52B | JT.NO.52B -> JT.NO.53 | JT.NO.53 -> JT.NO.54 | JT.NO.54 -> JT.NO.55 | JT.NO.55 -> JT.NO.56 | JT.NO.56 -> JT.NO.57 | JT.NO.57 -> SWNO_38413,82,9620.59953402,2012-07-09 00:00:00+00:00,460,74
2223.0,28275.0,40864,VSV220_11KV_40864,SANTACRUZ WIRELESS,SARASWATI RD. REC-STN,1S-MH-MU-ZST-CL03-0470,1S-MH-MU-ZST-RSTN-SARA,1.1,2006-11-18,AL,AL,XLPE,NAN,84.65807484,,SWNO_28275 -> JT.NO.2 | JT.NO.2 -> JT.NO.2A | JT.NO.2A -> JT.NO.2B | JT.NO.2B -> JT.NO.2C | JT.NO.2C -> JT.NO.2D | JT.NO.2D -> JT.NO.2E | JT.NO.2E -> SWNO_02223,8,325.45807484,2006-11-18 00:00:00+00:00,87,161
2222.0,40469.0,40864,VSV220_11KV_40864,SANTACRUZ WIRELESS,SANTACRUZ POLICE QTRS,1S-MH-MU-ZST-CL03-0470,1S-MH-MU-ZST-CL03-1206,2,2020-03-19,AL,AL,XLPE,AS PER HT SLD,94.6,,SWNO_02222 -> JT.NO.1 | JT.NO.1 -> SWNO_40469,2,155.6,2020-03-19 00:00:00+00:00,7,113
40468.0,43922.0,40864,VSV220_11KV_40864,SANTACRUZ POLICE QTRS,S N D T,1S-MH-MU-ZST-CL03-1206,1S-MH-MU-ZST-CL03-0448,3,2020-03-19,AL,AL,XLPE,AS PER HT SLD,75.29932081,,SWNO_40468 -> JT.NO.1 | JT.NO.1 -> JT.NO.2 | JT.NO.2 -> SWNO_43922,3,740.07536953,2020-03-19 00:00:00+00:00,,
43923.0,19695.0,40864,VSV220_11KV_40864,S N D T,DHIRAJ RESIDENCY NO.2,1S-MH-MU-ZST-CL03-0448,1S-MH-MU-ZST-CL03-0624,3.1,2024-12-20,AL,AL,XLPE,NAN,1.51623363,,JT.NO.1 -> JT.NO.34H | JT.NO.34 -> JT.NO.34N | JT.NO.34A -> JT.NO.34B | JT.NO.34B -> SWNO_19695 | JT.NO.34C -> JT.NO.34A | JT.NO.34D -> JT.NO.34C | JT.NO.34H -> JT.NO.34 | JT.NO.34M -> JT.NO.34D | JT.NO.34N -> JT.NO.34M | SWNO_43923 -> JT.NO.1,10,854.4,2024-12-20 00:00:00+00:00,,
19693.0,34871.0,40864,VSV220_11KV_40864,DHIRAJ RESIDENCY NO.2,RAMAS PLAZA,1S-MH-MU-ZST-CL03-0624,NAN,3.2,,AL,AL,XLPE,NAN,78.0,,SWNO_13558 -> JT.NO.36 | JT.NO.1 -> JT.NO.36B | JT.NO.36 -> JT.NO.1 | JT.NO.36B -> JT.NO.36C | JT.NO.36C -> JT.NO.36D | JT.NO.36D -> SWNO_34871,6,674.4,,212,640
43924.0,26498.0,40864,VSV220_11KV_40864,S N D T,AAJIWASAN HALL,1S-MH-MU-ZST-CL03-0448,1S-MH-MU-ZST-CL03-0672,4,2024-12-20,AL,AL,XLPE,NAN,151.61122112,,JT.NO.1 -> JT.NO.4 | SWNO_43924 -> JT.NO.1 | JT.NO.4 -> JT.NO.5 | JT.NO.5 -> SWNO_26498,4,475.21122112,2024-12-20 00:00:00+00:00,,
26500.0,7308.0,40864,VSV220_11KV_40864,AAJIWASAN HALL,JUHU TARA NO.4,1S-MH-MU-ZST-CL03-0672,1S-MH-MU-ZST-CL03-0258,5,2020-08-29,AL,AL,XLPE,NAN,108.0,,SWNO_26500 -> JT.NO.3 | JT.NO.1 -> SWNO_07308 | JT.NO.2 -> JT.NO.2A | JT.NO.2A -> JT.NO.1 | JT.NO.3 -> JT.NO.2,5,516.1,2020-08-29 00:00:00+00:00,166,654
40865.0,11953.0,40865,VSV220_11KV_40865,VERSOVA RECEIVING STATION,LOKHANDWALA WEST NO.1,1S-MH-MU-ZSC-RSTN-VERS,1S-MH-MU-ZSC-CL05-2405,1,2021-03-17,AL,AL,XLPE,NAN,171.9,,SWNO_40865 -> JT.NO.78A | JT.NO.78 -> SWNO_11953 | JT.NO.78A -> JT.NO.78B | JT.NO.78B -> JT.NO.78,4,724.47060504,2021-03-17 00:00:00+00:00,18,18
10696.0,9526.0,40865,VSV220_11KV_40865,LOKHANDWALA WEST NO.1,SWAMI SAMARTH NAGAR NO.2,1S-MH-MU-ZSC-CL05-2405,1S-MH-MU-ZSC-CL05-2773,1.1,2023-04-08,AL,AL,XLPE,NAN,40.7,,SWNO_10696 -> SWNO_10160,3,226.9,2023-04-08 00:00:00+00:00,2,624
12560.0,6865.0,40865,VSV220_11KV_40865,LOKHANDWALA WEST NO.1,APANA GHAR NO.1,1S-MH-MU-ZSC-CL05-2405,1S-MH-MU-ZSC-CL05-2080,2,2021-09-03,AL,AL,XLPE,NAN,279.1,RESIDENTIAL,SWNO_12560 -> JT.NO.19 | JT.NO.19 -> SWNO_06865,2,400.4,2021-09-03 00:00:00+00:00,3,620
40866.0,11098.0,40866,VSV220_11KV_40866,VERSOVA RECEIVING STATION,VERSOVA R D P NO.4,1S-MH-MU-ZSC-RSTN-VERS,1S-MH-MU-ZSC-CL05-2829,1,2021-03-18,AL,AL,XLPE,NAN,288.7,,SWNO_40866 -> JT.NO.1 | JT.NO.1 -> JT.NO.2 | JT.NO.2 -> SWNO_11098,3,658.8,2021-03-18 00:00:00+00:00,12,51
11099.0,12435.0,40866,VSV220_11KV_40866,VERSOVA R D P NO.4,VERSOVA R S C 23,1S-MH-MU-ZSC-CL05-2829,1S-MH-MU-ZSC-CL05-2834,2,,AL,AL,PILC,NAN,247.5,,SWNO_11099 -> JT.NO.67 | JT.NO.67 -> JT.NO.67A | JT.NO.67A -> SWNO_12435,3,485.9,,56,700
12437.0,43363.0,40866,VSV220_11KV_40866,VERSOVA R S C 23,NES VERSOVA,1S-MH-MU-ZSC-CL05-2834,1S-MH-MU-ZSC-CL05-3645,3,2024-03-07,AL,AL,XLPE,NAN,97.1,,JT.NO.24 | JT.NO.24 -> SWNO_43363,2,372.8,2024-03-07 00:00:00+00:00,1,3
43362.0,39902.0,40866,VSV220_11KV_40866,NES VERSOVA,PRIYANKA CHS,1S-MH-MU-ZSC-CL05-3645,1S-MH-MU-ZSC-CL05-3594,4,2019-06-24,AL,AL,XLPE,NAN,97.1,,SWNO_43362 -> JT.NO.23 | JT.NO.23 -> JT.NO.23A | JT.NO.23A -> SWNO_39902,3,520.2,2019-06-24 00:00:00+00:00,,
40867.0,18272.0,40867,VSV220_11KV_40867,VERSOVA RECEIVING STATION,RUSHI TOWER,1S-MH-MU-ZSC-RSTN-VERS,1S-MH-MU-ZSC-CL05-2669,1,2020-09-17,AL,AL,XLPE,NAN,288.7,,SWNO_40867 -> JT.NO.1 | JT.NO.1 -> JT.NO.2 | JT.NO.2 -> JT.NO.3 | JT.NO.3 -> JT.NO.4 | JT.NO.4 -> SWNO_18272,5,1284.3,2020-09-17 00:00:00+00:00,25,68
41497.0,43944.0,40867,VSV220_11KV_40867,ROSHAN NAGAR CHS,SAMADHAN SAHKARI OSHIWARA,1S-MH-MU-ZSC-CL09-3524,1S-MH-MU-ZSC-CL09-3464,10,2016-04-11,AL,AL,XLPE,NAN,239.0,,SWNO_41497 -> JT.NO.30 | JT.NO.30 -> JT.NO.30A | SWNO_43945 -> JT.NO.29,3,423.3,2016-04-11 00:00:00+00:00,,
18270.0,15146.0,40867,VSV220_11KV_40867,RUSHI TOWER,INDRA DARSHAN NO.3,1S-MH-MU-ZSC-CL05-2669,1S-MH-MU-ZSC-CL05-2285,2,2018-08-04,AL,AL,PILC,NAN,52.9,,SWNO_18270 -> JT.NO.12H | JT.NO.12C -> JT.NO.12H | JT.NO.12D -> JT.NO.12C | JT.NO.12E -> JT.NO.12D | JT.NO.12F -> JT.NO.12J | JT.NO.12H -> JT.NO.12E | JT.NO.12J -> SWNO_15146 | JT.NO.12K -> JT.NO.12F,8,533.9,2018-08-04 00:00:00+00:00,338,772
15148.0,15149.0,40867,VSV220_11KV_40867,INDRA DARSHAN NO.3,INDRA DARSHAN NO.2,1S-MH-MU-ZSC-CL05-2285,1S-MH-MU-ZSC-CL05-2287,3,,AL,AL,PILC,NAN,92.9,,SWNO_15148 -> SWNO_15149,1,92.9,,0,772
15151.0,15341.0,40867,VSV220_11KV_40867,INDRA DARSHAN NO.2,INDRA DARSHAN NO.1,1S-MH-MU-ZSC-CL05-2287,1S-MH-MU-ZSC-CL05-2286,4,,AL,AL,PILC,NAN,74.3,,SWNO_15151 -> SWNO_15341,1,74.3,,0,772
15339.0,14205.0,40867,VSV220_11KV_40867,INDRA DARSHAN NO.1,ARMY WELFARE NO.2,1S-MH-MU-ZSC-CL05-2286,1S-MH-MU-ZSC-CL05-2085,5,,AL,AL,PILC,NAN,66.3,,SWNO_15339 -> JT.NO.11 | JT.NO.11 -> SWNO_14205,2,130.6,,56,772
14203.0,43757.0,40867,VSV220_11KV_40867,ARMY WELFARE NO.2,M H A D A NO.2,1S-MH-MU-ZSC-CL05-2085,1S-MH-MU-ZSC-CL05-2504,5.1,2019-03-12,AL,AL,XLPE,NAN,14.3,,JT.NO.86B -> JT.NO.86A | JT.NO.86C -> SWNO_43757 | SWNO_14203 -> JT.NO.7 | JT.NO.7 -> JT.NO.86B | JT.NO.7A -> SWNO_39727,5,648.4000000000001,2019-03-12 00:00:00+00:00,,
43758.0,29910.0,40867,VSV220_11KV_40867,M H A D A NO.2,MILLENIUM COURT,1S-MH-MU-ZSC-CL05-2504,1S-MH-MU-ZSC-CL09-3107,5.1.1,2022-09-03,AL,AL,XLPE,NAN,138.8,,JT.NO.7B -> JT.NO.7 | SWNO_43758 -> JT.NO.5 | JT.NO.3 | JT.NO.1 -> JT.NO.2 | JT.NO.3 -> JT.NO.4 | JT.NO.4 -> SWNO_29910 | JT.NO.5 -> JT.NO.1,7,1231.8000000000002,2022-09-03 00:00:00+00:00,,
13926.0,29910.0,40867,VSV220_11KV_40867,M H A D A NO.2,MILLENIUM COURT,1S-MH-MU-ZSC-CL05-2504,1S-MH-MU-ZSC-CL09-3107,5.1.2,2022-09-03,AL,AL,XLPE,NAN,138.8,,JT.NO.7B -> JT.NO.7 | SWNO_43758 -> JT.NO.5 | JT.NO.3 | JT.NO.1 -> JT.NO.2 | JT.NO.3 -> JT.NO.4 | JT.NO.4 -> SWNO_29910 | JT.NO.5 -> JT.NO.1,7,1231.8000000000002,2022-09-03 00:00:00+00:00,48,242
43759.0,43948.0,40867,VSV220_11KV_40867,M H A D A NO.2,MILLENIUM COURT,1S-MH-MU-ZSC-CL05-2504,1S-MH-MU-ZSC-CL09-3107,5.2,2019-03-12,AL,AL,XLPE,NAN,138.8,,JT.NO.7B -> JT.NO.7 | SWNO_43758 -> JT.NO.5 | JT.NO.3 | JT.NO.1 -> JT.NO.2 | JT.NO.3 -> JT.NO.4 | JT.NO.4 -> SWNO_29910 | JT.NO.5 -> JT.NO.1 | SWNO_14203 -> JT.NO.7 | JT.NO.7 -> JT.NO.86B | JT.NO.7A -> SWNO_39727,10,1175.4,2019-03-12 00:00:00+00:00,,
14206.0,11303.0,40867,VSV220_11KV_40867,ARMY WELFARE NO.2,ARMY WELFARE NO.1,1S-MH-MU-ZSC-CL05-2085,1S-MH-MU-ZSC-CL05-2084,6,,AL,AL,PILC,NAN,157.2,RESIDENTIAL,SWNO_14206 -> SWNO_11304,1,157.2,,0,772
11302.0,37564.0,40867,VSV220_11KV_40867,ARMY WELFARE NO.1,GUJRAT BHAVAN,1S-MH-MU-ZSC-CL05-2084,1S-MH-MU-ZSC-CL05-3389,7,2015-01-11,AL,AL,XLPE,NAN,251.0,,SWNO_11302 -> JT.NO.1 | JT.NO.1 -> JT.NO.1A | JT.NO.1A -> SWNO_37564,3,519.1,2015-01-11 00:00:00+00:00,100,243
37565.0,7714.0,40867,VSV220_11KV_40867,GUJRAT BHAVAN,AMBIVLI HOUSING NO.2,1S-MH-MU-ZSC-CL05-3389,1S-MH-MU-ZSC-CL09-2038,8,2015-01-11,AL,AL,XLPE,NAN,76.7,RESIDENTIAL,SWNO_37565 -> JT.NO.2 | JT.NO.1 -> JT.NO.3 | JT.NO.2 -> JT.NO.1 | JT.NO.2 -> SWNO_07715,4,109.9,2015-01-11 00:00:00+00:00,102,920
16929.0,41498.0,40867,VSV220_11KV_40867,AMBIVLI HOUSING NO.2,ROSHAN NAGAR CHS,1S-MH-MU-ZSC-CL09-2038,1S-MH-MU-ZSC-CL09-3524,9,2021-06-18,AL,AL,XLPE,NAN,239.0,,SWNO_41498 -> SWNO_16929,1,239.0,2021-06-18 00:00:00+00:00,0,11
43945.0,37957.0,40867,VSV220_11KV_40867,ROSHAN NAGAR CHS,SAMADHAN SAHKARI OSHIWARA,1S-MH-MU-ZSC-CL09-3524,1S-MH-MU-ZSC-CL09-3464,9.1,2016-04-11,AL,AL,XLPE,NAN,239.0,,SWNO_41497 -> JT.NO.30 | JT.NO.30 -> JT.NO.30A | SWNO_43945 -> JT.NO.29,3,423.3,2016-04-11 00:00:00+00:00,,
40870.0,15385.0,40870,VSV220_11KV_40870,VERSOVA RECEIVING STATION,VERSOVA R S C 6,1S-MH-MU-ZSC-RSTN-VERS,1S-MH-MU-ZSC-CL05-2825,1,2009-08-26,AL,AL,XLPE,NAN,281.0,,SWNO_40870 -> JT.NO.1 | JT.NO.1 -> JT.NO.2 | JT.NO.113 -> SWNO_15385 | JT.NO.2 -> JT.NO.113,4,942.9,2009-08-26 00:00:00+00:00,20,36
15383.0,32978.0,40870,VSV220_11KV_40870,VERSOVA R S C 6,KDA QUARTERS,1S-MH-MU-ZSC-CL05-2825,1S-MH-MU-ZSC-CL05-3239,2,,AL,AL,PILC,NAN,81.3,,SWNO_15383 -> JT.NO.112 | JT.NO.112 -> JT.NO.112A | JT.NO.112 -> SWNO_32978,3,268.24529060000003,,112,474
32979.0,15381.0,40870,VSV220_11KV_40870,KDA QUARTERS,VERSOVA R S C 21,1S-MH-MU-ZSC-CL05-3239,1S-MH-MU-ZSC-CL05-2823,3,,AL,AL,PILC,NAN,116.8,,SWNO_32979 -> SWNO_15381,1,116.8,,0,36
15379.0,15376.0,40870,VSV220_11KV_40870,VERSOVA R S C 21,VERSOVA R S C 31,1S-MH-MU-ZSC-CL05-2823,1S-MH-MU-ZSC-CL05-2824,4,,AL,AL,PILC,NAN,59.1,,SWNO_15379 -> JT.NO.121 | JT.NO.121 -> JT.NO.121A | JT.NO.121A -> SWNO_15376,3,373.54906039,,110,471
15378.0,12870.0,40870,VSV220_11KV_40870,VERSOVA R S C 31,WORLD BANK,1S-MH-MU-ZSC-CL05-2824,1S-MH-MU-ZSC-CL05-2852,5,2020-07-15,AL,AL,XLPE,NAN,294.2,,SWNO_15378 -> SWNO_12870,1,294.2,2020-07-15 00:00:00+00:00,380,942
15630.0,9370.0,40870,VSV220_11KV_40870,WORLD BANK,RESHAM,1S-MH-MU-ZSC-CL05-2852,1S-MH-MU-ZSC-CL06-2659,5.1,2021-07-02,AL,AL,XLPE,NAN,54.4,RESIDENTIAL,SWNO_15630 -> JT.NO.25A | JT.NO.25 -> JT.NO.26B | JT.NO.25A -> JT.NO.25B | JT.NO.25B -> JT.NO.25 | JT.NO.26 -> SWNO_09370 | JT.NO.26A -> JT.NO.26 | JT.NO.26B -> JT.NO.26A,7,591.1,2021-07-02 00:00:00+00:00,33,51
12872.0,19218.0,40870,VSV220_11KV_40870,WORLD BANK,VERSOVA TELEPHONE EXCHANGE,1S-MH-MU-ZSC-CL05-2852,1S-MH-MU-ZSC-CL05-2868,6,2020-08-25,AL,AL,XLPE,NAN,274.4,,SWNO_19218 -> SWNO_12872,1,274.4,2020-08-25 00:00:00+00:00,46,312
19216.0,14137.0,40870,VSV220_11KV_40870,VERSOVA TELEPHONE EXCHANGE,VERSOVA MTNL,1S-MH-MU-ZSC-CL05-2868,1S-MH-MU-ZSC-CL05-2820,7,,AL,AL,PILC,NAN,31.0,,SWNO_14137 -> SWNO_19216,1,31.0,,0,312
14135.0,19465.0,40870,VSV220_11KV_40870,VERSOVA MTNL,MOHID,1S-MH-MU-ZSC-CL05-2820,1S-MH-MU-ZSC-CL09-2895,8,2024-05-18,AL,AL,XLPE,NAN,15.0,RESIDENTIAL,JT.NO.4 -> SWNO_19465 | SWNO_14135 -> JT.NO.4,2,392.9,2024-05-18 00:00:00+00:00,0,31
